bioguide_id,first_name,last_name,party,state,chamber,committee_assignments
W000805,Mark,Warner,Democrat,VA,Senate,"Committee on Banking, Housing, and Urban Affairs: Subcommittee on Digital Assets; Subcommittee on Financial Institutions and Consumer Protection; Subcommittee on Securities, Insurance, and Investment (Ranking) | Committee on Finance: Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness; Subcommittee on Taxation and IRS Oversight | Committee on Rules and Administration | Committee on the Budget | Select Committee on Intelligence"
W000790,Raphael,Warnock,Democrat,GA,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology; Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research; Subcommittee on Rural Development, Energy, and Credit | Committee on Banking, Housing, and Urban Affairs: Subcommittee on Economic Policy (Ranking); Subcommittee on Financial Institutions and Consumer Protection; Subcommittee on Securities, Insurance, and Investment | Committee on Finance: Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness (Ranking); Subcommittee on Taxation and IRS Oversight | Special Committee on Aging"
W000817,Elizabeth,Warren,Democrat,MA,Senate,"Committee on Armed Services: Subcommittee on Personnel (Ranking); Subcommittee on Readiness and Management Support; Subcommittee on Strategic Forces | Committee on Banking, Housing, and Urban Affairs: Subcommittee on Digital Assets; Subcommittee on Economic Policy; Subcommittee on Financial Institutions and Consumer Protection; Subcommittee on Housing, Transportation, and Community Development; Subcommittee on National Security and International Trade and Finance; Subcommittee on Securities, Insurance, and Investment | Committee on Finance: Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness; Subcommittee on Taxation and IRS Oversight | Special Committee on Aging"
W000797,Debbie,Wasserman Schultz,Democrat,FL,House,Appropriations
W000187,Maxine,Waters,Democrat,CA,House,Financial Services
W000822,Bonnie,Watson Coleman,Democrat,NJ,House,Appropriations | Budget
W000814,Randy,Weber,Republican,TX,House,"Energy and Commerce | Science, Space, and Technology"
W000806,Daniel,Webster,Republican,FL,House,"Natural Resources | Transportation and Infrastructure | Science, Space, and Technology"
W000800,Peter,Welch,Democrat,VT,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology; Subcommittee on Livestock, Dairy, Poultry, and Food Safety; Subcommittee on Rural Development, Energy, and Credit (Ranking) | Committee on Finance: Subcommittee on Energy, Natural Resources, and Infrastructure; Subcommittee on Health Care | Committee on Rules and Administration | Committee on the Judiciary: Subcommittee on Antitrust, Competition Policy, and Consumer Rights; Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights; Subcommittee on Intellectual Property; Subcommittee on the Constitution (Ranking)"
W000821,Bruce,Westerman,Republican,AR,House,Natural Resources | Transportation and Infrastructure
W000802,Sheldon,Whitehouse,Democrat,RI,Senate,"Commission on Security and Cooperation in Europe | Committee on Environment and Public Works: Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight; Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety; Subcommittee on Fisheries, Wildlife, and Water; Subcommittee on Transportation and Infrastructure | Committee on Finance: Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness; Subcommittee on Taxation and IRS Oversight | Committee on the Budget | Committee on the Judiciary: Subcommittee on Border Security and Immigration; Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights (Ranking); Subcommittee on Intellectual Property; Subcommittee on the Constitution | United States Senate Caucus on International Narcotics Control"
W000830,George,Whitesides,Democrat,CA,House,"Armed Services | Science, Space, and Technology"
W000437,Roger,Wicker,Republican,MS,Senate,"Commission on Security and Cooperation in Europe | Committee on Armed Services: Subcommittee on Airland; Subcommittee on Cybersecurity; Subcommittee on Emerging Threats and Capabilities; Subcommittee on Personnel; Subcommittee on Readiness and Management Support; Subcommittee on Seapower; Subcommittee on Strategic Forces | Committee on Commerce, Science, and Transportation: Subcommittee on Coast Guard, Maritime, and Fisheries; Subcommittee on Surface Transportation, Freight, Pipelines, and Safety; Subcommittee on Telecommunications and Media | Committee on Environment and Public Works: Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight; Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety; Subcommittee on Transportation and Infrastructure | Committee on Rules and Administration | Select Committee on Intelligence"
W000829,Tony,Wied,Republican,WI,House,Agriculture | Transportation and Infrastructure | Small Business
W000788,Nikema,Williams,Democrat,GA,House,Financial Services
W000816,Roger,Williams,Republican,TX,House,Financial Services | Small Business
W000808,Frederica,Wilson,Democrat,FL,House,Education and Workforce | Transportation and Infrastructure
W000795,Joe,Wilson,Republican,SC,House,Armed Services | Education and Workforce | Foreign Affairs
W000804,Robert,Wittman,Republican,VA,House,Armed Services | Natural Resources | Select Comm on the Strategic Competition US and China
W000809,Steve,Womack,Republican,AR,House,Appropriations
Y000067,Rudy,Yakym,Republican,IN,House,Ways and Means
Y000064,Todd,Young,Republican,IN,Senate,"Committee on Commerce, Science, and Transportation: Subcommittee on Consumer Protection, Technology, and Data Privacy; Subcommittee on Science, Manufacturing, and Competitiveness; Subcommittee on Surface Transportation, Freight, Pipelines, and Safety (Chairman); Subcommittee on Telecommunications and Media | Committee on Finance: Subcommittee on Health Care (Chairman); Subcommittee on International Trade, Customs, and Global Competitiveness; Subcommittee on Social Security, Pensions, and Family Policy | Committee on Small Business and Entrepreneurship | Select Committee on Intelligence"
Z000018,Ryan,Zinke,Republican,MT,House,Appropriations | Foreign Affairs
