first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL
"Riley, Josh - Representative",,,,,,,New York,,19,Democratic,House: 2025-Present,https://www.congress.gov/member/josh-riley/R000622
"Risch, James E. - Senator",,,,,,,Idaho,,,Republican,Senate: 2009-Present,https://www.congress.gov/member/james-risch/R000584
"Rivas, Luz M. - Representative",,,,,,,California,,29,Democratic,House: 2025-Present,https://www.congress.gov/member/luz-rivas/R000620
"Rogers, Harold - Representative",,,,,,,Kentucky,,5,Republican,House: 1981-Present,https://www.congress.gov/member/harold-rogers/R000395
"Rogers, Mike D. - Representative",,,,,,,Alabama,,3,Republican,House: 2003-Present,https://www.congress.gov/member/mike-rogers/R000575
"Rose, John W. - Representative",,,,,,,Tennessee,,6,Republican,House: 2019-Present,https://www.congress.gov/member/john-rose/R000612
"Rosen, Jacky - Senator",,,,,,,Nevada,,,Democratic,Senate: 2019-Present | House: 2017-2019,https://www.congress.gov/member/jacky-rosen/R000608
"Ross, Deborah K. - Representative",,,,,,,North Carolina,,2,Democratic,House: 2021-Present,https://www.congress.gov/member/deborah-ross/R000305
"Rounds, Mike - Senator",,,,,,,South Dakota,,,Republican,Senate: 2015-Present,https://www.congress.gov/member/mike-rounds/R000605
"Rouzer, David - Representative",,,,,,,North Carolina,,7,Republican,House: 2015-Present,https://www.congress.gov/member/david-rouzer/R000603
"Roy, Chip - Representative",,,,,,,Texas,,21,Republican,House: 2019-Present,https://www.congress.gov/member/chip-roy/R000614
"Rubio, Marco - Senator",,,,,,,Florida,,,Republican,Senate: 2011-2025,https://www.congress.gov/member/marco-rubio/R000595
"Ruiz, Raul - Representative",,,,,,,California,,25,Democratic,House: 2013-Present,https://www.congress.gov/member/raul-ruiz/R000599
"Rulli, Michael A. - Representative",,,,,,,Ohio,,6,Republican,House: 2024-Present,https://www.congress.gov/member/michael-rulli/R000619
"Rutherford, John H. - Representative",,,,,,,Florida,,5,Republican,House: 2017-Present,https://www.congress.gov/member/john-rutherford/R000609
"Ryan, Patrick - Representative",,,,,,,New York,,18,Democratic,House: 2022-Present,https://www.congress.gov/member/patrick-ryan/R000579
"Salazar, Maria Elvira - Representative",,,,,,,Florida,,27,Republican,House: 2021-Present,https://www.congress.gov/member/maria-salazar/S000168
"Salinas, Andrea - Representative",,,,,,,Oregon,,6,Democratic,House: 2023-Present,https://www.congress.gov/member/andrea-salinas/S001226
"S�nchez, Linda T. - Representative",,,,,,,California,,38,Democratic,House: 2003-Present,https://www.congress.gov/member/linda-sanchez/S001156
"Sanders, Bernard - Senator",,,,,,,Vermont,,,Independent,Senate: 2007-Present | House: 1991-2007,https://www.congress.gov/member/bernie-sanders/S000033
"Scalise, Steve - Representative",,,,,,,Louisiana,,1,Republican,House: 2008-Present,https://www.congress.gov/member/steve-scalise/S001176
"Scanlon, Mary Gay - Representative",,,,,,,Pennsylvania,,5,Democratic,House: 2018-Present,https://www.congress.gov/member/mary-gay-scanlon/S001205
"Schakowsky, Janice D. - Representative",,,,,,,Illinois,,9,Democratic,House: 1999-Present,https://www.congress.gov/member/janice-schakowsky/S001145
"Schatz, Brian - Senator",,,,,,,Hawaii,,,Democratic,Senate: 2012-Present,https://www.congress.gov/member/brian-schatz/S001194
"Schiff, Adam B. - Senator",,,,,,,California,,,Democratic,Senate: 2024-Present | House: 2001-2024,https://www.congress.gov/member/adam-schiff/S001150
"Schmidt, Derek - Representative",,,,,,,Kansas,,2,Republican,House: 2025-Present,https://www.congress.gov/member/derek-schmidt/S001228
"Schmitt, Eric - Senator",,,,,,,Missouri,,,Republican,Senate: 2023-Present,https://www.congress.gov/member/eric-schmitt/S001227
"Schneider, Bradley Scott - Representative",,,,,,,Illinois,,10,Democratic,"House: 2013-2015, 2017-Present",https://www.congress.gov/member/bradley-schneider/S001190
"Scholten, Hillary J. - Representative",,,,,,,Michigan,,3,Democratic,House: 2023-Present,https://www.congress.gov/member/hillary-scholten/S001221
"Schrier, Kim - Representative",,,,,,,Washington,,8,Democratic,House: 2019-Present,https://www.congress.gov/member/kim-schrier/S001216
"Schumer, Charles E. - Senator",,,,,,,New York,,,Democratic,Senate: 1999-Present | House: 1981-1999,https://www.congress.gov/member/charles-schumer/S000148
"Schweikert, David - Representative",,,,,,,Arizona,,1,Republican,House: 2011-Present,https://www.congress.gov/member/david-schweikert/S001183
"Scott, Austin - Representative",,,,,,,Georgia,,8,Republican,House: 2011-Present,https://www.congress.gov/member/austin-scott/S001189
"Scott, David - Representative",,,,,,,Georgia,,13,Democratic,House: 2003-Present,https://www.congress.gov/member/david-scott/S001157
"Scott, Rick - Senator",,,,,,,Florida,,,Republican,Senate: 2019-Present,https://www.congress.gov/member/rick-scott/S001217
"Scott, Robert C. ""Bobby"" - Representative",,,,,,,Virginia,,3,Democratic,House: 1993-Present,https://www.congress.gov/member/robert-scott/S000185
"Scott, Tim - Senator",,,,,,,South Carolina,,,Republican,Senate: 2013-Present | House: 2011-2013,https://www.congress.gov/member/tim-scott/S001184
"Self, Keith - Representative",,,,,,,Texas,,3,Republican,House: 2023-Present,https://www.congress.gov/member/keith-self/S001224
"Sessions, Pete - Representative",,,,,,,Texas,,17,Republican,"House: 1997-2019, 2021-Present",https://www.congress.gov/member/pete-sessions/S000250
"Sewell, Terri A. - Representative",,,,,,,Alabama,,7,Democratic,House: 2011-Present,https://www.congress.gov/member/terri-sewell/S001185
"Shaheen, Jeanne - Senator",,,,,,,New Hampshire,,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/jeanne-shaheen/S001181
"Sheehy, Tim - Senator",,,,,,,Montana,,,Republican,Senate: 2025-Present,https://www.congress.gov/member/tim-sheehy/S001232
"Sherman, Brad - Representative",,,,,,,California,,32,Democratic,House: 1997-Present,https://www.congress.gov/member/brad-sherman/S000344
"Sherrill, Mikie - Representative",,,,,,,New Jersey,,11,Democratic,House: 2019-Present,https://www.congress.gov/member/mikie-sherrill/S001207
"Shreve, Jefferson - Representative",,,,,,,Indiana,,6,Republican,House: 2025-Present,https://www.congress.gov/member/jefferson-shreve/S001229
"Simon, Lateefah - Representative",,,,,,,California,,12,Democratic,House: 2025-Present,https://www.congress.gov/member/lateefah-simon/S001231
"Simpson, Michael K. - Representative",,,,,,,Idaho,,2,Republican,House: 1999-Present,https://www.congress.gov/member/michael-simpson/S001148
"Slotkin, Elissa - Senator",,,,,,,Michigan,,,Democratic,Senate: 2025-Present | House: 2019-2025,https://www.congress.gov/member/elissa-slotkin/S001208
"Smith, Adam - Representative",,,,,,,Washington,,9,Democratic,House: 1997-Present,https://www.congress.gov/member/adam-smith/S000510
"Smith, Adrian - Representative",,,,,,,Nebraska,,3,Republican,House: 2007-Present,https://www.congress.gov/member/adrian-smith/S001172
"Smith, Christopher H. - Representative",,,,,,,New Jersey,,4,Republican,House: 1981-Present,https://www.congress.gov/member/christopher-smith/S000522
"Smith, Jason - Representative",,,,,,,Missouri,,8,Republican,House: 2013-Present,https://www.congress.gov/member/jason-smith/S001195
"Smith, Tina - Senator",,,,,,,Minnesota,,,Democratic,Senate: 2018-Present,https://www.congress.gov/member/tina-smith/S001203
"Smucker, Lloyd - Representative",,,,,,,Pennsylvania,,11,Republican,House: 2017-Present,https://www.congress.gov/member/lloyd-smucker/S001199
"Sorensen, Eric - Representative",,,,,,,Illinois,,17,Democratic,House: 2023-Present,https://www.congress.gov/member/eric-sorensen/S001225
"Soto, Darren - Representative",,,,,,,Florida,,9,Democratic,House: 2017-Present,https://www.congress.gov/member/darren-soto/S001200
"Spartz, Victoria - Representative",,,,,,,Indiana,,5,Republican,House: 2021-Present,https://www.congress.gov/member/victoria-spartz/S000929
"Stansbury, Melanie A. - Representative",,,,,,,New Mexico,,1,Democratic,House: 2021-Present,https://www.congress.gov/member/melanie-stansbury/S001218
"Stanton, Greg - Representative",,,,,,,Arizona,,4,Democratic,House: 2019-Present,https://www.congress.gov/member/greg-stanton/S001211
"Stauber, Pete - Representative",,,,,,,Minnesota,,8,Republican,House: 2019-Present,https://www.congress.gov/member/pete-stauber/S001212
"Stefanik, Elise M. - Representative",,,,,,,New York,,21,Republican,House: 2015-Present,https://www.congress.gov/member/elise-stefanik/S001196
"Steil, Bryan - Representative",,,,,,,Wisconsin,,1,Republican,House: 2019-Present,https://www.congress.gov/member/bryan-steil/S001213
"Steube, W. Gregory - Representative",,,,,,,Florida,,17,Republican,House: 2019-Present,https://www.congress.gov/member/w-steube/S001214
"Stevens, Haley M. - Representative",,,,,,,Michigan,,11,Democratic,House: 2019-Present,https://www.congress.gov/member/haley-stevens/S001215
"Strickland, Marilyn - Representative",,,,,,,Washington,,10,Democratic,House: 2021-Present,https://www.congress.gov/member/marilyn-strickland/S001159
"Strong, Dale W. - Representative",,,,,,,Alabama,,5,Republican,House: 2023-Present,https://www.congress.gov/member/dale-strong/S001220
"Stutzman, Marlin A. - Representative",,,,,,,Indiana,,3,Republican,"House: 2010-2017, 2025-Present",https://www.congress.gov/member/marlin-stutzman/S001188
"Subramanyam, Suhas - Representative",,,,,,,Virginia,,10,Democratic,House: 2025-Present,https://www.congress.gov/member/suhas-subramanyam/S001230
"Sullivan, Dan - Senator",,,,,,,Alaska,,,Republican,Senate: 2015-Present,https://www.congress.gov/member/dan-sullivan/S001198
"Suozzi, Thomas R. - Representative",,,,,,,New York,,3,Democratic,House: 2017-Present,https://www.congress.gov/member/thomas-suozzi/S001201
"Swalwell, Eric - Representative",,,,,,,California,,14,Democratic,House: 2013-Present,https://www.congress.gov/member/eric-swalwell/S001193
"Sykes, Emilia Strong - Representative",,,,,,,Ohio,,13,Democratic,House: 2023-Present,https://www.congress.gov/member/emilia-sykes/S001223
"Takano, Mark - Representative",,,,,,,California,,39,Democratic,House: 2013-Present,https://www.congress.gov/member/mark-takano/T000472
"Taylor, David J. - Representative",,,,,,,Ohio,,2,Republican,House: 2025-Present,https://www.congress.gov/member/david-taylor/T000490
"Tenney, Claudia - Representative",,,,,,,New York,,24,Republican,"House: 2017-2019, 2021-Present",https://www.congress.gov/member/claudia-tenney/T000478
"Thanedar, Shri - Representative",,,,,,,Michigan,,13,Democratic,House: 2023-Present,https://www.congress.gov/member/shri-thanedar/T000488
"Thompson, Bennie G. - Representative",,,,,,,Mississippi,,2,Democratic,House: 1993-Present,https://www.congress.gov/member/bennie-thompson/T000193
"Thompson, Glenn - Representative",,,,,,,Pennsylvania,,15,Republican,House: 2009-Present,https://www.congress.gov/member/glenn-thompson/T000467
"Thompson, Mike - Representative",,,,,,,California,,4,Democratic,House: 1999-Present,https://www.congress.gov/member/mike-thompson/T000460
"Thune, John - Senator",,,,,,,South Dakota,,,Republican,Senate: 2005-Present | House: 1997-2003,https://www.congress.gov/member/john-thune/T000250
"Tiffany, Thomas P. - Representative",,,,,,,Wisconsin,,7,Republican,House: 2020-Present,https://www.congress.gov/member/thomas-tiffany/T000165
"Tillis, Thomas - Senator",,,,,,,North Carolina,,,Republican,Senate: 2015-Present,https://www.congress.gov/member/thomas-tillis/T000476
"Timmons, William R. - Representative",,,,,,,South Carolina,,4,Republican,House: 2019-Present,https://www.congress.gov/member/william-timmons/T000480
"Titus, Dina - Representative",,,,,,,Nevada,,1,Democratic,"House: 2009-2011, 2013-Present",https://www.congress.gov/member/dina-titus/T000468
"Tlaib, Rashida - Representative",,,,,,,Michigan,,12,Democratic,House: 2019-Present,https://www.congress.gov/member/rashida-tlaib/T000481
"Tokuda, Jill N. - Representative",,,,,,,Hawaii,,2,Democratic,House: 2023-Present,https://www.congress.gov/member/jill-tokuda/T000487
"Tonko, Paul - Representative",,,,,,,New York,,20,Democratic,House: 2009-Present,https://www.congress.gov/member/paul-tonko/T000469
"Torres, Norma J. - Representative",,,,,,,California,,35,Democratic,House: 2015-Present,https://www.congress.gov/member/norma-torres/T000474
"Torres, Ritchie - Representative",,,,,,,New York,,15,Democratic,House: 2021-Present,https://www.congress.gov/member/ritchie-torres/T000486
"Trahan, Lori - Representative",,,,,,,Massachusetts,,3,Democratic,House: 2019-Present,https://www.congress.gov/member/lori-trahan/T000482
"Tran, Derek - Representative",,,,,,,California,,45,Democratic,House: 2025-Present,https://www.congress.gov/member/derek-tran/T000491
"Tuberville, Tommy - Senator",,,,,,,Alabama,,,Republican,Senate: 2021-Present,https://www.congress.gov/member/tommy-tuberville/T000278
"Turner, Michael R. - Representative",,,,,,,Ohio,,10,Republican,House: 2003-Present,https://www.congress.gov/member/michael-turner/T000463
"Turner, Sylvester - Representative",,,,,,,Texas,,18,Democratic,House: 2025,https://www.congress.gov/member/sylvester-turner/T000489
"Underwood, Lauren - Representative",,,,,,,Illinois,,14,Democratic,House: 2019-Present,https://www.congress.gov/member/lauren-underwood/U000040
"Valadao, David G. - Representative",,,,,,,California,,22,Republican,"House: 2013-2019, 2021-Present",https://www.congress.gov/member/david-valadao/V000129
"Van Drew, Jefferson - Representative",,,,,,,New Jersey,,2,Republican,House: 2019-Present,https://www.congress.gov/member/jefferson-van-drew/V000133
"Van Duyne, Beth - Representative",,,,,,,Texas,,24,Republican,House: 2021-Present,https://www.congress.gov/member/beth-van-duyne/V000134
"Van Hollen, Chris - Senator",,,,,,,Maryland,,,Democratic,Senate: 2017-Present | House: 2003-2017,https://www.congress.gov/member/chris-van-hollen/V000128
"Van Orden, Derrick - Representative",,,,,,,Wisconsin,,3,Republican,House: 2023-Present,https://www.congress.gov/member/derrick-van-orden/V000135
"Vance, J. D. - Senator",,,,,,,Ohio,,,Republican,Senate: 2023-2025,https://www.congress.gov/member/j-vance/V000137
"Vargas, Juan - Representative",,,,,,,California,,52,Democratic,House: 2013-Present,https://www.congress.gov/member/juan-vargas/V000130
"Vasquez, Gabe - Representative",,,,,,,New Mexico,,2,Democratic,House: 2023-Present,https://www.congress.gov/member/gabe-vasquez/V000136
"Veasey, Marc A. - Representative",,,,,,,Texas,,33,Democratic,House: 2013-Present,https://www.congress.gov/member/marc-veasey/V000131
"Vel�zquez, Nydia M. - Representative",,,,,,,New York,,7,Democratic,House: 1993-Present,https://www.congress.gov/member/nydia-velazquez/V000081
"Vindman, Eugene Simon - Representative",,,,,,,Virginia,,7,Democratic,House: 2025-Present,https://www.congress.gov/member/eugene-vindman/V000138
"Wagner, Ann - Representative",,,,,,,Missouri,,2,Republican,House: 2013-Present,https://www.congress.gov/member/ann-wagner/W000812
"Walberg, Tim - Representative",,,,,,,Michigan,,5,Republican,"House: 2007-2009, 2011-Present",https://www.congress.gov/member/tim-walberg/W000798
"Walkinshaw, James R. - Representative",,,,,,,Virginia,,11,Democratic,House: 2025-Present,https://www.congress.gov/member/james-walkinshaw/W000831
"Waltz, Michael - Representative",,,,,,,Florida,,6,Republican,House: 2019-2025,https://www.congress.gov/member/michael-waltz/W000823
"Warner, Mark R. - Senator",,,,,,,Virginia,,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/mark-warner/W000805
"Warnock, Raphael G. - Senator",,,,,,,Georgia,,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/raphael-warnock/W000790
"Warren, Elizabeth - Senator",,,,,,,Massachusetts,,,Democratic,Senate: 2013-Present,https://www.congress.gov/member/elizabeth-warren/W000817
"Wasserman Schultz, Debbie - Representative",,,,,,,Florida,,25,Democratic,House: 2005-Present,https://www.congress.gov/member/debbie-wasserman-schultz/W000797
"Waters, Maxine - Representative",,,,,,,California,,43,Democratic,House: 1991-Present,https://www.congress.gov/member/maxine-waters/W000187
"Watson Coleman, Bonnie - Representative",,,,,,,New Jersey,,12,Democratic,House: 2015-Present,https://www.congress.gov/member/bonnie-watson-coleman/W000822
"Weber, Randy K. Sr. - Representative",,,,,,,Texas,,14,Republican,House: 2013-Present,https://www.congress.gov/member/randy-weber/W000814
"Webster, Daniel - Representative",,,,,,,Florida,,11,Republican,House: 2011-Present,https://www.congress.gov/member/daniel-webster/W000806
"Welch, Peter - Senator",,,,,,,Vermont,,,Democratic,Senate: 2023-Present | House: 2007-2023,https://www.congress.gov/member/peter-welch/W000800
"Westerman, Bruce - Representative",,,,,,,Arkansas,,4,Republican,House: 2015-Present,https://www.congress.gov/member/bruce-westerman/W000821
"Whitehouse, Sheldon - Senator",,,,,,,Rhode Island,,,Democratic,Senate: 2007-Present,https://www.congress.gov/member/sheldon-whitehouse/W000802
"Whitesides, George - Representative",,,,,,,California,,27,Democratic,House: 2025-Present,https://www.congress.gov/member/george-whitesides/W000830
"Wicker, Roger F. - Senator",,,,,,,Mississippi,,,Republican,Senate: 2007-Present | House: 1995-2007,https://www.congress.gov/member/roger-wicker/W000437
"Wied, Tony - Representative",,,,,,,Wisconsin,,8,Republican,House: 2024-Present,https://www.congress.gov/member/tony-wied/W000829
"Williams, Nikema - Representative",,,,,,,Georgia,,5,Democratic,House: 2021-Present,https://www.congress.gov/member/nikema-williams/W000788
"Williams, Roger - Representative",,,,,,,Texas,,25,Republican,House: 2013-Present,https://www.congress.gov/member/roger-williams/W000816
"Wilson, Frederica S. - Representative",,,,,,,Florida,,24,Democratic,House: 2011-Present,https://www.congress.gov/member/frederica-wilson/W000808
"Wilson, Joe - Representative",,,,,,,South Carolina,,2,Republican,House: 2001-Present,https://www.congress.gov/member/joe-wilson/W000795
"Wittman, Robert J. - Representative",,,,,,,Virginia,,1,Republican,House: 2007-Present,https://www.congress.gov/member/robert-wittman/W000804
"Womack, Steve - Representative",,,,,,,Arkansas,,3,Republican,House: 2011-Present,https://www.congress.gov/member/steve-womack/W000809
"Wyden, Ron - Senator",,,,,,,Oregon,,,Democratic,Senate: 1996-Present | House: 1981-1996,https://www.congress.gov/member/ron-wyden/W000779
"Yakym, Rudy - Representative",,,,,,,Indiana,,2,Republican,House: 2022-Present,https://www.congress.gov/member/rudy-yakym/Y000067
"Young, Todd - Senator",,,,,,,Indiana,,,Republican,Senate: 2017-Present | House: 2011-2017,https://www.congress.gov/member/todd-young/Y000064
"Zinke, Ryan K. - Representative",,,,,,,Montana,,1,Republican,"House: 2015-2017, 2023-Present",https://www.congress.gov/member/ryan-zinke/Z000018
