first_name,last_name,name_slug,bioguide_id,,,,,
Sheldon,Whitehouse,sheldon-whitehouse,W000802,,,,,
George,Whitesides,george-whitesides,W000830,,,,,
Roger,Wicker,roger-wicker,W000437,,,,,
Tony,Wied,tony-wied,W000829,,,,,
Nikema,Williams,nikema-williams,W000788,,,,,
Roger,Williams,roger-williams,W000816,,,,,
Joe,Wilson,joe-wilson,W000795,,,,,
Frederica,Wilson,frederica-wilson,W000808,,,,,
Robert,Wittman,robert-wittman,W000804,,,,,
Steve,Womack,steve-womack,W000809,,,,,
Ron,Wyden,ron-wyden,W000779,,,,,
Rudy,Yakym,rudy-yakym,Y000067,,,,,
Todd,Young,todd-young,Y000064,,,,,
Ryan,Zinke,ryan-zinke,Z000018,,,,,
