first_name,middle_name,nick_name,last_name,suffix,chamber,office,role,state,state_abbr,party,fecid,green_id,green_id2,website,campaign_website,date_reelection
Jefferson,,,Shreve,,H,House CD 6,Member of Congress,Indiana,IN,Republican,H4IN06185,G50235,G53392,https://shreve.house.gov/,https://www.shreveforcongress.com/,11/3/26
Lateefah,,,Simon,,H,House CD 12,Member of Congress,California,CA,Democratic,H4CA12154,G47386,G53456,https://simon.house.gov/,https://www.lateefahsimon.com/,11/3/26
Michael,Keith,Mike,Simpson,,H,House CD 2,Member of Congress,Idaho,ID,Republican,H8ID02064,G231,G53292,https://simpson.house.gov/,http://www.simpsonforcongress.com/,11/3/26
Elissa,,,Slotkin,,S,Senate Class 1,Senator,Michigan,MI,Democratic,,G47381,,https://slotkin.senate.gov/,https://www.elissaslotkin.org/,11/5/30
Adrian,M.,,Smith,,H,House CD 3,Member of Congress,Nebraska,NE,Republican,H6NE03115,G483,G53360,https://adriansmith.house.gov/,http://www.joinadrian.com/,11/3/26
Christopher,Henry,Chris,Smith,,H,House CD 4,Member of Congress,New Jersey,NJ,Republican,H8NJ04014,G497,G53823,https://chrissmith.house.gov/,http://www.smith4nj.com/,11/3/26
David,Adam,Adam,Smith,,H,House CD 9,Member of Congress,Washington,WA,Democratic,H6WA09025,G789,G53781,https://adamsmith.house.gov/,http://www.electadamsmith.com/,11/3/26
Jason,T.,,Smith,,H,House CD 8,Member of Congress,Missouri,MO,Republican,H4MO08162,G406,G53603,https://jasonsmith.house.gov/,http://www.electjasonsmith.com/,11/3/26
Tina,Flint,,Smith,,S,Senate Class 2,Senator,Minnesota,MN,Democratic,,G5285,,https://smith.senate.gov/,https://www.tinaforminnesota.com/,11/3/26
Lloyd,K.,,Smucker,,H,House CD 11,Member of Congress,Pennsylvania,PA,Republican,H6PA16320,G27056,G53694,https://smucker.house.gov/,,11/3/26
Eric,,,Sorensen,,H,House CD 17,Member of Congress,Illinois,IL,Democratic,H2IL17147,G42967,G53550,https://sorensen.house.gov/,https://www.ericforillinois.com/,11/3/26
Darren,,,Soto,,H,House CD 9,Member of Congress,Florida,FL,Democratic,H6FL09179,G22767,G53502,https://soto.house.gov/,http://www.darrensoto.com/,11/3/26
Victoria,,,Spartz,,H,House CD 5,Member of Congress,Indiana,IN,Republican,H0IN05326,G37209,G53554,https://spartz.house.gov/,https://www.spartzforcongress.com/,11/3/26
Melanie,Ann,,Stansbury,,H,House CD 1,Member of Congress,New Mexico,NM,Democratic,H2NM01144,G28127,G53631,https://stansbury.house.gov/,https://www.melaniefornm.com/,11/3/26
Greg,,,Stanton,,H,House CD 4,Member of Congress,Arizona,AZ,Democratic,H8AZ09040,G29496,G53441,https://stanton.house.gov/,https://www.stantonforarizona.com/,11/3/26
Peter,Allen,Pete,Stauber,,H,House CD 8,Member of Congress,Minnesota,MN,Republican,H8MN08043,G28756,G53598,https://stauber.house.gov/,http://www.stauberforcongress.com/,11/3/26
Elise,M.,,Stefanik,,H,House CD 21,Member of Congress,New York,NY,Republican,H4NY21079,G18141,G53659,https://stefanik.house.gov/,http://www.eliseforcongress.com/,11/3/26
Bryan,George,,Steil,,H,House CD 1,Member of Congress,Wisconsin,WI,Republican,H8WI01156,G32301,G53783,https://steil.house.gov/,https://www.bryansteil.com/,11/3/26
Greg,W.,,Steube,,H,House CD 17,Member of Congress,Florida,FL,Republican,H8FL17053,G31375,G53508,https://steube.house.gov/,https://www.electgregsteube.com/,11/3/26
Haley,,,Stevens,,S,Senate Class 2,Member of Congress,Michigan,MI,Democratic,S6MI00426,G53593,G28086,https://stevens.house.gov/,http://www.haleystevensforcongress.com/,11/3/26
Marilyn,,,Strickland,,H,House CD 10,Member of Congress,Washington,WA,Democratic,H0WA10034,G36702,G53782,https://strickland.house.gov/,https://www.stricklandforwashington.com/,11/3/26
Dale,Whitney,,Strong,,H,House CD 5,Member of Congress,Alabama,AL,Republican,H2AL05102,G40469,G53433,https://strong.house.gov/,https://www.dalestrongforcongress.com/,11/3/26
Marlin,A.,,Stutzman,,H,House CD 3,Member of Congress,Indiana,IN,Republican,H0IN03198,G47877,G53553,https://stutzman.house.gov/,https://www.gomarlin.com/,11/3/26
Suhas,,,Subramanyam,,H,House CD 10,Member of Congress,Virginia,VA,Democratic,H4VA10279,G49323,G53770,https://subramanyam.house.gov/,https://www.suhasforvirginia.com/,11/3/26
Dan,,,Sullivan,,S,Senate Class 2,Senator,Alaska,AK,Republican,S4AK00214,G18420,G46925,http://www.sullivan.senate.gov/,https://www.dansullivanforalaska.com/,11/3/26
Thomas,R.,Tom,Suozzi,,H,House CD 3,Member of Congress,New York,NY,Democratic,H6NY03247,G40982,G53641,https://suozzi.house.gov/,https://www.suozziforcongress2024.com/,11/3/26
Eric,Michael,,Swalwell,,H,House CD 14,Member of Congress,California,CA,Democratic,H2CA15094,G13201,G53457,https://swalwell.house.gov/,https://ericswalwell.com/,11/3/26
Emilia,,,Sykes,,H,House CD 13,Member of Congress,Ohio,OH,Democratic,H2OH13264,G43813,G52516,https://sykes.house.gov/,https://www.emiliasykesforcongress.com/,11/3/26
Mark,A.,,Takano,,H,House CD 39,Member of Congress,California,CA,Democratic,H2CA43245,G12808,G53476,https://takano.house.gov/,http://www.marktakano.com/,11/3/26
David,J.,Dave,Taylor,,H,House CD 2,Member of Congress,Ohio,OH,Republican,H4OH02248,G49653,G53665,https://taylor.house.gov/,https://www.davetaylorforcongress.com/,11/3/26
Claudia,,,Tenney,,H,House CD 24,Member of Congress,New York,NY,Republican,H4NY22051,G39706,G53661,https://tenney.house.gov/,http://www.claudiaforcongress.com/,11/3/26
Shri,,,Thanedar,,H,House CD 13,Member of Congress,Michigan,MI,Democratic,H2MI13204,G42951,G53820,https://thanedar.house.gov/,https://www.shriforcongress.com/,11/3/26
Bennie,G.,,Thompson,,H,House CD 2,Member of Congress,Mississippi,MS,Democratic,H4MS02068,G420,G53348,https://benniethompson.house.gov/,http://www.benniethompson.com/,11/3/26
C.,Michael,Mike,Thompson,,H,House CD 4,Member of Congress,California,CA,Democratic,H8CA01109,G56,G53448,https://mikethompson.house.gov/,http://www.mikethompsonforcongress.com/,11/3/26
Glenn,William,G.T.,Thompson,Jr.,H,House CD 15,Member of Congress,Pennsylvania,PA,Republican,H8PA05071,G2912,G53698,https://thompson.house.gov/,http://www.friendsofglennthompson.com/,11/3/26
John,R.,,Thune,,S,Senate Class 3,Senator,South Dakota,SD,Republican,,G681,,https://thune.senate.gov/,http://www.johnthune.com/,11/7/28
Thomas,,Tom,Tiffany,,H,House CD 7,Member of Congress,Wisconsin,WI,Republican,,G6716,G53789,https://tiffany.house.gov/,https://www.tomtiffany.com/,11/3/26
Thomas,Roland,Thom,Tillis,,S,Senate Class 2,Senator,North Carolina,NC,Republican,,G17792,,https://tillis.senate.gov/,http://www.thomtillis.com/,11/3/26
William,Richardson,,Timmons,IV,H,House CD 4,Member of Congress,South Carolina,SC,Republican,H8SC04250,G30848,G53706,https://timmons.house.gov/,https://www.votetimmons.com/,11/3/26
Alice,Costandina,Dina,Titus,,H,House CD 1,Member of Congress,Nevada,NV,Democratic,H8NV03036,G12898,G53633,https://titus.house.gov/,http://www.dinatitus.com/,11/3/26
Rashida,,,Tlaib,,H,House CD 12,Member of Congress,Michigan,MI,Democratic,H8MI13250,G376,G53594,https://tlaib.house.gov/,https://www.rashidaforcongress.com/,11/3/26
Jill,Naomi,,Tokuda,,H,House CD 2,Member of Congress,Hawaii,HI,Democratic,H2HI02581,G42318,G53530,https://tokuda.house.gov/,https://tokudaforhawaii.com/,11/3/26
Paul,David,,Tonko,,H,House CD 20,Member of Congress,New York,NY,Democratic,H8NY21203,G3647,G53656,https://tonko.house.gov/,http://www.paultonko.com/,11/3/26
Norma,J.,,Torres,,H,House CD 35,Member of Congress,California,CA,Democratic,H4CA35031,G19698,G53473,https://torres.house.gov/,http://www.normatorres.com/,11/3/26
Ritchie,John,,Torres,,H,House CD 15,Member of Congress,New York,NY,Democratic,H0NY15160,G34353,G53652,https://ritchietorres.house.gov/,https://www.torres.nyc/,11/3/26
Lori,Loureiro,,Trahan,,H,House CD 3,Member of Congress,Massachusetts,MA,Democratic,H8MA03106,G29338,G53817,https://trahan.house.gov/,https://www.loritrahan.com/,11/3/26
Derek,,,Tran,,H,House CD 45,Member of Congress,California,CA,Democratic,H4CA45170,G34687,G53480,https://tran.house.gov/,https://www.derektranforcongress.com/,11/3/26
Thomas,H.,Tommy,Tuberville,,S,Senate Class 2,Senator,Alabama,AL,Republican,,G34448,G53908,https://tuberville.senate.gov/,http://www.tommyforsenate.com/,11/3/26
Michael,R.,Mike,Turner,,H,House CD 10,Member of Congress,Ohio,OH,Republican,H2OH03067,G571,G53670,https://turner.house.gov/,http://www.miketurner.com/,11/3/26
Sylvester,,,Turner,,H,House CD 18,Member of Congress,Texas,TX,Democratic,,G51469,,https://sylvesterturner.house.gov/,https://www.sylvesterturner.com/,11/3/26
Lauren,A.,,Underwood,,H,House CD 14,Member of Congress,Illinois,IL,Democratic,H8IL14174,G29050,G53547,https://underwood.house.gov/,http://www.underwoodforcongress.com/,11/3/26
David,G.,,Valadao,,H,House CD 22,Member of Congress,California,CA,Republican,H2CA20094,G39662,G53804,https://valadao.house.gov/,https://www.valadaoforcongress.com/,11/3/26
Jeff,,,Van Drew,,H,House CD 2,Member of Congress,New Jersey,NJ,Republican,H8NJ02166,G29984,G53621,https://vandrew.house.gov/,http://www.vandrewforcongress.com/,11/3/26
Elizabeth,Ann,Beth,Van Duyne,,H,House CD 24,Member of Congress,Texas,TX,Republican,H0TX24209,G35340,G53738,https://vanduyne.house.gov/,https://www.bethfortexas.com/,11/3/26
Christopher,,Chris,Van Hollen,Jr.,S,Senate Class 3,Senator,Maryland,MD,Democratic,,G21922,,https://vanhollen.senate.gov/,http://www.vanhollen.org/,11/7/28
Derrick,F.,,Van Orden,,H,House CD 3,Member of Congress,Wisconsin,WI,Republican,H0WI03175,G40608,G53785,https://vanorden.house.gov/,https://www.vanordenforcongress.com/,11/3/26
Juan,Carlos,,Vargas,,H,House CD 52,Member of Congress,California,CA,Democratic,H2CA50026,G12705,G53487,https://vargas.house.gov/,http://www.votevargas.com/,11/3/26
Gabriel,,Gabe,Vasquez,,H,House CD 2,Member of Congress,New Mexico,NM,Democratic,H2NM02191,G42517,G53632,https://vasquez.house.gov/,https://www.gabeforcongress.com/,11/3/26
Marc,Allison,,Veasey,,H,House CD 33,Member of Congress,Texas,TX,Democratic,H2TX33073,G13537,G53755,https://veasey.house.gov/,http://www.marcveasey.com/,11/3/26
Nydia,Margarita,,Velázquez,,H,House CD 7,Member of Congress,New York,NY,Democratic,H2NY00010,G546,G53644,https://velazquez.house.gov/,https://www.reelectnydiavelazquez.com/,11/3/26
Yevgeny,S.,Eugene,Vindman,,H,House CD 7,Member of Congress,Virginia,VA,Democratic,H4VA07234,G49325,G53767,https://vindman.house.gov/,https://www.vindmanforcongress.com/,11/3/26
Ann,L.,,Wagner,,H,House CD 2,Member of Congress,Missouri,MO,Republican,H2MO02102,G12535,G53599,https://wagner.house.gov/,https://www.annwagner.com/,11/3/26
Timothy,L.,Tim,Walberg,,H,House CD 5,Member of Congress,Michigan,MI,Republican,H4MI07103,G6749,G53588,https://walberg.house.gov/,http://www.walbergforcongress.com/,11/3/26
James,R.,,Walkinshaw,,H,House CD 11,Member of Congress,Virginia,VA,Democratic,,G2707,,https://walkinshaw.house.gov/,https://www.jameswalkinshaw.org/,11/3/26
Mark,Robert,,Warner,,S,Senate Class 2,Senator,Virginia,VA,Democratic,S6VA00093,G2108,G46956,https://warner.senate.gov/,http://www.markwarnerva.com/,11/3/26
Raphael,Gamaliel,,Warnock,,S,Senate Class 3,Senator,Georgia,GA,Democratic,,G204,,https://www.warnock.senate.gov/,https://www.warnockforgeorgia.com/,11/7/28
Elizabeth,Ann,,Warren,,S,Senate Class 1,Senator,Massachusetts,MA,Democratic,,G13042,,https://warren.senate.gov/,http://www.elizabethwarren.com/,11/5/30
Debbie,,,Wasserman Schultz,,H,House CD 25,Member of Congress,Florida,FL,Democratic,H4FL20023,G176,G53513,https://wassermanschultz.house.gov/,http://www.debbiewassermanschultz.com/,11/3/26
Maxine,,,Waters,,H,House CD 43,Member of Congress,California,CA,Democratic,H4CA23011,G90,G53383,https://waters.house.gov/,,11/3/26
Bonnie,,,Watson Coleman,,H,House CD 12,Member of Congress,New Jersey,NJ,Democratic,H4NJ12149,G19700,G53630,https://watsoncoleman.house.gov/,http://www.bonnieforcongress.com/,11/3/26
Randy,,,Weber,,H,House CD 14,Member of Congress,Texas,TX,Republican,H2TX14149,G13175,G53730,https://weber.house.gov/,http://www.randyweber.org/,11/3/26
Daniel,,Dan,Webster,,H,House CD 11,Member of Congress,Florida,FL,Republican,H0FL08208,G26893,G53389,https://webster.house.gov/,http://www.electwebster.com/,11/3/26
Peter,Francis,,Welch,,S,Senate Class 3,Senator,Vermont,VT,Democratic,,G43100,,https://welch.senate.gov/,https://www.welchforvermont.com/,11/7/28
Bruce,,,Westerman,,H,House CD 4,Member of Congress,Arkansas,AR,Republican,H4AR04048,G18179,G53438,https://westerman.house.gov/,http://www.brucewesterman.com/,11/3/26
Sheldon,,,Whitehouse,II,S,Senate Class 1,Senator,Rhode Island,RI,Democratic,,G655,,http://whitehouse.senate.gov/,http://www.whitehouseforsenate.com/,11/5/30
George,,,Whitesides,,H,House CD 27,Member of Congress,California,CA,Democratic,H4CA27111,G47362,G53467,https://whitesides.house.gov/,https://www.georgewhitesides.com/,11/3/26
Roger,F.,,Wicker,,S,Senate Class 1,Senator,Mississippi,MS,Republican,,G424,,https://wicker.senate.gov/,https://www.wickerforsenate.com/,11/5/30
Tony,,,Wied,,H,House CD 8,Member of Congress,Wisconsin,WI,Republican,H4WI08119,G24246,G53790,http://wied.house.gov/,https://www.tonywiedforcongress.com/,11/3/26
Nikema,Natassha,,Williams,,H,House CD 5,Member of Congress,Georgia,GA,Democratic,H0GA05301,G38390,G53357,https://nikemawilliams.house.gov/,https://www.nikemaforcongress.com/,11/3/26
Roger,,,Williams,,H,House CD 25,Member of Congress,Texas,TX,Republican,H2TX33040,G12787,G53739,https://williams.house.gov/,http://www.rogerforcongress.com/,11/3/26
Addison,Graves,Joe,Wilson,Sr.,H,House CD 2,Member of Congress,South Carolina,SC,Republican,H2SC02059,G664,G53704,https://joewilson.house.gov/,https://www.joemeansjobs.com/,11/3/26
Frederica,S.,,Wilson,,H,House CD 24,Member of Congress,Florida,FL,Democratic,H0FL17068,G5755,G53512,https://wilson.house.gov/,http://www.fredericawilsonforcongress.com/,11/3/26
Robert,J.,Rob,Wittman,,H,House CD 1,Member of Congress,Virginia,VA,Republican,H8VA01147,G752,G53762,https://wittman.house.gov/,http://www.robwittman.com/,11/3/26
Stephen,A.,Steve,Womack,,H,House CD 3,Member of Congress,Arkansas,AR,Republican,H0AR03055,G8841,G53264,https://womack.house.gov/,http://www.womackforcongress.com/,11/3/26
Ronald,Lee,Ron,Wyden,,S,Senate Class 3,Senator,Oregon,OR,Democratic,,G618,,https://wyden.senate.gov/,http://www.standtallforamerica.com/,11/7/28
Rudolph,C.,Rudy,Yakym,III,H,House CD 2,Member of Congress,Indiana,IN,Republican,H2IN02295,G46462,G53552,https://yakym.house.gov/,https://www.rudyforindiana.com/,11/3/26
Todd,Christopher,,Young,,S,Senate Class 3,Senator,Indiana,IN,Republican,,G21913,,https://young.senate.gov/,http://www.toddyoung.org/,11/7/28
Ryan,K.,,Zinke,,H,House CD 1,Member of Congress,Montana,MT,Republican,H4MT01041,G41195,G53607,https://zinke.house.gov/,https://www.ryanzinke.com/,11/3/26
