first_name,last_name,committee,subcommittee,cid,fec_id,bioguide_id,,,,,
Angus,King,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,K000383,,,,,
Angus,King,Committee on Veterans' Affairs,,,,K000383,,,,,
Angus,King,Select Committee on Intelligence,,,,K000383,,,,,
Kimberlyn,King-Hinds,Small Business,,,,K000404,,,,,
Kimberlyn,King-Hinds,Transportation and Infrastructure,,,,K000404,,,,,
Kimberlyn,King-Hinds,Veterans' Affairs,,,,K000404,,,,,
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",,,K000367,,,,,
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",,,K000367,,,,,
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,K000367,,,,,
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",,,K000367,,,,,
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,K000367,,,,,
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,K000367,,,,,
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,K000367,,,,,
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,K000367,,,,,
Amy,Klobuchar,Committee on Rules and Administration,,,,K000367,,,,,
Amy,Klobuchar,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",,,K000367,,,,,
Amy,Klobuchar,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,K000367,,,,,
Amy,Klobuchar,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,K000367,,,,,
Amy,Klobuchar,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,K000367,,,,,
Amy,Klobuchar,Joint Committee of Congress on the Library,,,,K000367,,,,,
Amy,Klobuchar,Joint Congressional Committee on Inaugural Ceremonies - 2024,,,,K000367,,,,,
Amy,Klobuchar,Joint Economic Committee,,,,K000367,,,,,
Brad,Knott,Homeland Security,,,,K000405,,,,,
Brad,Knott,Judiciary,,,,K000405,,,,,
Brad,Knott,Transportation and Infrastructure,,,,K000405,,,,,
Raja,Krishnamoorthi,Intelligence,,N00033240,H6IL08147,K000391,,,,,
Raja,Krishnamoorthi,Oversight and Government Reform,,N00033240,H6IL08147,K000391,,,,,
Raja,Krishnamoorthi,Select Comm on the Strategic Competition US and China,,N00033240,H6IL08147,K000391,,,,,
David,Kustoff,Ways and Means,,N00025445,H2TN07103,K000392,,,,,
Darin,LaHood,Intelligence,,N00037031,H6IL18088,L000585,,,,,
Darin,LaHood,Select Comm on the Strategic Competition US and China,,N00037031,H6IL18088,L000585,,,,,
Darin,LaHood,Ways and Means,,N00037031,H6IL18088,L000585,,,,,
Nick,LaLota,Appropriations,,N00050419,H2NY01190,L000598,,,,,
Nick,LaLota,Small Business,,N00050419,H2NY01190,L000598,,,,,
Doug,LaMalfa,Agriculture,,N00033987,H2CA02142,L000578,,,,,
Doug,LaMalfa,Natural Resources,,N00033987,H2CA02142,L000578,,,,,
Doug,LaMalfa,Transportation and Infrastructure,,N00033987,H2CA02142,L000578,,,,,
Greg,Landsman,Energy and Commerce,,N00049718,H2OH01194,L000601,,,,,
Nicholas,Langworthy,Energy and Commerce,,N00051431,H2NY23228,L000600,,,,,
Nicholas,Langworthy,Oversight and Government Reform,,N00051431,H2NY23228,L000600,,,,,
Nicholas,Langworthy,Rules,,N00051431,H2NY23228,L000600,,,,,
James,Lankford,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",N00031129,S4OK00232,L000575,,,,,
James,Lankford,Committee on Finance,Subcommittee on Health Care,N00031129,S4OK00232,L000575,,,,,
James,Lankford,Committee on Finance,Subcommittee on Taxation and IRS Oversight,N00031129,S4OK00232,L000575,,,,,
James,Lankford,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00031129,S4OK00232,L000575,,,,,
James,Lankford,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00031129,S4OK00232,L000575,,,,,
James,Lankford,Select Committee on Ethics,,N00031129,S4OK00232,L000575,,,,,
James,Lankford,Select Committee on Intelligence,,N00031129,S4OK00232,L000575,,,,,
Rick,Larsen,Transportation and Infrastructure,,N00009759,H0WA02080,L000560,,,,,
John,Larson,Ways and Means,,N00000575,H8CT01046,L000557,,,,,
George,Latimer,Foreign Affairs,,,,L000606,,,,,
George,Latimer,Small Business,,,,L000606,,,,,
Robert,Latta,Energy and Commerce,,N00012233,H8OH05036,L000566,,,,,
Michael,Lawler,Financial Services,,N00051208,H2NY17162,L000599,,,,,
Michael,Lawler,Foreign Affairs,,N00051208,H2NY17162,L000599,,,,,
Laurel,Lee,Energy and Commerce,,N00051178,H2FL15241,L000597,,,,,
Laurel,Lee,House Administration,,N00051178,H2FL15241,L000597,,,,,
Laurel,Lee,Judiciary,,N00051178,H2FL15241,L000597,,,,,
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on Energy,N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on National Parks,N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on Water and Power,N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on the Budget,,N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on the Judiciary,Subcommittee on Intellectual Property,N00031696,S0UT00165,L000577,,,,,
Mike,Lee,Committee on the Judiciary,Subcommittee on the Constitution,N00031696,S0UT00165,L000577,,,,,
Summer,Lee,Education and Workforce,,N00049757,H2PA18200,L000602,,,,,
Summer,Lee,Oversight and Government Reform,,N00049757,H2PA18200,L000602,,,,,
Susie,Lee,Appropriations,,N00037247,H6NV04020,L000590,,,,,
Susie,Lee,Natural Resources,,N00037247,H6NV04020,L000590,,,,,
Teresa,Leger Fernandez,Natural Resources,,,,L000273,,,,,
Teresa,Leger Fernandez,Rules,,,,L000273,,,,,
Julia,Letlow,Appropriations,,N00047972,H2LA05126,L000595,,,,,
Julia,Letlow,Education and Workforce,,N00047972,H2LA05126,L000595,,,,,
Mike,Levin,Appropriations,,N00040667,H8CA49058,L000593,,,,,
Sam,Liccardo,Financial Services,,,,L000607,,,,,
Ted,Lieu,Foreign Affairs,,N00035825,H4CA33119,L000582,,,,,
Ted,Lieu,Judiciary,,N00035825,H4CA33119,L000582,,,,,
Zoe,Lofgren,Judiciary,,N00007479,H4CA16049,L000397,,,,,
Zoe,Lofgren,"Science, Space, and Technology",,N00007479,H4CA16049,L000397,,,,,
Barry,Loudermilk,Financial Services,,N00035347,H4GA11061,L000583,,,,,
Barry,Loudermilk,House Administration,,N00035347,H4GA11061,L000583,,,,,
Barry,Loudermilk,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00035347,H4GA11061,L000583,,,,,
Frank,Lucas,Agriculture,,N00005559,H4OK06056,L000491,,,,,
Frank,Lucas,Financial Services,,N00005559,H4OK06056,L000491,,,,,
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,,,L000571,,,,,
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,,,L000571,,,,,
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",,,L000571,,,,,
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,L000571,,,,,
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",,,L000571,,,,,
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,L000571,,,,,
Cynthia,Lummis,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,L000571,,,,,
Cynthia,Lummis,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",,,L000571,,,,,
Cynthia,Lummis,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,L000571,,,,,
Anna,Luna,Foreign Affairs,,N00045228,H0FL13158,L000596,,,,,
Anna,Luna,Oversight and Government Reform,,N00045228,H0FL13158,L000596,,,,,
Morgan,Luttrell,Armed Services,,N00048776,H2TX08182,L000603,,,,,
Morgan,Luttrell,Homeland Security,,N00048776,H2TX08182,L000603,,,,,
Morgan,Luttrell,Veterans' Affairs,,N00048776,H2TX08182,L000603,,,,,
Stephen,Lynch,Financial Services,,N00013855,H2MA09072,L000562,,,,,
Stephen,Lynch,Oversight and Government Reform,,N00013855,H2MA09072,L000562,,,,,
Nancy,Mace,Armed Services,,N00035670,H0SC01394,M000194,,,,,
Nancy,Mace,Oversight and Government Reform,,N00035670,H0SC01394,M000194,,,,,
Nancy,Mace,Veterans' Affairs,,N00035670,H0SC01394,M000194,,,,,
Ryan,Mackenzie,Education and Workforce,,,,M001230,,,,,
Ryan,Mackenzie,Foreign Affairs,,,,M001230,,,,,
Ryan,Mackenzie,Homeland Security,,,,M001230,,,,,
Seth,Magaziner,Homeland Security,,N00050458,H2RI02184,M001223,,,,,
Seth,Magaziner,Natural Resources,,N00050458,H2RI02184,M001223,,,,,
Nicole,Malliotakis,Ways and Means,,N00044040,H0NY11078,M000317,,,,,
Celeste,Maloy,Appropriations,,,,M001228,,,,,
Celeste,Maloy,Natural Resources,,,,M001228,,,,,
Tracey,Mann,Agriculture,,N00030743,H0KS01123,M000871,,,,,
Tracey,Mann,Transportation and Infrastructure,,N00030743,H0KS01123,M000871,,,,,
John,Mannion,Agriculture,,,,M001231,,,,,
John,Mannion,Education and Workforce,,,,M001231,,,,,
Edward,Markey,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,M000133,,,,,
Edward,Markey,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,M000133,,,,,
Edward,Markey,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,M000133,,,,,
Edward,Markey,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,M000133,,,,,
Edward,Markey,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,M000133,,,,,
Edward,Markey,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,M000133,,,,,
Edward,Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,,M000133,,,,,
Edward,Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,M000133,,,,,
Edward,Markey,Committee on Small Business and Entrepreneurship,,,,M000133,,,,,
Roger,Marshall,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",,,M001198,,,,,
Roger,Marshall,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,M001198,,,,,
Roger,Marshall,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",,,M001198,,,,,
Roger,Marshall,Committee on Finance,Subcommittee on Health Care,,,M001198,,,,,
Roger,Marshall,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",,,M001198,,,,,
Roger,Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,,M001198,,,,,
Roger,Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,M001198,,,,,
Roger,Marshall,Committee on the Budget,,,,M001198,,,,,
Thomas,Massie,Judiciary,,N00034041,H2KY04121,M001184,,,,,
Thomas,Massie,Transportation and Infrastructure,,N00034041,H2KY04121,M001184,,,,,
Brian,Mast,Foreign Affairs,,N00037269,H6FL18097,M001199,,,,,
Brian,Mast,Transportation and Infrastructure,,N00037269,H6FL18097,M001199,,,,,
Doris,Matsui,Energy and Commerce,,N00027459,H6CA05195,M001163,,,,,
Lucy,McBath,Education and Workforce,,N00042813,H8GA06393,M001208,,,,,
Lucy,McBath,Judiciary,,N00042813,H8GA06393,M001208,,,,,
Sarah,McBride,Foreign Affairs,,,,M001238,,,,,
Sarah,McBride,"Science, Space, and Technology",,,,M001238,,,,,
Michael,McCaul,Foreign Affairs,,N00026460,H4TX10093,M001157,,,,,
Michael,McCaul,Homeland Security,,N00026460,H4TX10093,M001157,,,,,
Lisa,McClain,Education and Workforce,,N00045730,H0MI10287,M001136,,,,,
Lisa,McClain,Financial Services,,N00045730,H0MI10287,M001136,,,,,
April,McClain Delaney,Agriculture,,,,M001232,,,,,
April,McClain Delaney,"Science, Space, and Technology",,,,M001232,,,,,
Jennifer,McClellan,Energy and Commerce,,,,M001227,,,,,
Tom,McClintock,Budget,,N00006863,H8CA04152,M001177,,,,,
Tom,McClintock,Judiciary,,N00006863,H8CA04152,M001177,,,,,
Tom,McClintock,Natural Resources,,N00006863,H8CA04152,M001177,,,,,
Betty,McCollum,Appropriations,,N00012942,H0MN04049,M001143,,,,,
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",,,M000355,,,,,
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,M000355,,,,,
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,M000355,,,,,
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,M000355,,,,,
Mitch,McConnell,Committee on Appropriations,Subcommittee on Department of Defense,,,M000355,,,,,
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,M000355,,,,,
Mitch,McConnell,Committee on Appropriations,Subcommittee on Energy and Water Development,,,M000355,,,,,
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,M000355,,,,,
Mitch,McConnell,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,M000355,,,,,
Mitch,McConnell,Committee on Rules and Administration,,,,M000355,,,,,
Mitch,McConnell,Joint Committee of Congress on the Library,,,,M000355,,,,,
Mitch,McConnell,Joint Committee on Printing,,,,M000355,,,,,
David,McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,,,M001243,,,,,
David,McCormick,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",,,M001243,,,,,
David,McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,,,M001243,,,,,
David,McCormick,Committee on Energy and Natural Resources,Subcommittee on Energy,,,M001243,,,,,
David,McCormick,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,M001243,,,,,
David,McCormick,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,M001243,,,,,
David,McCormick,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,M001243,,,,,
David,McCormick,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,M001243,,,,,
David,McCormick,Joint Economic Committee,,,,M001243,,,,,
David,McCormick,Special Committee on Aging,,,,M001243,,,,,
Richard,McCormick,Armed Services,,N00044520,H0GA07273,M001218,,,,,
Richard,McCormick,Foreign Affairs,,N00044520,H0GA07273,M001218,,,,,
Richard,McCormick,"Science, Space, and Technology",,N00044520,H0GA07273,M001218,,,,,
Kristen,McDonald Rivet,Agriculture,,,,M001237,,,,,
Kristen,McDonald Rivet,Transportation and Infrastructure,,,,M001237,,,,,
Addison,McDowell,Budget,,,,M001240,,,,,
Addison,McDowell,Natural Resources,,,,M001240,,,,,
Addison,McDowell,Transportation and Infrastructure,,,,M001240,,,,,
Morgan,McGarvey,Budget,,N00049295,H2KY03206,M001220,,,,,
Morgan,McGarvey,Small Business,,N00049295,H2KY03206,M001220,,,,,
Morgan,McGarvey,Veterans' Affairs,,N00049295,H2KY03206,M001220,,,,,
James,McGovern,Agriculture,,N00000179,H4MA03022,M000312,,,,,
James,McGovern,Rules,,N00000179,H4MA03022,M000312,,,,,
John,McGuire,Armed Services,,N00045930,H2VA07196,M001239,,,,,
John,McGuire,Oversight and Government Reform,,N00045930,H2VA07196,M001239,,,,,
LaMonica,McIver,Homeland Security,,,,M001229,,,,,
LaMonica,McIver,Small Business,,,,M001229,,,,,
Gregory,Meeks,Financial Services,,N00001171,H8NY06048,M001137,,,,,
Gregory,Meeks,Foreign Affairs,,N00001171,H8NY06048,M001137,,,,,
Robert,Menendez,Energy and Commerce,,N00049686,H2NJ08232,M001226,,,,,
Grace,Meng,Appropriations,,N00034547,H2NY06116,M001188,,,,,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,M001176,,,,,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,M001176,,,,,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,M001176,,,,,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,M001176,,,,,
Jeff,Merkley,Committee on Appropriations,Subcommittee on Energy and Water Development,,,M001176,,,,,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,M001176,,,,,
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,M001176,,,,,
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,M001176,,,,,
Jeff,Merkley,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,M001176,,,,,
Jeff,Merkley,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,M001176,,,,,
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,M001176,,,,,
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,M001176,,,,,
Jeff,Merkley,Committee on Rules and Administration,,,,M001176,,,,,
Jeff,Merkley,Committee on the Budget,,,,M001176,,,,,
Jeff,Merkley,Joint Committee on Printing,,,,M001176,,,,,
Mark,Messmer,Agriculture,,,,M001233,,,,,
Mark,Messmer,Armed Services,,,,M001233,,,,,
Mark,Messmer,Education and Workforce,,,,M001233,,,,,
Daniel,Meuser,Financial Services,,,,M001204,,,,,
Daniel,Meuser,Small Business,,,,M001204,,,,,
Kweisi,Mfume,Foreign Affairs,,N00001799,H6MD07020,M000687,,,,,
Kweisi,Mfume,Oversight and Government Reform,,N00001799,H6MD07020,M000687,,,,,
Carol,Miller,Ways and Means,,N00041542,H8WV03097,M001205,,,,,
Mary,Miller,Agriculture,,N00045703,H0IL15129,M001211,,,,,
Mary,Miller,Education and Workforce,,N00045703,H0IL15129,M001211,,,,,
Mary,Miller,House Administration,,N00045703,H0IL15129,M001211,,,,,
Max,Miller,"Science, Space, and Technology",,N00048277,H2OH16051,M001222,,,,,
Max,Miller,Ways and Means,,N00048277,H2OH16051,M001222,,,,,
Mariannette,Miller-Meeks,Energy and Commerce,,N00029495,H8IA02043,M001215,,,,,
Mariannette,Miller-Meeks,Veterans' Affairs,,N00029495,H8IA02043,M001215,,,,,
Cory,Mills,Armed Services,,N00048179,H2FL07156,M001216,,,,,
Cory,Mills,Foreign Affairs,,N00048179,H2FL07156,M001216,,,,,
Dave,Min,Natural Resources,,,,M001241,,,,,
Dave,Min,Oversight and Government Reform,,,,M001241,,,,,
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,,M001244,,,,,
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,M001244,,,,,
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",,,M001244,,,,,
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",,,M001244,,,,,
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",,,M001244,,,,,
Ashley,Moody,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,M001244,,,,,
Ashley,Moody,Committee on the Judiciary,Subcommittee on Intellectual Property,,,M001244,,,,,
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,M001244,,,,,
Ashley,Moody,Joint Economic Committee,,,,M001244,,,,,
Ashley,Moody,Special Committee on Aging,,,,M001244,,,,,
John,Moolenaar,Appropriations,,N00036275,H4MI04126,M001194,,,,,
John,Moolenaar,Select Comm on the Strategic Competition US and China,,N00036275,H4MI04126,M001194,,,,,
Barry,Moore,Agriculture,,N00041295,H8AL02171,M001212,,,,,
Barry,Moore,Judiciary,,N00041295,H8AL02171,M001212,,,,,
Blake,Moore,Budget,,N00046598,H0UT01205,M001213,,,,,
Blake,Moore,Ways and Means,,N00046598,H0UT01205,M001213,,,,,
Gwen,Moore,Ways and Means,,N00026914,H4WI04183,M001160,,,,,
Riley,Moore,Appropriations,,,,M001235,,,,,
Tim,Moore,Budget,,,,M001236,,,,,
Tim,Moore,Financial Services,,,,M001236,,,,,
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Appropriations,Subcommittee on Department of Defense,N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Indian Affairs,,N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Committee on Veterans' Affairs,,N00005282,S0KS00091,M000934,,,,,
Jerry,Moran,Select Committee on Intelligence,,N00005282,S0KS00091,M000934,,,,,
Nathaniel,Moran,Ethics,,N00049775,H2TX01112,M001224,,,,,
Nathaniel,Moran,Select Comm on the Strategic Competition US and China,,N00049775,H2TX01112,M001224,,,,,
Nathaniel,Moran,Ways and Means,,N00049775,H2TX01112,M001224,,,,,
Joseph,Morelle,Appropriations,,N00043207,H8NY25105,M001206,,,,,
Joseph,Morelle,House Administration,,N00043207,H8NY25105,M001206,,,,,
Joseph,Morelle,Joint Committee of Congress on the Library,,N00043207,H8NY25105,M001206,,,,,
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,Committee on the Budget,,N00048437,S2OH00386,M001242,,,,,
Bernie,Moreno,United States Senate Caucus on International Narcotics Control,,N00048437,S2OH00386,M001242,,,,,
Kelly,Morrison,Small Business,,,,M001234,,,,,
Kelly,Morrison,Veterans' Affairs,,,,M001234,,,,,
Jared,Moskowitz,Foreign Affairs,,N00050596,H2FL22171,M001217,,,,,
Jared,Moskowitz,Judiciary,,N00050596,H2FL22171,M001217,,,,,
Jared,Moskowitz,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00050596,H2FL22171,M001217,,,,,
Seth,Moulton,Armed Services,,N00035431,H4MA06090,M001196,,,,,
Seth,Moulton,Select Comm on the Strategic Competition US and China,,N00035431,H4MA06090,M001196,,,,,
Seth,Moulton,Transportation and Infrastructure,,N00035431,H4MA06090,M001196,,,,,
James,Moylan,Armed Services,,N00050604,H2GU01031,M001219,,,,,
James,Moylan,Education and Workforce,,N00050604,H2GU01031,M001219,,,,,
James,Moylan,Foreign Affairs,,N00050604,H2GU01031,M001219,,,,,
Frank,Mrvan,Appropriations,,N00045905,H0IN01150,M001214,,,,,
