bioguide_id,first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL,name_slug
M001235,Riley,M.,,Moore,,Representative,house,West Virginia,WV,2,Republican,House: 2025-Present,https://www.congress.gov/member/riley-moore/M001235,riley-moore
M001236,Tim,,,Moore,,Representative,house,North Carolina,NC,14,Republican,House: 2025-Present,https://www.congress.gov/member/tim-moore/M001236,tim-moore
M000934,Jerry,,,Moran,,Senator,senate,Kansas,KS,,Republican,Senate: 2011-Present | House: 1997-2011,https://www.congress.gov/member/jerry-moran/M000934,jerry-moran
M001224,Nathaniel,,,Moran,,Representative,house,Texas,TX,1,Republican,House: 2023-Present,https://www.congress.gov/member/nathaniel-moran/M001224,nathaniel-moran
M001206,Joseph,D.,,Morelle,,Representative,house,New York,NY,25,Democratic,House: 2018-Present,https://www.congress.gov/member/joseph-morelle/M001206,joseph-morelle
M001242,Bernie,,,Moreno,,Senator,senate,Ohio,OH,,Republican,Senate: 2025-Present,https://www.congress.gov/member/bernie-moreno/M001242,bernie-moreno
M001234,Kelly,,,Morrison,,Representative,house,Minnesota,MN,3,Democratic,House: 2025-Present,https://www.congress.gov/member/kelly-morrison/M001234,kelly-morrison
M001217,Jared,,,Moskowitz,,Representative,house,Florida,FL,23,Democratic,House: 2023-Present,https://www.congress.gov/member/jared-moskowitz/M001217,jared-moskowitz
M001196,Seth,,,Moulton,,Representative,house,Massachusetts,MA,6,Democratic,House: 2015-Present,https://www.congress.gov/member/seth-moulton/M001196,seth-moulton
M001219,James,C.,,Moylan,,Delegate,house,Guam,GU,At Large,Republican,House: 2023-Present,https://www.congress.gov/member/james-moylan/M001219,james-moylan
M001214,Frank,J.,,Mrvan,,Representative,house,Indiana,IN,1,Democratic,House: 2021-Present,https://www.congress.gov/member/frank-mrvan/M001214,frank-mrvan
M001225,Kevin,,,Mullin,,Representative,house,California,CA,15,Democratic,House: 2023-Present,https://www.congress.gov/member/kevin-mullin/M001225,kevin-mullin
M001190,Markwayne,,,Mullin,,Senator,senate,Oklahoma,OK,,Republican,Senate: 2023-Present | House: 2013-2023,https://www.congress.gov/member/markwayne-mullin/M001190,markwayne-mullin
M001153,Lisa,,,Murkowski,,Senator,senate,Alaska,AK,,Republican,Senate: 2002-Present,https://www.congress.gov/member/lisa-murkowski/M001153,lisa-murkowski
M001169,Christopher,,,Murphy,,Senator,senate,Connecticut,CT,,Democratic,Senate: 2013-Present | House: 2007-2013,https://www.congress.gov/member/christopher-murphy/M001169,christopher-murphy
M001210,Gregory,F.,,Murphy,,Representative,house,North Carolina,NC,3,Republican,House: 2019-Present,https://www.congress.gov/member/gregory-murphy/M001210,gregory-murphy
M001111,Patty,,,Murray,,Senator,senate,Washington,WA,,Democratic,Senate: 1993-Present,https://www.congress.gov/member/patty-murray/M001111,patty-murray
N000002,Jerrold,,,Nadler,,Representative,house,New York,NY,12,Democratic,House: 1991-Present,https://www.congress.gov/member/jerrold-nadler/N000002,jerrold-nadler
N000015,Richard,E.,,Neal,,Representative,house,Massachusetts,MA,1,Democratic,House: 1989-Present,https://www.congress.gov/member/richard-neal/N000015,richard-neal
N000191,Joe,,,Neguse,,Representative,house,Colorado,CO,2,Democratic,House: 2019-Present,https://www.congress.gov/member/joe-neguse/N000191,joe-neguse
N000026,Troy,E.,,Nehls,,Representative,house,Texas,TX,22,Republican,House: 2021-Present,https://www.congress.gov/member/troy-nehls/N000026,troy-nehls
N000189,Dan,,,Newhouse,,Representative,house,Washington,WA,4,Republican,House: 2015-Present,https://www.congress.gov/member/dan-newhouse/N000189,dan-newhouse
N000188,Donald,,,Norcross,,Representative,house,New Jersey,NJ,1,Democratic,House: 2014-Present,https://www.congress.gov/member/donald-norcross/N000188,donald-norcross
N000190,Ralph,,,Norman,,Representative,house,South Carolina,SC,5,Republican,House: 2017-Present,https://www.congress.gov/member/ralph-norman/N000190,ralph-norman
N000147,Eleanor,Holmes,,Norton,,Delegate,house,District of Columbia,DC,At Large,Democratic,House: 1991-Present,https://www.congress.gov/member/eleanor-norton/N000147,eleanor-norton
N000193,Zachary,,,Nunn,,Representative,house,Iowa,IA,3,Republican,House: 2023-Present,https://www.congress.gov/member/zachary-nunn/N000193,zachary-nunn
O000019,Jay,,,Obernolte,,Representative,house,California,CA,23,Republican,House: 2021-Present,https://www.congress.gov/member/jay-obernolte/O000019,jay-obernolte
O000172,Alexandria,,,Ocasio-Cortez,,Representative,house,New York,NY,14,Democratic,House: 2019-Present,https://www.congress.gov/member/alexandria-ocasio-cortez/O000172,alexandria-ocasio-cortez
O000175,Andrew,,,Ogles,,Representative,house,Tennessee,TN,5,Republican,House: 2023-Present,https://www.congress.gov/member/andrew-ogles/O000175,andrew-ogles
O000176,Johnny,,,Olszewski,,Representative,house,Maryland,MD,2,Democratic,House: 2025-Present,https://www.congress.gov/member/johnny-olszewski/O000176,johnny-olszewski
O000173,Ilhan,,,Omar,,Representative,house,Minnesota,MN,5,Democratic,House: 2019-Present,https://www.congress.gov/member/ilhan-omar/O000173,ilhan-omar
O000177,Robert,F.,,Onder,,Representative,house,Missouri,MO,3,Republican,House: 2025-Present,https://www.congress.gov/member/robert-onder/O000177,robert-onder
O000174,Jon,,,Ossoff,,Senator,senate,Georgia,GA,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/jon-ossoff/O000174,jon-ossoff
O000086,Burgess,,,Owens,,Representative,house,Utah,UT,4,Republican,House: 2021-Present,https://www.congress.gov/member/burgess-owens/O000086,burgess-owens
P000145,Alex,,,Padilla,,Senator,senate,California,CA,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/alex-padilla/P000145,alex-padilla
P000034,Frank,,,Pallone,,Representative,house,New Jersey,NJ,6,Democratic,House: 1987-Present,https://www.congress.gov/member/frank-pallone/P000034,frank-pallone
P000609,Gary,J.,,Palmer,,Representative,house,Alabama,AL,6,Republican,House: 2015-Present,https://www.congress.gov/member/gary-palmer/P000609,gary-palmer
P000613,Jimmy,,,Panetta,,Representative,house,California,CA,19,Democratic,House: 2017-Present,https://www.congress.gov/member/jimmy-panetta/P000613,jimmy-panetta
P000614,Chris,,,Pappas,,Representative,house,New Hampshire,NH,1,Democratic,House: 2019-Present,https://www.congress.gov/member/chris-pappas/P000614,chris-pappas
P000622,Jimmy,,,Patronis,,Representative,house,Florida,FL,1,Republican,House: 2025-Present,https://www.congress.gov/member/jimmy-patronis/P000622,jimmy-patronis
P000603,Rand,,,Paul,,Senator,senate,Kentucky,KY,,Republican,Senate: 2011-Present,https://www.congress.gov/member/rand-paul/P000603,rand-paul
P000197,Nancy,,,Pelosi,,Representative,house,California,CA,11,Democratic,House: 1987-Present,https://www.congress.gov/member/nancy-pelosi/P000197,nancy-pelosi
G000600,Marie,Gluesenkamp,,Perez,,Representative,house,Washington,WA,3,Democratic,House: 2023-Present,https://www.congress.gov/member/marie-perez/G000600,marie-perez
P000605,Scott,,,Perry,,Representative,house,Pennsylvania,PA,10,Republican,House: 2013-Present,https://www.congress.gov/member/scott-perry/P000605,scott-perry
P000595,Gary,C.,,Peters,,Senator,senate,Michigan,MI,,Democratic,Senate: 2015-Present | House: 2009-2015,https://www.congress.gov/member/gary-peters/P000595,gary-peters
P000608,Scott,H.,,Peters,,Representative,house,California,CA,50,Democratic,House: 2013-Present,https://www.congress.gov/member/scott-peters/P000608,scott-peters
P000620,Brittany,,,Pettersen,,Representative,house,Colorado,CO,7,Democratic,House: 2023-Present,https://www.congress.gov/member/brittany-pettersen/P000620,brittany-pettersen
P000048,August,,,Pfluger,,Representative,house,Texas,TX,11,Republican,House: 2021-Present,https://www.congress.gov/member/august-pfluger/P000048,august-pfluger
P000597,Chellie,,,Pingree,,Representative,house,Maine,ME,1,Democratic,House: 2009-Present,https://www.congress.gov/member/chellie-pingree/P000597,chellie-pingree
P000610,Stacey,E.,,Plaskett,,Delegate,house,Virgin Islands,VI,At Large,Democratic,House: 2015-Present,https://www.congress.gov/member/stacey-plaskett/P000610,stacey-plaskett
P000607,Mark,,,Pocan,,Representative,house,Wisconsin,WI,2,Democratic,House: 2013-Present,https://www.congress.gov/member/mark-pocan/P000607,mark-pocan
P000621,Nellie,,,Pou,,Representative,house,New Jersey,NJ,9,Democratic,House: 2025-Present,https://www.congress.gov/member/nellie-pou/P000621,nellie-pou
P000617,Ayanna,,,Pressley,,Representative,house,Massachusetts,MA,7,Democratic,House: 2019-Present,https://www.congress.gov/member/ayanna-pressley/P000617,ayanna-pressley
Q000023,Mike,,,Quigley,,Representative,house,Illinois,IL,5,Democratic,House: 2009-Present,https://www.congress.gov/member/mike-quigley/Q000023,mike-quigley
R000600,Aumua,Amata,,Coleman Radewagen,,Delegate,house,American Samoa,AS,At Large,Republican,House: 2015-Present,https://www.congress.gov/member/aumua-amata-radewagen/R000600,aumua-amata-radewagen
R000617,Delia,C.,,Ramirez,,Representative,house,Illinois,IL,3,Democratic,House: 2023-Present,https://www.congress.gov/member/delia-ramirez/R000617,delia-ramirez
R000621,Emily,,,Randall,,Representative,house,Washington,WA,6,Democratic,House: 2025-Present,https://www.congress.gov/member/emily-randall/R000621,emily-randall
R000606,Jamie,,,Raskin,,Representative,house,Maryland,MD,8,Democratic,House: 2017-Present,https://www.congress.gov/member/jamie-raskin/R000606,jamie-raskin
R000122,Jack,,,Reed,,Senator,senate,Rhode Island,RI,,Democratic,Senate: 1997-Present | House: 1991-1997,https://www.congress.gov/member/john-reed/R000122,john-reed
R000610,Guy,,,Reschenthaler,,Representative,house,Pennsylvania,PA,14,Republican,House: 2019-Present,https://www.congress.gov/member/guy-reschenthaler/R000610,guy-reschenthaler
R000618,Pete,,,Ricketts,,Senator,senate,Nebraska,NE,,Republican,Senate: 2023-Present,https://www.congress.gov/member/pete-ricketts/R000618,pete-ricketts
R000622,Josh,,,Riley,,Representative,house,New York,NY,19,Democratic,House: 2025-Present,https://www.congress.gov/member/josh-riley/R000622,josh-riley
R000584,James,E.,,Risch,,Senator,senate,Idaho,ID,,Republican,Senate: 2009-Present,https://www.congress.gov/member/james-risch/R000584,james-risch
R000620,Luz,M.,,Rivas,,Representative,house,California,CA,29,Democratic,House: 2025-Present,https://www.congress.gov/member/luz-rivas/R000620,luz-rivas
R000395,Harold,,,Rogers,,Representative,house,Kentucky,KY,5,Republican,House: 1981-Present,https://www.congress.gov/member/harold-rogers/R000395,harold-rogers
R000575,Mike,D.,,Rogers,,Representative,house,Alabama,AL,3,Republican,House: 2003-Present,https://www.congress.gov/member/mike-rogers/R000575,mike-rogers
R000612,John,W.,,Rose,,Representative,house,Tennessee,TN,6,Republican,House: 2019-Present,https://www.congress.gov/member/john-rose/R000612,john-rose
R000608,Jacky,,,Rosen,,Senator,senate,Nevada,NV,,Democratic,Senate: 2019-Present | House: 2017-2019,https://www.congress.gov/member/jacky-rosen/R000608,jacky-rosen
R000305,Deborah,K.,,Ross,,Representative,house,North Carolina,NC,2,Democratic,House: 2021-Present,https://www.congress.gov/member/deborah-ross/R000305,deborah-ross
R000605,Mike,,,Rounds,,Senator,senate,South Dakota,SD,,Republican,Senate: 2015-Present,https://www.congress.gov/member/mike-rounds/R000605,mike-rounds
R000603,David,,,Rouzer,,Representative,house,North Carolina,NC,7,Republican,House: 2015-Present,https://www.congress.gov/member/david-rouzer/R000603,david-rouzer
R000614,Chip,,,Roy,,Representative,house,Texas,TX,21,Republican,House: 2019-Present,https://www.congress.gov/member/chip-roy/R000614,chip-roy
R000595,Marco,,,Rubio,,Senator,senate,Florida,FL,,Republican,Senate: 2011-2025,https://www.congress.gov/member/marco-rubio/R000595,marco-rubio
R000599,Raul,,,Ruiz,,Representative,house,California,CA,25,Democratic,House: 2013-Present,https://www.congress.gov/member/raul-ruiz/R000599,raul-ruiz
R000619,Michael,A.,,Rulli,,Representative,house,Ohio,OH,6,Republican,House: 2024-Present,https://www.congress.gov/member/michael-rulli/R000619,michael-rulli
R000609,John,H.,,Rutherford,,Representative,house,Florida,FL,5,Republican,House: 2017-Present,https://www.congress.gov/member/john-rutherford/R000609,john-rutherford
R000579,Patrick,,,Ryan,,Representative,house,New York,NY,18,Democratic,House: 2022-Present,https://www.congress.gov/member/patrick-ryan/R000579,patrick-ryan
S000168,Maria,Elvira,,Salazar,,Representative,house,Florida,FL,27,Republican,House: 2021-Present,https://www.congress.gov/member/maria-salazar/S000168,maria-salazar
S001226,Andrea,,,Salinas,,Representative,house,Oregon,OR,6,Democratic,House: 2023-Present,https://www.congress.gov/member/andrea-salinas/S001226,andrea-salinas
S001156,Linda,T.,,S�nchez,,Representative,house,California,CA,38,Democratic,House: 2003-Present,https://www.congress.gov/member/linda-sanchez/S001156,linda-sanchez
S000033,Bernard,,,Sanders,,Senator,senate,Vermont,VT,,Independent,Senate: 2007-Present | House: 1991-2007,https://www.congress.gov/member/bernie-sanders/S000033,bernie-sanders
S001176,Steve,,,Scalise,,Representative,house,Louisiana,LA,1,Republican,House: 2008-Present,https://www.congress.gov/member/steve-scalise/S001176,steve-scalise
S001205,Mary,Gay,,Scanlon,,Representative,house,Pennsylvania,PA,5,Democratic,House: 2018-Present,https://www.congress.gov/member/mary-gay-scanlon/S001205,mary-gay-scanlon
S001145,Janice,D.,,Schakowsky,,Representative,house,Illinois,IL,9,Democratic,House: 1999-Present,https://www.congress.gov/member/janice-schakowsky/S001145,janice-schakowsky
S001194,Brian,,,Schatz,,Senator,senate,Hawaii,HI,,Democratic,Senate: 2012-Present,https://www.congress.gov/member/brian-schatz/S001194,brian-schatz
S001150,Adam,B.,,Schiff,,Senator,senate,California,CA,,Democratic,Senate: 2024-Present | House: 2001-2024,https://www.congress.gov/member/adam-schiff/S001150,adam-schiff
S001228,Derek,,,Schmidt,,Representative,house,Kansas,KS,2,Republican,House: 2025-Present,https://www.congress.gov/member/derek-schmidt/S001228,derek-schmidt
S001227,Eric,,,Schmitt,,Senator,senate,Missouri,MO,,Republican,Senate: 2023-Present,https://www.congress.gov/member/eric-schmitt/S001227,eric-schmitt
S001190,Bradley,Scott,,Schneider,,Representative,house,Illinois,IL,10,Democratic,"House: 2013-2015, 2017-Present",https://www.congress.gov/member/bradley-schneider/S001190,bradley-schneider
S001221,Hillary,J.,,Scholten,,Representative,house,Michigan,MI,3,Democratic,House: 2023-Present,https://www.congress.gov/member/hillary-scholten/S001221,hillary-scholten
S001216,Kim,,,Schrier,,Representative,house,Washington,WA,8,Democratic,House: 2019-Present,https://www.congress.gov/member/kim-schrier/S001216,kim-schrier
S000148,Charles,E.,,Schumer,,Senator,senate,New York,NY,,Democratic,Senate: 1999-Present | House: 1981-1999,https://www.congress.gov/member/charles-schumer/S000148,charles-schumer
S001183,David,,,Schweikert,,Representative,house,Arizona,AZ,1,Republican,House: 2011-Present,https://www.congress.gov/member/david-schweikert/S001183,david-schweikert
S001189,Austin,,,Scott,,Representative,house,Georgia,GA,8,Republican,House: 2011-Present,https://www.congress.gov/member/austin-scott/S001189,austin-scott
S001157,David,,,Scott,,Representative,house,Georgia,GA,13,Democratic,House: 2003-Present,https://www.congress.gov/member/david-scott/S001157,david-scott
S001217,Rick,,,Scott,,Senator,senate,Florida,FL,,Republican,Senate: 2019-Present,https://www.congress.gov/member/rick-scott/S001217,rick-scott
S000185,Robert,C.,Bobby,Scott,,Representative,house,Virginia,VA,3,Democratic,House: 1993-Present,https://www.congress.gov/member/robert-scott/S000185,robert-scott
S001184,Tim,,,Scott,,Senator,senate,South Carolina,SC,,Republican,Senate: 2013-Present | House: 2011-2013,https://www.congress.gov/member/tim-scott/S001184,tim-scott
S001224,Keith,,,Self,,Representative,house,Texas,TX,3,Republican,House: 2023-Present,https://www.congress.gov/member/keith-self/S001224,keith-self
S000250,Pete,,,Sessions,,Representative,house,Texas,TX,17,Republican,"House: 1997-2019, 2021-Present",https://www.congress.gov/member/pete-sessions/S000250,pete-sessions
S001185,Terri,A.,,Sewell,,Representative,house,Alabama,AL,7,Democratic,House: 2011-Present,https://www.congress.gov/member/terri-sewell/S001185,terri-sewell
S001181,Jeanne,,,Shaheen,,Senator,senate,New Hampshire,NH,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/jeanne-shaheen/S001181,jeanne-shaheen
S001232,Tim,,,Sheehy,,Senator,senate,Montana,MT,,Republican,Senate: 2025-Present,https://www.congress.gov/member/tim-sheehy/S001232,tim-sheehy
S000344,Brad,,,Sherman,,Representative,house,California,CA,32,Democratic,House: 1997-Present,https://www.congress.gov/member/brad-sherman/S000344,brad-sherman
S001207,Mikie,,,Sherrill,,Representative,house,New Jersey,NJ,11,Democratic,House: 2019-Present,https://www.congress.gov/member/mikie-sherrill/S001207,mikie-sherrill
S001229,Jefferson,,,Shreve,,Representative,house,Indiana,IN,6,Republican,House: 2025-Present,https://www.congress.gov/member/jefferson-shreve/S001229,jefferson-shreve
S001231,Lateefah,,,Simon,,Representative,house,California,CA,12,Democratic,House: 2025-Present,https://www.congress.gov/member/lateefah-simon/S001231,lateefah-simon
S001148,Michael,K.,,Simpson,,Representative,house,Idaho,ID,2,Republican,House: 1999-Present,https://www.congress.gov/member/michael-simpson/S001148,michael-simpson
S001208,Elissa,,,Slotkin,,Senator,senate,Michigan,MI,,Democratic,Senate: 2025-Present | House: 2019-2025,https://www.congress.gov/member/elissa-slotkin/S001208,elissa-slotkin
S000510,Adam,,,Smith,,Representative,house,Washington,WA,9,Democratic,House: 1997-Present,https://www.congress.gov/member/adam-smith/S000510,adam-smith
S001172,Adrian,,,Smith,,Representative,house,Nebraska,NE,3,Republican,House: 2007-Present,https://www.congress.gov/member/adrian-smith/S001172,adrian-smith
S000522,Christopher,H.,,Smith,,Representative,house,New Jersey,NJ,4,Republican,House: 1981-Present,https://www.congress.gov/member/christopher-smith/S000522,christopher-smith
S001195,Jason,,,Smith,,Representative,house,Missouri,MO,8,Republican,House: 2013-Present,https://www.congress.gov/member/jason-smith/S001195,jason-smith
S001203,Tina,,,Smith,,Senator,senate,Minnesota,MN,,Democratic,Senate: 2018-Present,https://www.congress.gov/member/tina-smith/S001203,tina-smith
S001199,Lloyd,,,Smucker,,Representative,house,Pennsylvania,PA,11,Republican,House: 2017-Present,https://www.congress.gov/member/lloyd-smucker/S001199,lloyd-smucker
S001225,Eric,,,Sorensen,,Representative,house,Illinois,IL,17,Democratic,House: 2023-Present,https://www.congress.gov/member/eric-sorensen/S001225,eric-sorensen
S001200,Darren,,,Soto,,Representative,house,Florida,FL,9,Democratic,House: 2017-Present,https://www.congress.gov/member/darren-soto/S001200,darren-soto
S000929,Victoria,,,Spartz,,Representative,house,Indiana,IN,5,Republican,House: 2021-Present,https://www.congress.gov/member/victoria-spartz/S000929,victoria-spartz
S001218,Melanie,A.,,Stansbury,,Representative,house,New Mexico,NM,1,Democratic,House: 2021-Present,https://www.congress.gov/member/melanie-stansbury/S001218,melanie-stansbury
S001211,Greg,,,Stanton,,Representative,house,Arizona,AZ,4,Democratic,House: 2019-Present,https://www.congress.gov/member/greg-stanton/S001211,greg-stanton
S001212,Pete,,,Stauber,,Representative,house,Minnesota,MN,8,Republican,House: 2019-Present,https://www.congress.gov/member/pete-stauber/S001212,pete-stauber
S001196,Elise,M.,,Stefanik,,Representative,house,New York,NY,21,Republican,House: 2015-Present,https://www.congress.gov/member/elise-stefanik/S001196,elise-stefanik
S001213,Bryan,,,Steil,,Representative,house,Wisconsin,WI,1,Republican,House: 2019-Present,https://www.congress.gov/member/bryan-steil/S001213,bryan-steil
S001214,W.,Gregory,,Steube,,Representative,house,Florida,FL,17,Republican,House: 2019-Present,https://www.congress.gov/member/w-steube/S001214,w-steube
S001215,Haley,M.,,Stevens,,Representative,house,Michigan,MI,11,Democratic,House: 2019-Present,https://www.congress.gov/member/haley-stevens/S001215,haley-stevens
S001159,Marilyn,,,Strickland,,Representative,house,Washington,WA,10,Democratic,House: 2021-Present,https://www.congress.gov/member/marilyn-strickland/S001159,marilyn-strickland
S001220,Dale,W.,,Strong,,Representative,house,Alabama,AL,5,Republican,House: 2023-Present,https://www.congress.gov/member/dale-strong/S001220,dale-strong
S001188,Marlin,A.,,Stutzman,,Representative,house,Indiana,IN,3,Republican,"House: 2010-2017, 2025-Present",https://www.congress.gov/member/marlin-stutzman/S001188,marlin-stutzman
S001230,Suhas,,,Subramanyam,,Representative,house,Virginia,VA,10,Democratic,House: 2025-Present,https://www.congress.gov/member/suhas-subramanyam/S001230,suhas-subramanyam
S001198,Dan,,,Sullivan,,Senator,senate,Alaska,AK,,Republican,Senate: 2015-Present,https://www.congress.gov/member/dan-sullivan/S001198,dan-sullivan
S001201,Thomas,R.,,Suozzi,,Representative,house,New York,NY,3,Democratic,House: 2017-Present,https://www.congress.gov/member/thomas-suozzi/S001201,thomas-suozzi
S001193,Eric,,,Swalwell,,Representative,house,California,CA,14,Democratic,House: 2013-Present,https://www.congress.gov/member/eric-swalwell/S001193,eric-swalwell
S001223,Emilia,Strong,,Sykes,,Representative,house,Ohio,OH,13,Democratic,House: 2023-Present,https://www.congress.gov/member/emilia-sykes/S001223,emilia-sykes
T000472,Mark,,,Takano,,Representative,house,California,CA,39,Democratic,House: 2013-Present,https://www.congress.gov/member/mark-takano/T000472,mark-takano
T000490,David,J.,,Taylor,,Representative,house,Ohio,OH,2,Republican,House: 2025-Present,https://www.congress.gov/member/david-taylor/T000490,david-taylor
T000478,Claudia,,,Tenney,,Representative,house,New York,NY,24,Republican,"House: 2017-2019, 2021-Present",https://www.congress.gov/member/claudia-tenney/T000478,claudia-tenney
T000488,Shri,,,Thanedar,,Representative,house,Michigan,MI,13,Democratic,House: 2023-Present,https://www.congress.gov/member/shri-thanedar/T000488,shri-thanedar
T000193,Bennie,G.,,Thompson,,Representative,house,Mississippi,MS,2,Democratic,House: 1993-Present,https://www.congress.gov/member/bennie-thompson/T000193,bennie-thompson
T000467,Glenn,,,Thompson,,Representative,house,Pennsylvania,PA,15,Republican,House: 2009-Present,https://www.congress.gov/member/glenn-thompson/T000467,glenn-thompson
T000460,Mike,,,Thompson,,Representative,house,California,CA,4,Democratic,House: 1999-Present,https://www.congress.gov/member/mike-thompson/T000460,mike-thompson
T000250,John,,,Thune,,Senator,senate,South Dakota,SD,,Republican,Senate: 2005-Present | House: 1997-2003,https://www.congress.gov/member/john-thune/T000250,john-thune
T000165,Thomas,P.,,Tiffany,,Representative,house,Wisconsin,WI,7,Republican,House: 2020-Present,https://www.congress.gov/member/thomas-tiffany/T000165,thomas-tiffany
T000476,Thomas,,,Tillis,,Senator,senate,North Carolina,NC,,Republican,Senate: 2015-Present,https://www.congress.gov/member/thomas-tillis/T000476,thomas-tillis
T000480,William,R.,,Timmons,,Representative,house,South Carolina,SC,4,Republican,House: 2019-Present,https://www.congress.gov/member/william-timmons/T000480,william-timmons
T000468,Dina,,,Titus,,Representative,house,Nevada,NV,1,Democratic,"House: 2009-2011, 2013-Present",https://www.congress.gov/member/dina-titus/T000468,dina-titus
T000481,Rashida,,,Tlaib,,Representative,house,Michigan,MI,12,Democratic,House: 2019-Present,https://www.congress.gov/member/rashida-tlaib/T000481,rashida-tlaib
T000487,Jill,N.,,Tokuda,,Representative,house,Hawaii,HI,2,Democratic,House: 2023-Present,https://www.congress.gov/member/jill-tokuda/T000487,jill-tokuda
T000469,Paul,,,Tonko,,Representative,house,New York,NY,20,Democratic,House: 2009-Present,https://www.congress.gov/member/paul-tonko/T000469,paul-tonko
T000474,Norma,J.,,Torres,,Representative,house,California,CA,35,Democratic,House: 2015-Present,https://www.congress.gov/member/norma-torres/T000474,norma-torres
T000486,Ritchie,,,Torres,,Representative,house,New York,NY,15,Democratic,House: 2021-Present,https://www.congress.gov/member/ritchie-torres/T000486,ritchie-torres
T000482,Lori,,,Trahan,,Representative,house,Massachusetts,MA,3,Democratic,House: 2019-Present,https://www.congress.gov/member/lori-trahan/T000482,lori-trahan
T000491,Derek,,,Tran,,Representative,house,California,CA,45,Democratic,House: 2025-Present,https://www.congress.gov/member/derek-tran/T000491,derek-tran
T000278,Tommy,,,Tuberville,,Senator,senate,Alabama,AL,,Republican,Senate: 2021-Present,https://www.congress.gov/member/tommy-tuberville/T000278,tommy-tuberville
T000463,Michael,R.,,Turner,,Representative,house,Ohio,OH,10,Republican,House: 2003-Present,https://www.congress.gov/member/michael-turner/T000463,michael-turner
T000489,Sylvester,,,Turner,,Representative,house,Texas,TX,18,Democratic,House: 2025,https://www.congress.gov/member/sylvester-turner/T000489,sylvester-turner
U000040,Lauren,,,Underwood,,Representative,house,Illinois,IL,14,Democratic,House: 2019-Present,https://www.congress.gov/member/lauren-underwood/U000040,lauren-underwood
V000129,David,G.,,Valadao,,Representative,house,California,CA,22,Republican,"House: 2013-2019, 2021-Present",https://www.congress.gov/member/david-valadao/V000129,david-valadao
V000133,Jefferson,,,Van Drew,,Representative,house,New Jersey,NJ,2,Republican,House: 2019-Present,https://www.congress.gov/member/jefferson-van-drew/V000133,jefferson-van-drew
V000134,Beth,,,Van Duyne,,Representative,house,Texas,TX,24,Republican,House: 2021-Present,https://www.congress.gov/member/beth-van-duyne/V000134,beth-van-duyne
V000128,Chris,,,Van Hollen,,Senator,senate,Maryland,MD,,Democratic,Senate: 2017-Present | House: 2003-2017,https://www.congress.gov/member/chris-van-hollen/V000128,chris-van-hollen
V000135,Derrick,,,Van Orden,,Representative,house,Wisconsin,WI,3,Republican,House: 2023-Present,https://www.congress.gov/member/derrick-van-orden/V000135,derrick-van-orden
V000137,J.D.,,,Vance,,Senator,senate,Ohio,OH,,Republican,Senate: 2023-2025,https://www.congress.gov/member/j-vance/V000137,j-vance
V000130,Juan,,,Vargas,,Representative,house,California,CA,52,Democratic,House: 2013-Present,https://www.congress.gov/member/juan-vargas/V000130,juan-vargas
V000136,Gabe,,,Vasquez,,Representative,house,New Mexico,NM,2,Democratic,House: 2023-Present,https://www.congress.gov/member/gabe-vasquez/V000136,gabe-vasquez
V000131,Marc,A.,,Veasey,,Representative,house,Texas,TX,33,Democratic,House: 2013-Present,https://www.congress.gov/member/marc-veasey/V000131,marc-veasey
V000081,Nydia,M.,,Vel�zquez,,Representative,house,New York,NY,7,Democratic,House: 1993-Present,https://www.congress.gov/member/nydia-velazquez/V000081,nydia-velazquez
V000138,Eugene,Simon,,Vindman,,Representative,house,Virginia,VA,7,Democratic,House: 2025-Present,https://www.congress.gov/member/eugene-vindman/V000138,eugene-vindman
W000812,Ann,,,Wagner,,Representative,house,Missouri,MO,2,Republican,House: 2013-Present,https://www.congress.gov/member/ann-wagner/W000812,ann-wagner
W000798,Tim,,,Walberg,,Representative,house,Michigan,MI,5,Republican,"House: 2007-2009, 2011-Present",https://www.congress.gov/member/tim-walberg/W000798,tim-walberg
W000831,James,R.,,Walkinshaw,,Representative,house,Virginia,VA,11,Democratic,House: 2025-Present,https://www.congress.gov/member/james-walkinshaw/W000831,james-walkinshaw
W000823,Michael,,,Waltz,,Representative,house,Florida,FL,6,Republican,House: 2019-2025,https://www.congress.gov/member/michael-waltz/W000823,michael-waltz
W000805,Mark,R.,,Warner,,Senator,senate,Virginia,VA,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/mark-warner/W000805,mark-warner
W000790,Raphael,G.,,Warnock,,Senator,senate,Georgia,GA,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/raphael-warnock/W000790,raphael-warnock
W000817,Elizabeth,,,Warren,,Senator,senate,Massachusetts,MA,,Democratic,Senate: 2013-Present,https://www.congress.gov/member/elizabeth-warren/W000817,elizabeth-warren
W000797,Debbie,,,Wasserman Schultz,,Representative,house,Florida,FL,25,Democratic,House: 2005-Present,https://www.congress.gov/member/debbie-wasserman-schultz/W000797,debbie-wasserman-schultz
W000187,Maxine,,,Waters,,Representative,house,California,CA,43,Democratic,House: 1991-Present,https://www.congress.gov/member/maxine-waters/W000187,maxine-waters
