filename,first_name,last_name,title,state,party,terms,nananame,,bioguide_id
CBentz2.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,B000668
CBentz3.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,B000668
CBentz4.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,B000668
ABera.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,B001287
ABera1.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,B001287
ABera2.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,B001287
ABera3.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,B001287
ABera4.jpg,Ami,Bera,Representative,California,Democratic,House: 2013-Present,"Bera, Ami - Representative",,B001287
JBergman.jpg,John,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,B001301
JBergman1.jpg,John,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,B001301
JBergman2.jpg,John,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,B001301
JBergman3.jpg,John,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,B001301
JBergman4.jpg,John,Bergman,Representative,Michigan,Republican,House: 2017-Present,"Bergman, Jack - Representative",,B001301
DBeyer.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,B001292
DBeyer1.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,B001292
DBeyer2.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,B001292
DBeyer3.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,B001292
DBeyer4.jpg,Donald S.,Beyer,Representative,Virginia,Democratic,House: 2015-Present,"Beyer, Donald S. - Representative",,B001292
SBice.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,B000740
SBice1.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,B000740
SBice2.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,B000740
SBice3.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,B000740
SBice4.jpg,Stephanie I.,Bice,Representative,Oklahoma,Republican,House: 2021-Present,"Bice, Stephanie I. - Representative",,B000740
ABiggs.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,B001302
SBiggs.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,B001325
ABiggs1.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,B001302
SBiggs1.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,B001325
ABiggs2.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,B001302
SBiggs2.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,B001325
ABiggs3.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,B001302
SBiggs3.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,B001325
ABiggs4.jpg,Andy,Biggs,Representative,Arizona,Republican,House: 2017-Present,"Biggs, Andy - Representative",,B001302
SBiggs4.jpg,Sheri,Biggs,Representative,South Carolina,Republican,House: 2025-Present,"Biggs, Sheri - Representative",,B001325
