first_name,last_name,committee,subcommittee,cid,fec_id,match_method,match_score,matched_name,status
Mark,Kelly,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,N00044223,S0AZ00350,alias-gated-fuzzy,1.000,Mark Kelly,matched
Mark,Kelly,Joint Economic Committee,,N00044223,S0AZ00350,alias-gated-fuzzy,1.000,Mark Kelly,matched
Mark,Kelly,Select Committee on Intelligence,,N00044223,S0AZ00350,alias-gated-fuzzy,1.000,Mark Kelly,matched
Mark,Kelly,Special Committee on Aging,,N00044223,S0AZ00350,alias-gated-fuzzy,1.000,Mark Kelly,matched
Mike,Kelly,Ways and Means,,N00031647,H0PA03271,alias-gated-fuzzy,1.000,Mike Kelly,matched
Robin,Kelly,Energy and Commerce,,N00035215,H2IL02172,alias-gated-fuzzy,1.000,Robin Kelly,matched
Trent,Kelly,Agriculture,,N00037003,H6MS01131,alias-gated-fuzzy,1.000,Trent Kelly,matched
Trent,Kelly,Armed Services,,N00037003,H6MS01131,alias-gated-fuzzy,1.000,Trent Kelly,matched
Trent,Kelly,Intelligence,,N00037003,H6MS01131,alias-gated-fuzzy,1.000,Trent Kelly,matched
John,Kennedy,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on Appropriations,Subcommittee on Department of Defense,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on Appropriations,Subcommittee on Department of Homeland Security,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on Appropriations,Subcommittee on Energy and Water Development,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on the Budget,,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on the Judiciary,Subcommittee on Border Security and Immigration,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
John,Kennedy,Committee on the Judiciary,Subcommittee on the Constitution,N00026823,S4LA00065,alias-gated-fuzzy,1.000,John Kennedy,matched
Mike,Kennedy,Natural Resources,,,,first-fuzzy-low,0.400,,unmatched
Mike,Kennedy,"Science, Space, and Technology",,,,first-fuzzy-low,0.400,,unmatched
Mike,Kennedy,Transportation and Infrastructure,,,,first-fuzzy-low,0.400,,unmatched
Timothy,Kennedy,Homeland Security,,,,first-fuzzy-low,0.364,,unmatched
Timothy,Kennedy,Veterans' Affairs,,,,first-fuzzy-low,0.364,,unmatched
Ro,Khanna,Armed Services,,N00026427,H4CA12055,alias-gated-fuzzy,1.000,Ro Khanna,matched
Ro,Khanna,Oversight and Government Reform,,N00026427,H4CA12055,alias-gated-fuzzy,1.000,Ro Khanna,matched
Ro,Khanna,Select Comm on the Strategic Competition US and China,,N00026427,H4CA12055,alias-gated-fuzzy,1.000,Ro Khanna,matched
Jennifer,Kiggans,Armed Services,,,,first-fuzzy-low,0.545,,unmatched
Jennifer,Kiggans,Natural Resources,,,,first-fuzzy-low,0.545,,unmatched
Jennifer,Kiggans,Veterans' Affairs,,,,first-fuzzy-low,0.545,,unmatched
Kevin,Kiley,Education and Workforce,,N00050259,H2CA03157,alias-gated-fuzzy,1.000,Kevin Kiley,matched
Kevin,Kiley,Judiciary,,N00050259,H2CA03157,alias-gated-fuzzy,1.000,Kevin Kiley,matched
Kevin,Kiley,Transportation and Infrastructure,,N00050259,H2CA03157,alias-gated-fuzzy,1.000,Kevin Kiley,matched
Andy,Kim,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Andy,Kim,Special Committee on Aging,,N00041370,H8NJ03206,alias-gated-fuzzy,1.000,Andy Kim,matched
Young,Kim,Financial Services,,N00042386,H8CA39240,alias-gated-fuzzy,1.000,Young Kim,matched
Young,Kim,Foreign Affairs,,N00042386,H8CA39240,alias-gated-fuzzy,1.000,Young Kim,matched
Young,Kim,Select Comm on the Strategic Competition US and China,,N00042386,H8CA39240,alias-gated-fuzzy,1.000,Young Kim,matched
Angus,King,Committee on Armed Services,Subcommittee on Airland,,,first-fuzzy-low,0.444,,unmatched
Angus,King,Committee on Armed Services,Subcommittee on Seapower,,,first-fuzzy-low,0.444,,unmatched
Angus,King,Committee on Armed Services,Subcommittee on Strategic Forces,,,first-fuzzy-low,0.444,,unmatched
Angus,King,Committee on Energy and Natural Resources,Subcommittee on Energy,,,first-fuzzy-low,0.444,,unmatched
Angus,King,Committee on Energy and Natural Resources,Subcommittee on National Parks,,,first-fuzzy-low,0.444,,unmatched
Angus,King,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,first-fuzzy-low,0.444,,unmatched
Angus,King,Committee on Veterans' Affairs,,,,first-fuzzy-low,0.444,,unmatched
Angus,King,Select Committee on Intelligence,,,,first-fuzzy-low,0.444,,unmatched
Kimberlyn,King-Hinds,Small Business,,,,no-bucket,0.000,,unmatched
Kimberlyn,King-Hinds,Transportation and Infrastructure,,,,no-bucket,0.000,,unmatched
Kimberlyn,King-Hinds,Veterans' Affairs,,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Committee on Rules and Administration,,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Joint Committee of Congress on the Library,,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Joint Congressional Committee on Inaugural Ceremonies - 2024,,,,no-bucket,0.000,,unmatched
Amy,Klobuchar,Joint Economic Committee,,,,no-bucket,0.000,,unmatched
Brad,Knott,Homeland Security,,,,no-bucket,0.000,,unmatched
Brad,Knott,Judiciary,,,,no-bucket,0.000,,unmatched
Brad,Knott,Transportation and Infrastructure,,,,no-bucket,0.000,,unmatched
Raja,Krishnamoorthi,Intelligence,,N00033240,H6IL08147,alias-gated-fuzzy,1.000,Raja Krishnamoorthi,matched
Raja,Krishnamoorthi,Oversight and Government Reform,,N00033240,H6IL08147,alias-gated-fuzzy,1.000,Raja Krishnamoorthi,matched
Raja,Krishnamoorthi,Select Comm on the Strategic Competition US and China,,N00033240,H6IL08147,alias-gated-fuzzy,1.000,Raja Krishnamoorthi,matched
David,Kustoff,Ways and Means,,N00025445,H2TN07103,alias-gated-fuzzy,1.000,David Kustoff,matched
Darin,LaHood,Intelligence,,N00037031,H6IL18088,alias-gated-fuzzy,1.000,Darin LaHood,matched
Darin,LaHood,Select Comm on the Strategic Competition US and China,,N00037031,H6IL18088,alias-gated-fuzzy,1.000,Darin LaHood,matched
Darin,LaHood,Ways and Means,,N00037031,H6IL18088,alias-gated-fuzzy,1.000,Darin LaHood,matched
Nick,LaLota,Appropriations,,N00050419,H2NY01190,alias-gated-fuzzy,1.000,Nick LaLota,matched
Nick,LaLota,Small Business,,N00050419,H2NY01190,alias-gated-fuzzy,1.000,Nick LaLota,matched
Doug,LaMalfa,Agriculture,,N00033987,H2CA02142,alias-gated-fuzzy,1.000,Doug LaMalfa,matched
Doug,LaMalfa,Natural Resources,,N00033987,H2CA02142,alias-gated-fuzzy,1.000,Doug LaMalfa,matched
Doug,LaMalfa,Transportation and Infrastructure,,N00033987,H2CA02142,alias-gated-fuzzy,1.000,Doug LaMalfa,matched
Greg,Landsman,Energy and Commerce,,N00049718,H2OH01194,alias-gated-fuzzy,1.000,Greg Landsman,matched
Nicholas,Langworthy,Energy and Commerce,,N00051431,H2NY23228,alias-gated-fuzzy,0.812,Nick Langworthy,unsure
Nicholas,Langworthy,Oversight and Government Reform,,N00051431,H2NY23228,alias-gated-fuzzy,0.812,Nick Langworthy,unsure
Nicholas,Langworthy,Rules,,N00051431,H2NY23228,alias-gated-fuzzy,0.812,Nick Langworthy,unsure
James,Lankford,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
James,Lankford,Committee on Finance,Subcommittee on Health Care,N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
James,Lankford,Committee on Finance,Subcommittee on Taxation and IRS Oversight,N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
James,Lankford,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
James,Lankford,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
James,Lankford,Select Committee on Ethics,,N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
James,Lankford,Select Committee on Intelligence,,N00031129,S4OK00232,alias-gated-fuzzy,1.000,James Lankford,matched
Rick,Larsen,Transportation and Infrastructure,,N00009759,H0WA02080,alias-gated-fuzzy,1.000,Rick Larsen,matched
John,Larson,Ways and Means,,N00000575,H8CT01046,alias-gated-fuzzy,1.000,John Larson,matched
George,Latimer,Foreign Affairs,,,,no-bucket,0.000,,unmatched
George,Latimer,Small Business,,,,no-bucket,0.000,,unmatched
Robert,Latta,Energy and Commerce,,N00012233,H8OH05036,alias-gated-fuzzy,0.737,Bob Latta,unsure
Michael,Lawler,Financial Services,,N00051208,H2NY17162,alias-gated-fuzzy,0.783,Mike Lawler,unsure
Michael,Lawler,Foreign Affairs,,N00051208,H2NY17162,alias-gated-fuzzy,0.783,Mike Lawler,unsure
Laurel,Lee,Energy and Commerce,,N00051178,H2FL15241,alias-gated-fuzzy,1.000,Laurel Lee,matched
Laurel,Lee,House Administration,,N00051178,H2FL15241,alias-gated-fuzzy,1.000,Laurel Lee,matched
Laurel,Lee,Judiciary,,N00051178,H2FL15241,alias-gated-fuzzy,1.000,Laurel Lee,matched
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on Energy,N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on National Parks,N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on Water and Power,N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on the Budget,,N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on the Judiciary,Subcommittee on Intellectual Property,N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Mike,Lee,Committee on the Judiciary,Subcommittee on the Constitution,N00031696,S0UT00165,alias-gated-fuzzy,1.000,Mike Lee,matched
Summer,Lee,Education and Workforce,,N00049757,H2PA18200,alias-gated-fuzzy,1.000,Summer Lee,matched
Summer,Lee,Oversight and Government Reform,,N00049757,H2PA18200,alias-gated-fuzzy,1.000,Summer Lee,matched
Susie,Lee,Appropriations,,N00037247,H6NV04020,alias-gated-fuzzy,1.000,Susie Lee,matched
Susie,Lee,Natural Resources,,N00037247,H6NV04020,alias-gated-fuzzy,1.000,Susie Lee,matched
Teresa,Leger Fernandez,Natural Resources,,,,no-bucket,0.000,,unmatched
Teresa,Leger Fernandez,Rules,,,,no-bucket,0.000,,unmatched
Julia,Letlow,Appropriations,,N00047972,H2LA05126,alias-gated-fuzzy,1.000,Julia Letlow,matched
Julia,Letlow,Education and Workforce,,N00047972,H2LA05126,alias-gated-fuzzy,1.000,Julia Letlow,matched
Mike,Levin,Appropriations,,N00040667,H8CA49058,alias-gated-fuzzy,1.000,Mike Levin,matched
Sam,Liccardo,Financial Services,,,,no-bucket,0.000,,unmatched
Ted,Lieu,Foreign Affairs,,N00035825,H4CA33119,alias-gated-fuzzy,1.000,Ted Lieu,matched
Ted,Lieu,Judiciary,,N00035825,H4CA33119,alias-gated-fuzzy,1.000,Ted Lieu,matched
Zoe,Lofgren,Judiciary,,N00007479,H4CA16049,alias-gated-fuzzy,1.000,Zoe Lofgren,matched
Zoe,Lofgren,"Science, Space, and Technology",,N00007479,H4CA16049,alias-gated-fuzzy,1.000,Zoe Lofgren,matched
Barry,Loudermilk,Financial Services,,N00035347,H4GA11061,alias-gated-fuzzy,1.000,Barry Loudermilk,matched
Barry,Loudermilk,House Administration,,N00035347,H4GA11061,alias-gated-fuzzy,1.000,Barry Loudermilk,matched
Barry,Loudermilk,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00035347,H4GA11061,alias-gated-fuzzy,1.000,Barry Loudermilk,matched
Frank,Lucas,Agriculture,,N00005559,H4OK06056,alias-gated-fuzzy,0.952,Frank D Lucas,matched
Frank,Lucas,Financial Services,,N00005559,H4OK06056,alias-gated-fuzzy,0.952,Frank D Lucas,matched
Ben,Luján,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,Committee on Finance,Subcommittee on Health Care,,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,Committee on Finance,Subcommittee on Taxation and IRS Oversight,,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,Committee on Indian Affairs,,,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,Committee on the Budget,,,,first-fuzzy-low,0.000,,unmatched
Ben,Luján,United States Senate Caucus on International Narcotics Control,,,,first-fuzzy-low,0.000,,unmatched
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,,,no-bucket,0.000,,unmatched
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,,,no-bucket,0.000,,unmatched
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",,,no-bucket,0.000,,unmatched
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,no-bucket,0.000,,unmatched
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",,,no-bucket,0.000,,unmatched
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Cynthia,Lummis,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,no-bucket,0.000,,unmatched
Cynthia,Lummis,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",,,no-bucket,0.000,,unmatched
Cynthia,Lummis,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,no-bucket,0.000,,unmatched
Anna,Luna,Foreign Affairs,,N00045228,H0FL13158,alias-gated-fuzzy,0.696,Anna Paulina Luna,unsure
Anna,Luna,Oversight and Government Reform,,N00045228,H0FL13158,alias-gated-fuzzy,0.696,Anna Paulina Luna,unsure
Morgan,Luttrell,Armed Services,,N00048776,H2TX08182,alias-gated-fuzzy,1.000,Morgan Luttrell,matched
Morgan,Luttrell,Homeland Security,,N00048776,H2TX08182,alias-gated-fuzzy,1.000,Morgan Luttrell,matched
Morgan,Luttrell,Veterans' Affairs,,N00048776,H2TX08182,alias-gated-fuzzy,1.000,Morgan Luttrell,matched
Stephen,Lynch,Financial Services,,N00013855,H2MA09072,alias-gated-fuzzy,1.000,Stephen Lynch,matched
Stephen,Lynch,Oversight and Government Reform,,N00013855,H2MA09072,alias-gated-fuzzy,1.000,Stephen Lynch,matched
Nancy,Mace,Armed Services,,N00035670,H0SC01394,alias-gated-fuzzy,1.000,Nancy Mace,matched
Nancy,Mace,Oversight and Government Reform,,N00035670,H0SC01394,alias-gated-fuzzy,1.000,Nancy Mace,matched
Nancy,Mace,Veterans' Affairs,,N00035670,H0SC01394,alias-gated-fuzzy,1.000,Nancy Mace,matched
Ryan,Mackenzie,Education and Workforce,,,,no-bucket,0.000,,unmatched
Ryan,Mackenzie,Foreign Affairs,,,,no-bucket,0.000,,unmatched
Ryan,Mackenzie,Homeland Security,,,,no-bucket,0.000,,unmatched
Seth,Magaziner,Homeland Security,,N00050458,H2RI02184,alias-gated-fuzzy,1.000,Seth Magaziner,matched
Seth,Magaziner,Natural Resources,,N00050458,H2RI02184,alias-gated-fuzzy,1.000,Seth Magaziner,matched
Nicole,Malliotakis,Ways and Means,,N00044040,H0NY11078,alias-gated-fuzzy,1.000,Nicole Malliotakis,matched
Celeste,Maloy,Appropriations,,,,no-bucket,0.000,,unmatched
Celeste,Maloy,Natural Resources,,,,no-bucket,0.000,,unmatched
Tracey,Mann,Agriculture,,N00030743,H0KS01123,alias-gated-fuzzy,1.000,Tracey Mann,matched
Tracey,Mann,Transportation and Infrastructure,,N00030743,H0KS01123,alias-gated-fuzzy,1.000,Tracey Mann,matched
John,Mannion,Agriculture,,,,no-bucket,0.000,,unmatched
John,Mannion,Education and Workforce,,,,no-bucket,0.000,,unmatched
Edward,Markey,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,no-bucket,0.000,,unmatched
Edward,Markey,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,no-bucket,0.000,,unmatched
Edward,Markey,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Edward,Markey,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,no-bucket,0.000,,unmatched
Edward,Markey,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,no-bucket,0.000,,unmatched
Edward,Markey,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,no-bucket,0.000,,unmatched
Edward,Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,,no-bucket,0.000,,unmatched
Edward,Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,no-bucket,0.000,,unmatched
Edward,Markey,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Roger,Marshall,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,Committee on Finance,Subcommittee on Health Care,,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,first-fuzzy-low,0.400,,unmatched
Roger,Marshall,Committee on the Budget,,,,first-fuzzy-low,0.400,,unmatched
Thomas,Massie,Judiciary,,N00034041,H2KY04121,alias-gated-fuzzy,1.000,Thomas Massie,matched
Thomas,Massie,Transportation and Infrastructure,,N00034041,H2KY04121,alias-gated-fuzzy,1.000,Thomas Massie,matched
Brian,Mast,Foreign Affairs,,N00037269,H6FL18097,alias-gated-fuzzy,1.000,Brian Mast,matched
Brian,Mast,Transportation and Infrastructure,,N00037269,H6FL18097,alias-gated-fuzzy,1.000,Brian Mast,matched
Doris,Matsui,Energy and Commerce,,N00027459,H6CA05195,alias-gated-fuzzy,1.000,Doris Matsui,matched
Lucy,McBath,Education and Workforce,,N00042813,H8GA06393,alias-gated-fuzzy,1.000,Lucy McBath,matched
Lucy,McBath,Judiciary,,N00042813,H8GA06393,alias-gated-fuzzy,1.000,Lucy McBath,matched
Sarah,McBride,Foreign Affairs,,,,first-fuzzy-low,0.444,,unmatched
Sarah,McBride,"Science, Space, and Technology",,,,first-fuzzy-low,0.444,,unmatched
Michael,McCaul,Foreign Affairs,,N00026460,H4TX10093,alias-gated-fuzzy,1.000,Michael McCaul,matched
Michael,McCaul,Homeland Security,,N00026460,H4TX10093,alias-gated-fuzzy,1.000,Michael McCaul,matched
Lisa,McClain,Education and Workforce,,N00045730,H0MI10287,alias-gated-fuzzy,1.000,Lisa McClain,matched
Lisa,McClain,Financial Services,,N00045730,H0MI10287,alias-gated-fuzzy,1.000,Lisa McClain,matched
April,McClain Delaney,Agriculture,,,,no-bucket,0.000,,unmatched
April,McClain Delaney,"Science, Space, and Technology",,,,no-bucket,0.000,,unmatched
Jennifer,McClellan,Energy and Commerce,,,,first-fuzzy-low,0.143,,unmatched
Tom,McClintock,Budget,,N00006863,H8CA04152,alias-gated-fuzzy,1.000,Tom McClintock,matched
Tom,McClintock,Judiciary,,N00006863,H8CA04152,alias-gated-fuzzy,1.000,Tom McClintock,matched
Tom,McClintock,Natural Resources,,N00006863,H8CA04152,alias-gated-fuzzy,1.000,Tom McClintock,matched
Betty,McCollum,Appropriations,,N00012942,H0MN04049,alias-gated-fuzzy,1.000,Betty McCollum,matched
