first_name,last_name,committee,subcommittee,cid,fec_id,match_method,match_score,matched_name,status
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Appropriations,Subcommittee on Department of Defense,,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Appropriations,Subcommittee on Energy and Water Development,,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Committee on Rules and Administration,,,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Joint Committee of Congress on the Library,,,,first-fuzzy-low,0.400,,unmatched
Mitch,McConnell,Joint Committee on Printing,,,,first-fuzzy-low,0.400,,unmatched
David,McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,,,first-fuzzy-low,0.667,,unmatched
David,McCormick,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",,,first-fuzzy-low,0.667,,unmatched
David,McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Committee on Energy and Natural Resources,Subcommittee on Energy,,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Joint Economic Committee,,,,first-fuzzy-low,0.667,,unmatched
David,McCormick,Special Committee on Aging,,,,first-fuzzy-low,0.667,,unmatched
Richard,McCormick,Armed Services,,N00044520,H0GA07273,alias-gated-fuzzy,1.000,Richard McCormick,matched
Richard,McCormick,Foreign Affairs,,N00044520,H0GA07273,alias-gated-fuzzy,1.000,Richard McCormick,matched
Richard,McCormick,"Science, Space, and Technology",,N00044520,H0GA07273,alias-gated-fuzzy,1.000,Richard McCormick,matched
Kristen,McDonald Rivet,Agriculture,,,,no-bucket,0.000,,unmatched
Kristen,McDonald Rivet,Transportation and Infrastructure,,,,no-bucket,0.000,,unmatched
Addison,McDowell,Budget,,,,first-fuzzy-low,0.400,,unmatched
Addison,McDowell,Natural Resources,,,,first-fuzzy-low,0.400,,unmatched
Addison,McDowell,Transportation and Infrastructure,,,,first-fuzzy-low,0.400,,unmatched
Morgan,McGarvey,Budget,,N00049295,H2KY03206,alias-gated-fuzzy,1.000,Morgan McGarvey,matched
Morgan,McGarvey,Small Business,,N00049295,H2KY03206,alias-gated-fuzzy,1.000,Morgan McGarvey,matched
Morgan,McGarvey,Veterans' Affairs,,N00049295,H2KY03206,alias-gated-fuzzy,1.000,Morgan McGarvey,matched
James,McGovern,Agriculture,,N00000179,H4MA03022,alias-gated-fuzzy,0.963,James P McGovern,matched
James,McGovern,Rules,,N00000179,H4MA03022,alias-gated-fuzzy,0.963,James P McGovern,matched
John,McGuire,Armed Services,,N00045930,H2VA07196,alias-gated-fuzzy,1.000,John McGuire,matched
John,McGuire,Oversight and Government Reform,,N00045930,H2VA07196,alias-gated-fuzzy,1.000,John McGuire,matched
LaMonica,McIver,Homeland Security,,,,no-bucket,0.000,,unmatched
LaMonica,McIver,Small Business,,,,no-bucket,0.000,,unmatched
Gregory,Meeks,Financial Services,,N00001171,H8NY06048,alias-gated-fuzzy,1.000,Gregory Meeks,matched
Gregory,Meeks,Foreign Affairs,,N00001171,H8NY06048,alias-gated-fuzzy,1.000,Gregory Meeks,matched
Robert,Menendez,Energy and Commerce,,N00049686,H2NJ08232,alias-gated-fuzzy,0.880,Rob Menendez,unsure
Grace,Meng,Appropriations,,N00034547,H2NY06116,alias-gated-fuzzy,1.000,Grace Meng,matched
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Appropriations,Subcommittee on Energy and Water Development,,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on Rules and Administration,,,,no-bucket,0.000,,unmatched
Jeff,Merkley,Committee on the Budget,,,,no-bucket,0.000,,unmatched
Jeff,Merkley,Joint Committee on Printing,,,,no-bucket,0.000,,unmatched
Mark,Messmer,Agriculture,,,,no-bucket,0.000,,unmatched
Mark,Messmer,Armed Services,,,,no-bucket,0.000,,unmatched
Mark,Messmer,Education and Workforce,,,,no-bucket,0.000,,unmatched
Daniel,Meuser,Financial Services,,,,first-fuzzy-low,0.667,,unmatched
Daniel,Meuser,Small Business,,,,first-fuzzy-low,0.667,,unmatched
Kweisi,Mfume,Foreign Affairs,,N00001799,H6MD07020,alias-gated-fuzzy,1.000,Kweisi Mfume,matched
Kweisi,Mfume,Oversight and Government Reform,,N00001799,H6MD07020,alias-gated-fuzzy,1.000,Kweisi Mfume,matched
Carol,Miller,Ways and Means,,N00041542,H8WV03097,alias-gated-fuzzy,1.000,Carol Miller,matched
Mary,Miller,Agriculture,,N00045703,H0IL15129,alias-gated-fuzzy,1.000,Mary Miller,matched
Mary,Miller,Education and Workforce,,N00045703,H0IL15129,alias-gated-fuzzy,1.000,Mary Miller,matched
Mary,Miller,House Administration,,N00045703,H0IL15129,alias-gated-fuzzy,1.000,Mary Miller,matched
Max,Miller,"Science, Space, and Technology",,N00048277,H2OH16051,alias-gated-fuzzy,1.000,Max Miller,matched
Max,Miller,Ways and Means,,N00048277,H2OH16051,alias-gated-fuzzy,1.000,Max Miller,matched
Mariannette,Miller-Meeks,Energy and Commerce,,N00029495,H8IA02043,alias-gated,1.000,Mariannette Miller-Meeks,matched
Mariannette,Miller-Meeks,Veterans' Affairs,,N00029495,H8IA02043,alias-gated,1.000,Mariannette Miller-Meeks,matched
Cory,Mills,Armed Services,,N00048179,H2FL07156,alias-gated-fuzzy,1.000,Cory Mills,matched
Cory,Mills,Foreign Affairs,,N00048179,H2FL07156,alias-gated-fuzzy,1.000,Cory Mills,matched
Dave,Min,Natural Resources,,,,no-bucket,0.000,,unmatched
Dave,Min,Oversight and Government Reform,,,,no-bucket,0.000,,unmatched
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,,no-bucket,0.000,,unmatched
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,no-bucket,0.000,,unmatched
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",,,no-bucket,0.000,,unmatched
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",,,no-bucket,0.000,,unmatched
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",,,no-bucket,0.000,,unmatched
Ashley,Moody,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,no-bucket,0.000,,unmatched
Ashley,Moody,Committee on the Judiciary,Subcommittee on Intellectual Property,,,no-bucket,0.000,,unmatched
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,no-bucket,0.000,,unmatched
Ashley,Moody,Joint Economic Committee,,,,no-bucket,0.000,,unmatched
Ashley,Moody,Special Committee on Aging,,,,no-bucket,0.000,,unmatched
John,Moolenaar,Appropriations,,N00036275,H4MI04126,alias-gated-fuzzy,1.000,John Moolenaar,matched
John,Moolenaar,Select Comm on the Strategic Competition US and China,,N00036275,H4MI04126,alias-gated-fuzzy,1.000,John Moolenaar,matched
Barry,Moore,Agriculture,,N00041295,H8AL02171,alias-gated-fuzzy,1.000,Barry Moore,matched
Barry,Moore,Judiciary,,N00041295,H8AL02171,alias-gated-fuzzy,1.000,Barry Moore,matched
Blake,Moore,Budget,,N00046598,H0UT01205,alias-gated-fuzzy,1.000,Blake Moore,matched
Blake,Moore,Ways and Means,,N00046598,H0UT01205,alias-gated-fuzzy,1.000,Blake Moore,matched
Gwen,Moore,Ways and Means,,N00026914,H4WI04183,alias-gated-fuzzy,1.000,Gwen Moore,matched
Riley,Moore,Appropriations,,,,first-fuzzy-low,0.545,,unmatched
Tim,Moore,Budget,,,,first-fuzzy-low,0.222,,unmatched
Tim,Moore,Financial Services,,,,first-fuzzy-low,0.222,,unmatched
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Appropriations,Subcommittee on Department of Defense,N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Indian Affairs,,N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Committee on Veterans' Affairs,,N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Jerry,Moran,Select Committee on Intelligence,,N00005282,S0KS00091,alias-gated-fuzzy,1.000,Jerry Moran,matched
Nathaniel,Moran,Ethics,,N00049775,H2TX01112,alias-gated-fuzzy,1.000,Nathaniel Moran,matched
Nathaniel,Moran,Select Comm on the Strategic Competition US and China,,N00049775,H2TX01112,alias-gated-fuzzy,1.000,Nathaniel Moran,matched
Nathaniel,Moran,Ways and Means,,N00049775,H2TX01112,alias-gated-fuzzy,1.000,Nathaniel Moran,matched
Joseph,Morelle,Appropriations,,N00043207,H8NY25105,alias-gated-fuzzy,0.963,Joseph D Morelle,matched
Joseph,Morelle,House Administration,,N00043207,H8NY25105,alias-gated-fuzzy,0.963,Joseph D Morelle,matched
Joseph,Morelle,Joint Committee of Congress on the Library,,N00043207,H8NY25105,alias-gated-fuzzy,0.963,Joseph D Morelle,matched
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,Committee on the Budget,,N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Bernie,Moreno,United States Senate Caucus on International Narcotics Control,,N00048437,S2OH00386,alias-gated-fuzzy,1.000,Bernie Moreno,matched
Kelly,Morrison,Small Business,,,,no-bucket,0.000,,unmatched
Kelly,Morrison,Veterans' Affairs,,,,no-bucket,0.000,,unmatched
Jared,Moskowitz,Foreign Affairs,,N00050596,H2FL22171,alias-gated-fuzzy,1.000,Jared Moskowitz,matched
Jared,Moskowitz,Judiciary,,N00050596,H2FL22171,alias-gated-fuzzy,1.000,Jared Moskowitz,matched
Jared,Moskowitz,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00050596,H2FL22171,alias-gated-fuzzy,1.000,Jared Moskowitz,matched
Seth,Moulton,Armed Services,,N00035431,H4MA06090,alias-gated-fuzzy,1.000,Seth Moulton,matched
Seth,Moulton,Select Comm on the Strategic Competition US and China,,N00035431,H4MA06090,alias-gated-fuzzy,1.000,Seth Moulton,matched
Seth,Moulton,Transportation and Infrastructure,,N00035431,H4MA06090,alias-gated-fuzzy,1.000,Seth Moulton,matched
James,Moylan,Armed Services,,N00050604,H2GU01031,alias-gated-fuzzy,0.957,James C Moylan,matched
James,Moylan,Education and Workforce,,N00050604,H2GU01031,alias-gated-fuzzy,0.957,James C Moylan,matched
James,Moylan,Foreign Affairs,,N00050604,H2GU01031,alias-gated-fuzzy,0.957,James C Moylan,matched
Frank,Mrvan,Appropriations,,N00045905,H0IN01150,alias-gated-fuzzy,0.909,Frank Jr Mrvan,unsure
Kevin,Mullin,Energy and Commerce,,N00049438,H2CA14162,alias-gated-fuzzy,1.000,Kevin Mullin,matched
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",N00033410,S2OK00186,alias-gated-fuzzy,1.000,Markwayne Mullin,matched
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",N00033410,S2OK00186,alias-gated-fuzzy,1.000,Markwayne Mullin,matched
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",N00033410,S2OK00186,alias-gated-fuzzy,1.000,Markwayne Mullin,matched
Markwayne,Mullin,Committee on Appropriations,Subcommittee on Financial Services and General Government,N00033410,S2OK00186,alias-gated-fuzzy,1.000,Markwayne Mullin,matched
Markwayne,Mullin,Committee on Appropriations,Subcommittee on Legislative Branch,N00033410,S2OK00186,alias-gated-fuzzy,1.000,Markwayne Mullin,matched
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",N00033410,S2OK00186,alias-gated-fuzzy,1.000,Markwayne Mullin,matched
