first_name,last_name,state,district,party,committee
Tennessee,4th,,"DesJarlais, Scott",2304 RHOB,Armed Services
Oregon,3rd,,"Dexter, Maxine",1207 LHOB,Natural Resources
Oregon,3rd,,"Dexter, Maxine",1207 LHOB,Veterans' Affairs
Florida,26th,,"Diaz-Balart, Mario",374 CHOB,Appropriations
Michigan,6th,,"Dingell, Debbie",102 CHOB,Energy and Commerce
Michigan,6th,,"Dingell, Debbie",102 CHOB,Natural Resources
Texas,37th,,"Doggett, Lloyd",2307 RHOB,Budget
Texas,37th,,"Doggett, Lloyd",2307 RHOB,Joint Committee on Taxation
Texas,37th,,"Doggett, Lloyd",2307 RHOB,Ways and Means
Florida,19th,,"Donalds, Byron",1710 LHOB,Financial Services
Florida,19th,,"Donalds, Byron",1710 LHOB,Oversight and Government Reform
Montana,2nd,,"Downing, Troy",1529 LHOB,Financial Services
Montana,2nd,,"Downing, Troy",1529 LHOB,Small Business
Florida,2nd,,"Dunn, Neal",466 CHOB,Energy and Commerce
Florida,2nd,,"Dunn, Neal",466 CHOB,Select Comm on the Strategic Competition US and China
North Carolina,11th,,"Edwards, Chuck",1505 LHOB,Appropriations
North Carolina,11th,,"Edwards, Chuck",1505 LHOB,Budget
Maryland,3rd,,"Elfreth, Sarah",1213 LHOB,Armed Services
Maryland,3rd,,"Elfreth, Sarah",1213 LHOB,Natural Resources
Texas,6th,,"Ellzey, Jake",1721 LHOB,Appropriations
Texas,6th,,"Ellzey, Jake",1721 LHOB,Small Business
Minnesota,6th,,"Emmer, Tom",326 CHOB,Financial Services
Texas,16th,,"Escobar, Veronica",2448 RHOB,Appropriations
Texas,16th,,"Escobar, Veronica",2448 RHOB,Budget
New York,13th,,"Espaillat, Adriano",2332 RHOB,Appropriations
Kansas,4th,,"Estes, Ron",2234 RHOB,Budget
Kansas,4th,,"Estes, Ron",2234 RHOB,Ways and Means
Pennsylvania,3rd,,"Evans, Dwight",1105 LHOB,Ways and Means
Colorado,8th,,"Evans, Gabe",1229 LHOB,Energy and Commerce
Colorado,8th,,"Evans, Gabe",1229 LHOB,Homeland Security
Mississippi,4th,,"Ezell, Mike",443 CHOB,Natural Resources
Mississippi,4th,,"Ezell, Mike",443 CHOB,Transportation and Infrastructure
Texas,4th,,"Fallon, Pat",2416 RHOB,Armed Services
Texas,4th,,"Fallon, Pat",2416 RHOB,Intelligence
Texas,4th,,"Fallon, Pat",2416 RHOB,Oversight and Government Reform
North Dakota At,Large,,"Fedorchak, Julie",1607 LHOB,Energy and Commerce
Iowa,4th,,"Feenstra, Randy",2434 RHOB,Agriculture
Iowa,4th,,"Feenstra, Randy",2434 RHOB,Ways and Means
Louisiana,6th,,"Fields, Cleo",2349 RHOB,Financial Services
Alabama,2nd,,"Figures, Shomari",225 CHOB,Agriculture
Alabama,2nd,,"Figures, Shomari",225 CHOB,Transportation and Infrastructure
Florida,6th,,"Fine, Randy",244 CHOB,Education and Workforce
Florida,6th,,"Fine, Randy",244 CHOB,Foreign Affairs
Minnesota,1st,,"Finstad, Brad",2418 RHOB,Agriculture
Minnesota,1st,,"Finstad, Brad",2418 RHOB,Armed Services
Minnesota,1st,,"Finstad, Brad",2418 RHOB,Small Business
Minnesota,7th,,"Fischbach, Michelle",2229 RHOB,Rules
Minnesota,7th,,"Fischbach, Michelle",2229 RHOB,Ways and Means
Wisconsin,5th,,"Fitzgerald, Scott",2444 RHOB,Financial Services
Wisconsin,5th,,"Fitzgerald, Scott",2444 RHOB,Judiciary
Pennsylvania,1st,,"Fitzpatrick, Brian",271 CHOB,Intelligence
Pennsylvania,1st,,"Fitzpatrick, Brian",271 CHOB,Ways and Means
Tennessee,3rd,,"Fleischmann, Charles",2187 RHOB,Appropriations
Tennessee,3rd,,"Fleischmann, Charles",2187 RHOB,"Science, Space, and Technology"
Texas,7th,,"Fletcher, Lizzie",2004 RHOB,Energy and Commerce
Nebraska,1st,,"Flood, Mike",343 CHOB,Financial Services
California,20th,,"Fong, Vince",243 CHOB,"Science, Space, and Technology"
California,20th,,"Fong, Vince",243 CHOB,Transportation and Infrastructure
Illinois,11th,,"Foster, Bill",2366 RHOB,Financial Services
Illinois,11th,,"Foster, Bill",2366 RHOB,"Science, Space, and Technology"
North Carolina,4th,,"Foushee, Valerie",2452 RHOB,"Science, Space, and Technology"
North Carolina,4th,,"Foushee, Valerie",2452 RHOB,Transportation and Infrastructure
North Carolina,5th,,"Foxx, Virginia",2462 RHOB,Education and Workforce
North Carolina,5th,,"Foxx, Virginia",2462 RHOB,Oversight and Government Reform
North Carolina,5th,,"Foxx, Virginia",2462 RHOB,Rules
Florida,22nd,,"Frankel, Lois",2305 RHOB,Appropriations
Florida,18th,,"Franklin, Scott",2301 RHOB,Appropriations
Florida,18th,,"Franklin, Scott",2301 RHOB,"Science, Space, and Technology"
California,30th,,"Friedman, Laura",1517 LHOB,"Science, Space, and Technology"
California,30th,,"Friedman, Laura",1517 LHOB,Transportation and Infrastructure
Florida,10th,,"Frost, Maxwell",1224 LHOB,Oversight and Government Reform
Florida,10th,,"Frost, Maxwell",1224 LHOB,"Science, Space, and Technology"
Florida,10th,,"Frost, Maxwell",1224 LHOB,Transportation and Infrastructure
South Carolina,7th,,"Fry, Russell",345 CHOB,Energy and Commerce
South Carolina,7th,,"Fry, Russell",345 CHOB,Judiciary
Idaho,1st,,"Fulcher, Russ",1514 LHOB,Energy and Commerce
Idaho,1st,,"Fulcher, Russ",1514 LHOB,Natural Resources
California,8th,,"Garamendi, John",2428 RHOB,Armed Services
California,8th,,"Garamendi, John",2428 RHOB,Transportation and Infrastructure
New York,2nd,,"Garbarino, Andrew",2344 RHOB,Ethics
New York,2nd,,"Garbarino, Andrew",2344 RHOB,Financial Services
New York,2nd,,"Garbarino, Andrew",2344 RHOB,Homeland Security
Illinois,4th,,"Garcia, Jesus",2334 RHOB,Judiciary
Illinois,4th,,"Garcia, Jesus",2334 RHOB,Transportation and Infrastructure
California,42nd,,"Garcia, Robert",109 CHOB,Oversight and Government Reform
California,42nd,,"Garcia, Robert",109 CHOB,Transportation and Infrastructure
Texas,29th,,"Garcia, Sylvia",2419 RHOB,Ethics
Texas,29th,,"Garcia, Sylvia",2419 RHOB,Financial Services
Texas,26th,,"Gill, Brandon",1305 LHOB,Budget
Texas,26th,,"Gill, Brandon",1305 LHOB,Judiciary
Texas,26th,,"Gill, Brandon",1305 LHOB,Oversight and Government Reform
New York,4th,,"Gillen, Laura",428 CHOB,"Science, Space, and Technology"
New York,4th,,"Gillen, Laura",428 CHOB,Transportation and Infrastructure
Florida,28th,,"Gimenez, Carlos",448 CHOB,Armed Services
Florida,28th,,"Gimenez, Carlos",448 CHOB,Homeland Security
Florida,28th,,"Gimenez, Carlos",448 CHOB,Select Comm on the Strategic Competition US and China
Maine,2nd,,"Golden, Jared",1107 LHOB,Armed Services
Maine,2nd,,"Golden, Jared",1107 LHOB,Natural Resources
Texas,12th,,"Goldman, Craig",1716 LHOB,Energy and Commerce
New York,10th,,"Goldman, Daniel",245 CHOB,Homeland Security
New York,10th,,"Goldman, Daniel",245 CHOB,Judiciary
California,34th,,"Gomez, Jimmy",506 CHOB,Intelligence
California,34th,,"Gomez, Jimmy",506 CHOB,Ways and Means
Texas,23rd,,"Gonzales, Tony",2239 RHOB,Appropriations
Texas,23rd,,"Gonzales, Tony",2239 RHOB,Homeland Security
Texas,34th,,"Gonzalez, Vicente",1201 LHOB,Financial Services
Texas,5th,,"Gooden, Lance",2431 RHOB,Armed Services
Texas,5th,,"Gooden, Lance",2431 RHOB,Judiciary
New Hampshire,2nd,,"Goodlander, Maggie",223 CHOB,Armed Services
New Hampshire,2nd,,"Goodlander, Maggie",223 CHOB,Small Business
Arizona,9th,,"Gosar, Paul",2057 RHOB,Natural Resources
Arizona,9th,,"Gosar, Paul",2057 RHOB,Oversight and Government Reform
New Jersey,5th,,"Gottheimer, Josh",106 CHOB,Financial Services
New Jersey,5th,,"Gottheimer, Josh",106 CHOB,Intelligence
Missouri,6th,,"Graves, Sam",1135 LHOB,Armed Services
Missouri,6th,,"Graves, Sam",1135 LHOB,Transportation and Infrastructure
California,13th,,"Gray, Adam",1230 LHOB,Agriculture
California,13th,,"Gray, Adam",1230 LHOB,Natural Resources
Texas,9th,,"Green, Al",2347 RHOB,Financial Services
Texas,9th,,"Green, Al",2347 RHOB,Homeland Security
Tennessee,7th,,"Green, Mark E. - Vacancy",2446 RHOB,
Georgia,14th,,"Greene, Marjorie",2201 RHOB,Homeland Security
Georgia,14th,,"Greene, Marjorie",2201 RHOB,Oversight and Government Reform
Virginia,9th,,"Griffith, H.",2110 RHOB,Energy and Commerce
Virginia,9th,,"Griffith, H.",2110 RHOB,House Administration
Virginia,9th,,"Griffith, H.",2110 RHOB,Rules
Virginia,9th,,"Griffith, H.",2110 RHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Arizona,7th,,"Grijalva, Raúl M. - Vacancy",1203 LHOB,
Wisconsin,6th,,"Grothman, Glenn",1211 LHOB,Budget
Wisconsin,6th,,"Grothman, Glenn",1211 LHOB,Education and Workforce
Wisconsin,6th,,"Grothman, Glenn",1211 LHOB,Judiciary
Wisconsin,6th,,"Grothman, Glenn",1211 LHOB,Oversight and Government Reform
Mississippi,3rd,,"Guest, Michael",450 CHOB,Appropriations
Mississippi,3rd,,"Guest, Michael",450 CHOB,Ethics
Mississippi,3rd,,"Guest, Michael",450 CHOB,Homeland Security
Kentucky,2nd,,"Guthrie, Brett",2161 RHOB,Energy and Commerce
Wyoming At,Large,,"Hageman, Harriet",1227 LHOB,Judiciary
Wyoming At,Large,,"Hageman, Harriet",1227 LHOB,Natural Resources
Wyoming At,Large,,"Hageman, Harriet",1227 LHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Arizona,8th,,"Hamadeh, Abraham",1722 LHOB,Armed Services
Arizona,8th,,"Hamadeh, Abraham",1722 LHOB,Veterans' Affairs
California,9th,,"Harder, Josh",209 CHOB,Appropriations
Florida,8th,,"Haridopolos, Mike",1039 LHOB,Financial Services
Florida,8th,,"Haridopolos, Mike",1039 LHOB,"Science, Space, and Technology"
North Carolina,10th,,"Harrigan, Pat",1233 LHOB,Armed Services
North Carolina,10th,,"Harrigan, Pat",1233 LHOB,"Science, Space, and Technology"
Maryland,1st,,"Harris, Andy",1536 LHOB,Appropriations
North Carolina,8th,,"Harris, Mark",126 CHOB,Agriculture
North Carolina,8th,,"Harris, Mark",126 CHOB,Education and Workforce
North Carolina,8th,,"Harris, Mark",126 CHOB,Judiciary
Tennessee,1st,,"Harshbarger, Diana",167 CHOB,Energy and Commerce
Connecticut,5th,,"Hayes, Jahana",2049 RHOB,Agriculture
Connecticut,5th,,"Hayes, Jahana",2049 RHOB,Education and Workforce
Oklahoma,1st,,"Hern, Kevin",171 CHOB,Ways and Means
Puerto Rico Resident,Commissioner,,"Hernandez, Pablo",1419 LHOB,Homeland Security
Puerto Rico Resident,Commissioner,,"Hernandez, Pablo",1419 LHOB,Natural Resources
Louisiana,3rd,,"Higgins, Clay",572 CHOB,Armed Services
Louisiana,3rd,,"Higgins, Clay",572 CHOB,Oversight and Government Reform
Louisiana,3rd,,"Higgins, Clay",572 CHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Arkansas,2nd,,"Hill, J.",1533 LHOB,Financial Services
Arkansas,2nd,,"Hill, J.",1533 LHOB,Intelligence
Connecticut,4th,,"Himes, James",2137 RHOB,Financial Services
Connecticut,4th,,"Himes, James",2137 RHOB,Intelligence
Iowa,2nd,,"Hinson, Ashley",2458 RHOB,Appropriations
Iowa,2nd,,"Hinson, Ashley",2458 RHOB,Ethics
Iowa,2nd,,"Hinson, Ashley",2458 RHOB,Select Comm on the Strategic Competition US and China
Nevada,4th,,"Horsford, Steven",406 CHOB,Ways and Means
Indiana,9th,,"Houchin, Erin",342 CHOB,Budget
Indiana,9th,,"Houchin, Erin",342 CHOB,Energy and Commerce
Indiana,9th,,"Houchin, Erin",342 CHOB,Rules
Pennsylvania,6th,,"Houlahan, Chrissy",1727 LHOB,Armed Services
Pennsylvania,6th,,"Houlahan, Chrissy",1727 LHOB,Intelligence
Maryland,5th,,"Hoyer, Steny",1705 LHOB,Appropriations
Oregon,4th,,"Hoyle, Val",1620 LHOB,Natural Resources
Oregon,4th,,"Hoyle, Val",1620 LHOB,Transportation and Infrastructure
North Carolina,9th,,"Hudson, Richard",2112 RHOB,Energy and Commerce
California,2nd,,"Huffman, Jared",2330 RHOB,Natural Resources
California,2nd,,"Huffman, Jared",2330 RHOB,Transportation and Infrastructure
Michigan,4th,,"Huizenga, Bill",2232 RHOB,Financial Services
Michigan,4th,,"Huizenga, Bill",2232 RHOB,Foreign Affairs
Texas,38th,,"Hunt, Wesley",1520 LHOB,Judiciary
Texas,38th,,"Hunt, Wesley",1520 LHOB,Natural Resources
Colorado,3rd,,"Hurd, Jeff",1641 LHOB,Natural Resources
Colorado,3rd,,"Hurd, Jeff",1641 LHOB,"Science, Space, and Technology"
Colorado,3rd,,"Hurd, Jeff",1641 LHOB,Transportation and Infrastructure
California,48th,,"Issa, Darrell",2108 RHOB,Foreign Affairs
California,48th,,"Issa, Darrell",2108 RHOB,Judiciary
California,48th,,"Issa, Darrell",2108 RHOB,"Science, Space, and Technology"
Maryland,4th,,"Ivey, Glenn",1610 LHOB,Appropriations
Maryland,4th,,"Ivey, Glenn",1610 LHOB,Ethics
Georgia,3rd,,"Jack, Brian",1320 LHOB,Oversight and Government Reform
Georgia,3rd,,"Jack, Brian",1320 LHOB,Rules
Georgia,3rd,,"Jack, Brian",1320 LHOB,Small Business
Illinois,1st,,"Jackson, Jonathan",1632 LHOB,Agriculture
Illinois,1st,,"Jackson, Jonathan",1632 LHOB,Foreign Affairs
Texas,13th,,"Jackson, Ronny",125 CHOB,Agriculture
Texas,13th,,"Jackson, Ronny",125 CHOB,Armed Services
Texas,13th,,"Jackson, Ronny",125 CHOB,Foreign Affairs
Texas,13th,,"Jackson, Ronny",125 CHOB,Intelligence
California,51st,,"Jacobs, Sara",2348 RHOB,Armed Services
California,51st,,"Jacobs, Sara",2348 RHOB,Foreign Affairs
Michigan,10th,,"James, John",1519 LHOB,Energy and Commerce
Washington,7th,,"Jayapal, Pramila",2346 RHOB,Budget
Washington,7th,,"Jayapal, Pramila",2346 RHOB,Foreign Affairs
Washington,7th,,"Jayapal, Pramila",2346 RHOB,Judiciary
New York,8th,,"Jeffries, Hakeem",2267 RHOB,
South Dakota At,Large,,"Johnson, Dusty",1714 LHOB,Agriculture
South Dakota At,Large,,"Johnson, Dusty",1714 LHOB,Select Comm on the Strategic Competition US and China
South Dakota At,Large,,"Johnson, Dusty",1714 LHOB,Transportation and Infrastructure
Georgia,4th,,"Johnson, Henry",2240 RHOB,Judiciary
Georgia,4th,,"Johnson, Henry",2240 RHOB,Transportation and Infrastructure
Texas,32nd,,"Johnson, Julie",221 CHOB,Foreign Affairs
Texas,32nd,,"Johnson, Julie",221 CHOB,Homeland Security
Texas,32nd,,"Johnson, Julie",221 CHOB,House Administration
Texas,32nd,,"Johnson, Julie",221 CHOB,Joint Committee of Congress on the Library
Louisiana,4th,,"Johnson, Mike",521 CHOB,
Ohio,4th,,"Jordan, Jim",2056 RHOB,Judiciary
Ohio,4th,,"Jordan, Jim",2056 RHOB,Oversight and Government Reform
Ohio,14th,,"Joyce, David",2065 RHOB,Appropriations
Pennsylvania,13th,,"Joyce, John",2102 RHOB,Energy and Commerce
California,37th,,"Kamlager-Dove, Sydney",144 CHOB,Foreign Affairs
California,37th,,"Kamlager-Dove, Sydney",144 CHOB,Judiciary
Ohio,9th,,"Kaptur, Marcy",2314 RHOB,Appropriations
Ohio,9th,,"Kaptur, Marcy",2314 RHOB,Budget
New Jersey,7th,,"Kean, Thomas",251 CHOB,Energy and Commerce
New Jersey,7th,,"Kean, Thomas",251 CHOB,Foreign Affairs
Massachusetts,9th,,"Keating, William",2372 RHOB,Armed Services
Massachusetts,9th,,"Keating, William",2372 RHOB,Foreign Affairs
Pennsylvania,16th,,"Kelly, Mike",1707 LHOB,Ways and Means
Illinois,2nd,,"Kelly, Robin",2329 RHOB,Energy and Commerce
Mississippi,1st,,"Kelly, Trent",2243 RHOB,Agriculture
Mississippi,1st,,"Kelly, Trent",2243 RHOB,Armed Services
Mississippi,1st,,"Kelly, Trent",2243 RHOB,Intelligence
Utah,3rd,,"Kennedy, Mike",1626 LHOB,Natural Resources
Utah,3rd,,"Kennedy, Mike",1626 LHOB,"Science, Space, and Technology"
Utah,3rd,,"Kennedy, Mike",1626 LHOB,Transportation and Infrastructure
New York,26th,,"Kennedy, Timothy",423 CHOB,Homeland Security
New York,26th,,"Kennedy, Timothy",423 CHOB,Veterans' Affairs
California,17th,,"Khanna, Ro",306 CHOB,Armed Services
California,17th,,"Khanna, Ro",306 CHOB,Oversight and Government Reform
California,17th,,"Khanna, Ro",306 CHOB,Select Comm on the Strategic Competition US and China
Virginia,2nd,,"Kiggans, Jennifer",152 CHOB,Armed Services
Virginia,2nd,,"Kiggans, Jennifer",152 CHOB,Natural Resources
Virginia,2nd,,"Kiggans, Jennifer",152 CHOB,Veterans' Affairs
California,3rd,,"Kiley, Kevin",2445 RHOB,Education and Workforce
California,3rd,,"Kiley, Kevin",2445 RHOB,Judiciary
California,3rd,,"Kiley, Kevin",2445 RHOB,Transportation and Infrastructure
California,40th,,"Kim, Young",2439 RHOB,Financial Services
California,40th,,"Kim, Young",2439 RHOB,Foreign Affairs
California,40th,,"Kim, Young",2439 RHOB,Select Comm on the Strategic Competition US and China
Northern Mariana Islands,Delegate,,"King-Hinds, Kimberlyn",425 CHOB,Small Business
Northern Mariana Islands,Delegate,,"King-Hinds, Kimberlyn",425 CHOB,Transportation and Infrastructure
Northern Mariana Islands,Delegate,,"King-Hinds, Kimberlyn",425 CHOB,Veterans' Affairs
North Carolina,13th,,"Knott, Brad",1239 LHOB,Homeland Security
North Carolina,13th,,"Knott, Brad",1239 LHOB,Judiciary
North Carolina,13th,,"Knott, Brad",1239 LHOB,Transportation and Infrastructure
Illinois,8th,,"Krishnamoorthi, Raja",2367 RHOB,Intelligence
Illinois,8th,,"Krishnamoorthi, Raja",2367 RHOB,Oversight and Government Reform
Illinois,8th,,"Krishnamoorthi, Raja",2367 RHOB,Select Comm on the Strategic Competition US and China
Tennessee,8th,,"Kustoff, David",560 CHOB,Ways and Means
Illinois,16th,,"LaHood, Darin",503 CHOB,Intelligence
Illinois,16th,,"LaHood, Darin",503 CHOB,Select Comm on the Strategic Competition US and China
Illinois,16th,,"LaHood, Darin",503 CHOB,Ways and Means
New York,1st,,"LaLota, Nick",122 CHOB,Appropriations
New York,1st,,"LaLota, Nick",122 CHOB,Small Business
California,1st,,"LaMalfa, Doug",408 CHOB,Agriculture
California,1st,,"LaMalfa, Doug",408 CHOB,Natural Resources
California,1st,,"LaMalfa, Doug",408 CHOB,Transportation and Infrastructure
Ohio,1st,,"Landsman, Greg",2244 RHOB,Energy and Commerce
New York,23rd,,"Langworthy, Nicholas",422 CHOB,Energy and Commerce
New York,23rd,,"Langworthy, Nicholas",422 CHOB,Oversight and Government Reform
New York,23rd,,"Langworthy, Nicholas",422 CHOB,Rules
Washington,2nd,,"Larsen, Rick",2163 RHOB,Transportation and Infrastructure
Connecticut,1st,,"Larson, John",1501 LHOB,Ways and Means
New York,16th,,"Latimer, George",1507 LHOB,Foreign Affairs
New York,16th,,"Latimer, George",1507 LHOB,Small Business
Ohio,5th,,"Latta, Robert",2470 RHOB,Energy and Commerce
New York,17th,,"Lawler, Michael",324 CHOB,Financial Services
New York,17th,,"Lawler, Michael",324 CHOB,Foreign Affairs
Florida,15th,,"Lee, Laurel",2464 RHOB,Energy and Commerce
Florida,15th,,"Lee, Laurel",2464 RHOB,House Administration
Florida,15th,,"Lee, Laurel",2464 RHOB,Judiciary
Pennsylvania,12th,,"Lee, Summer",2437 RHOB,Education and Workforce
Pennsylvania,12th,,"Lee, Summer",2437 RHOB,Oversight and Government Reform
Nevada,3rd,,"Lee, Susie",365 CHOB,Appropriations
Nevada,3rd,,"Lee, Susie",365 CHOB,Natural Resources
New Mexico,3rd,,"Leger Fernandez, Teresa",2417 RHOB,Natural Resources
New Mexico,3rd,,"Leger Fernandez, Teresa",2417 RHOB,Rules
Louisiana,5th,,"Letlow, Julia",142 CHOB,Appropriations
Louisiana,5th,,"Letlow, Julia",142 CHOB,Education and Workforce
California,49th,,"Levin, Mike",2352 RHOB,Appropriations
California,16th,,"Liccardo, Sam",1117 LHOB,Financial Services
California,36th,,"Lieu, Ted",2454 RHOB,Foreign Affairs
California,36th,,"Lieu, Ted",2454 RHOB,Judiciary
California,18th,,"Lofgren, Zoe",1401 LHOB,Judiciary
California,18th,,"Lofgren, Zoe",1401 LHOB,"Science, Space, and Technology"
Georgia,11th,,"Loudermilk, Barry",2133 RHOB,Financial Services
Georgia,11th,,"Loudermilk, Barry",2133 RHOB,House Administration
Georgia,11th,,"Loudermilk, Barry",2133 RHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Oklahoma,3rd,,"Lucas, Frank",2405 RHOB,Agriculture
Oklahoma,3rd,,"Lucas, Frank",2405 RHOB,Financial Services
Florida,13th,,"Luna, Anna Paulina",226 CHOB,Foreign Affairs
Florida,13th,,"Luna, Anna Paulina",226 CHOB,Oversight and Government Reform
Texas,8th,,"Luttrell, Morgan",444 CHOB,Armed Services
Texas,8th,,"Luttrell, Morgan",444 CHOB,Homeland Security
Texas,8th,,"Luttrell, Morgan",444 CHOB,Veterans' Affairs
Massachusetts,8th,,"Lynch, Stephen",2109 RHOB,Financial Services
Massachusetts,8th,,"Lynch, Stephen",2109 RHOB,Oversight and Government Reform
South Carolina,1st,,"Mace, Nancy",1728 LHOB,Armed Services
South Carolina,1st,,"Mace, Nancy",1728 LHOB,Oversight and Government Reform
South Carolina,1st,,"Mace, Nancy",1728 LHOB,Veterans' Affairs
Pennsylvania,7th,,"Mackenzie, Ryan",121 CHOB,Education and Workforce
Pennsylvania,7th,,"Mackenzie, Ryan",121 CHOB,Foreign Affairs
Pennsylvania,7th,,"Mackenzie, Ryan",121 CHOB,Homeland Security
Rhode Island,2nd,,"Magaziner, Seth",252 CHOB,Homeland Security
Rhode Island,2nd,,"Magaziner, Seth",252 CHOB,Natural Resources
New York,11th,,"Malliotakis, Nicole",1124 LHOB,Ways and Means
Utah,2nd,,"Maloy, Celeste",249 CHOB,Appropriations
Utah,2nd,,"Maloy, Celeste",249 CHOB,Natural Resources
Kansas,1st,,"Mann, Tracey",344 CHOB,Agriculture
Kansas,1st,,"Mann, Tracey",344 CHOB,Transportation and Infrastructure
New York,22nd,,"Mannion, John",1516 LHOB,Agriculture
New York,22nd,,"Mannion, John",1516 LHOB,Education and Workforce
Kentucky,4th,,"Massie, Thomas",2371 RHOB,Judiciary
Kentucky,4th,,"Massie, Thomas",2371 RHOB,Transportation and Infrastructure
Florida,21st,,"Mast, Brian",2182 RHOB,Foreign Affairs
Florida,21st,,"Mast, Brian",2182 RHOB,Transportation and Infrastructure
California,7th,,"Matsui, Doris",2206 RHOB,Energy and Commerce
Georgia,6th,,"McBath, Lucy",2246 RHOB,Education and Workforce
Georgia,6th,,"McBath, Lucy",2246 RHOB,Judiciary
Delaware At,Large,,"McBride, Sarah",1306 LHOB,Foreign Affairs
Delaware At,Large,,"McBride, Sarah",1306 LHOB,"Science, Space, and Technology"
Texas,10th,,"McCaul, Michael",2300 RHOB,Foreign Affairs
Texas,10th,,"McCaul, Michael",2300 RHOB,Homeland Security
Maryland,6th,,"McClain Delaney, April",1130 LHOB,Agriculture
Maryland,6th,,"McClain Delaney, April",1130 LHOB,"Science, Space, and Technology"
Michigan,9th,,"McClain, Lisa",562 CHOB,Education and Workforce
Michigan,9th,,"McClain, Lisa",562 CHOB,Financial Services
Virginia,4th,,"McClellan, Jennifer",1628 LHOB,Energy and Commerce
California,5th,,"McClintock, Tom",2256 RHOB,Budget
California,5th,,"McClintock, Tom",2256 RHOB,Judiciary
California,5th,,"McClintock, Tom",2256 RHOB,Natural Resources
Minnesota,4th,,"McCollum, Betty",2426 RHOB,Appropriations
Georgia,7th,,"McCormick, Richard",1719 LHOB,Armed Services
Georgia,7th,,"McCormick, Richard",1719 LHOB,Foreign Affairs
Georgia,7th,,"McCormick, Richard",1719 LHOB,"Science, Space, and Technology"
Michigan,8th,,"McDonald Rivet, Kristen",1408 LHOB,Agriculture
Michigan,8th,,"McDonald Rivet, Kristen",1408 LHOB,Transportation and Infrastructure
North Carolina,6th,,"McDowell, Addison",1032 LHOB,Budget
North Carolina,6th,,"McDowell, Addison",1032 LHOB,Natural Resources
North Carolina,6th,,"McDowell, Addison",1032 LHOB,Transportation and Infrastructure
Kentucky,3rd,,"McGarvey, Morgan",1527 LHOB,Budget
Kentucky,3rd,,"McGarvey, Morgan",1527 LHOB,Small Business
Kentucky,3rd,,"McGarvey, Morgan",1527 LHOB,Veterans' Affairs
Massachusetts,2nd,,"McGovern, James",370 CHOB,Agriculture
Massachusetts,2nd,,"McGovern, James",370 CHOB,Rules
Virginia,5th,,"McGuire, John",1013 LHOB,Armed Services
Virginia,5th,,"McGuire, John",1013 LHOB,Oversight and Government Reform
New Jersey,10th,,"McIver, LaMonica",426 CHOB,Homeland Security
New Jersey,10th,,"McIver, LaMonica",426 CHOB,Small Business
New York,5th,,"Meeks, Gregory",2310 RHOB,Financial Services
New York,5th,,"Meeks, Gregory",2310 RHOB,Foreign Affairs
New Jersey,8th,,"Menendez, Robert",2453 RHOB,Energy and Commerce
New York,6th,,"Meng, Grace",2468 RHOB,Appropriations
Indiana,8th,,"Messmer, Mark",1208 LHOB,Agriculture
Indiana,8th,,"Messmer, Mark",1208 LHOB,Armed Services
Indiana,8th,,"Messmer, Mark",1208 LHOB,Education and Workforce
Pennsylvania,9th,,"Meuser, Daniel",350 CHOB,Financial Services
Pennsylvania,9th,,"Meuser, Daniel",350 CHOB,Small Business
Maryland,7th,,"Mfume, Kweisi",2263 RHOB,Foreign Affairs
Maryland,7th,,"Mfume, Kweisi",2263 RHOB,Oversight and Government Reform
West Virginia,1st,,"Miller, Carol",465 CHOB,Ways and Means
Illinois,15th,,"Miller, Mary",1740 LHOB,Agriculture
Illinois,15th,,"Miller, Mary",1740 LHOB,Education and Workforce
Illinois,15th,,"Miller, Mary",1740 LHOB,House Administration
Ohio,7th,,"Miller, Max",143 CHOB,"Science, Space, and Technology"
Ohio,7th,,"Miller, Max",143 CHOB,Ways and Means
Iowa,1st,,"Miller-Meeks, Mariannette",504 CHOB,Energy and Commerce
Iowa,1st,,"Miller-Meeks, Mariannette",504 CHOB,Veterans' Affairs
Florida,7th,,"Mills, Cory",346 CHOB,Armed Services
Florida,7th,,"Mills, Cory",346 CHOB,Foreign Affairs
California,47th,,"Min, Dave",1034 LHOB,Natural Resources
California,47th,,"Min, Dave",1034 LHOB,Oversight and Government Reform
Michigan,2nd,,"Moolenaar, John",246 CHOB,Appropriations
Michigan,2nd,,"Moolenaar, John",246 CHOB,Select Comm on the Strategic Competition US and China
Alabama,1st,,"Moore, Barry",1511 LHOB,Agriculture
Alabama,1st,,"Moore, Barry",1511 LHOB,Judiciary
Utah,1st,,"Moore, Blake",1131 LHOB,Budget
Utah,1st,,"Moore, Blake",1131 LHOB,Ways and Means
Wisconsin,4th,,"Moore, Gwen",2252 RHOB,Ways and Means
West Virginia,2nd,,"Moore, Riley",1337 LHOB,Appropriations
North Carolina,14th,,"Moore, Tim",1424 LHOB,Budget
North Carolina,14th,,"Moore, Tim",1424 LHOB,Financial Services
Texas,1st,,"Moran, Nathaniel",1605 LHOB,Ethics
