first_name,first_name1,last_name,last_name1,bioguide_id1,position1,state1
Vicente,Vicente,Gonzalez,Gonzalez,G000581,Representative,TX
Vicente,Vicente,Gonzalez,Gonzalez,G000581,Representative,TX
Lance,Lance,Gooden,Gooden,G000589,Representative,TX
Lance,Lance,Gooden,Gooden,G000589,Representative,TX
Lance,Lance,Gooden,Gooden,G000589,Representative,TX
Lance,Lance,Gooden,Gooden,G000589,Representative,TX
Lance,Lance,Gooden,Gooden,G000589,Representative,TX
Maggie,Maggie,Goodlander,Goodlander,G000604,Representative,NH
Maggie,Maggie,Goodlander,Goodlander,G000604,Representative,NH
Maggie,Maggie,Goodlander,Goodlander,G000604,Representative,NH
Maggie,Maggie,Goodlander,Goodlander,G000604,Representative,NH
Maggie,Maggie,Goodlander,Goodlander,G000604,Representative,NH
Paul A.,Paul,Gosar,Gosar,G000565,Representative,AZ
Paul A.,Paul,Gosar,Gosar,G000565,Representative,AZ
Paul A.,Paul,Gosar,Gosar,G000565,Representative,AZ
Paul A.,Paul,Gosar,Gosar,G000565,Representative,AZ
Paul A.,Paul,Gosar,Gosar,G000565,Representative,AZ
Josh,Josh,Gottheimer,Gottheimer,G000583,Representative,NJ
Josh,Josh,Gottheimer,Gottheimer,G000583,Representative,NJ
Josh,Josh,Gottheimer,Gottheimer,G000583,Representative,NJ
Josh,Josh,Gottheimer,Gottheimer,G000583,Representative,NJ
Josh,Josh,Gottheimer,Gottheimer,G000583,Representative,NJ
Lindsey,Lindsey,Graham,Graham,G000359,Senator,SC
Lindsey,Lindsey,Graham,Graham,G000359,Senator,SC
Lindsey,Lindsey,Graham,Graham,G000359,Senator,SC
Lindsey,Lindsey,Graham,Graham,G000359,Senator,SC
Lindsey,Lindsey,Graham,Graham,G000359,Senator,SC
Chuck,Charles,Grassley,Grassley,G000386,Senator,IA
Chuck,Charles,Grassley,Grassley,G000386,Senator,IA
Chuck,Charles,Grassley,Grassley,G000386,Senator,IA
Chuck,Charles,Grassley,Grassley,G000386,Senator,IA
Chuck,Charles,Grassley,Grassley,G000386,Senator,IA
Sam,Samuel,Graves,Graves,G000546,Representative,MO
Sam,Samuel,Graves,Graves,G000546,Representative,MO
Sam,Samuel,Graves,Graves,G000546,Representative,MO
Sam,Samuel,Graves,Graves,G000546,Representative,MO
Sam,Samuel,Graves,Graves,G000546,Representative,MO
Adam,Adam,Gray,Gray,G000605,Representative,CA
Adam,Adam,Gray,Gray,G000605,Representative,CA
Adam,Adam,Gray,Gray,G000605,Representative,CA
Adam,Adam,Gray,Gray,G000605,Representative,CA
Adam,Adam,Gray,Gray,G000605,Representative,CA
Al,Al,Green,Green,G000553,Representative,TX
Mark E.,Mark,Green,Green,G000590,Representative,TN
Al,Al,Green,Green,G000553,Representative,TX
Mark E.,Mark,Green,Green,G000590,Representative,TN
Al,Al,Green,Green,G000553,Representative,TX
Mark E.,Mark,Green,Green,G000590,Representative,TN
Al,Al,Green,Green,G000553,Representative,TX
Mark E.,Mark,Green,Green,G000590,Representative,TN
Al,Al,Green,Green,G000553,Representative,TX
Mark E.,Mark,Green,Green,G000590,Representative,TN
Marjorie Taylor,Marjorie,Greene,Greene,G000596,Representative,GA
Marjorie Taylor,Marjorie,Greene,Greene,G000596,Representative,GA
Marjorie Taylor,Marjorie,Greene,Greene,G000596,Representative,GA
Marjorie Taylor,Marjorie,Greene,Greene,G000596,Representative,GA
Marjorie Taylor,Marjorie,Greene,Greene,G000596,Representative,GA
H. Morgan,H.,Griffith,Griffith,G000568,Representative,VA
H. Morgan,H.,Griffith,Griffith,G000568,Representative,VA
H. Morgan,H.,Griffith,Griffith,G000568,Representative,VA
H. Morgan,H.,Griffith,Griffith,G000568,Representative,VA
H. Morgan,H.,Griffith,Griffith,G000568,Representative,VA
Raul,Raul,Grijalva,Grijalva,G000551,Representative,AZ
Raul,Raul,Grijalva,Grijalva,G000551,Representative,AZ
Raul,Raul,Grijalva,Grijalva,G000551,Representative,AZ
Raul,Raul,Grijalva,Grijalva,G000551,Representative,AZ
Raul,Raul,Grijalva,Grijalva,G000551,Representative,AZ
Glenn,Glenn,Grothman,Grothman,G000576,Representative,WI
Glenn,Glenn,Grothman,Grothman,G000576,Representative,WI
Glenn,Glenn,Grothman,Grothman,G000576,Representative,WI
Glenn,Glenn,Grothman,Grothman,G000576,Representative,WI
Glenn,Glenn,Grothman,Grothman,G000576,Representative,WI
Michael,Michael,Guest,Guest,G000591,Representative,MS
Michael,Michael,Guest,Guest,G000591,Representative,MS
Michael,Michael,Guest,Guest,G000591,Representative,MS
Michael,Michael,Guest,Guest,G000591,Representative,MS
Michael,Michael,Guest,Guest,G000591,Representative,MS
Brett,Brett,Guthrie,Guthrie,G000558,Representative,KY
Brett,Brett,Guthrie,Guthrie,G000558,Representative,KY
Brett,Brett,Guthrie,Guthrie,G000558,Representative,KY
Brett,Brett,Guthrie,Guthrie,G000558,Representative,KY
Brett,Brett,Guthrie,Guthrie,G000558,Representative,KY
Harriet M.,Harriet,Hageman,Hageman,H001096,Representative,WY
Harriet M.,Harriet,Hageman,Hageman,H001096,Representative,WY
Harriet M.,Harriet,Hageman,Hageman,H001096,Representative,WY
Harriet M.,Harriet,Hageman,Hageman,H001096,Representative,WY
Harriet M.,Harriet,Hageman,Hageman,H001096,Representative,WY
Bill,William,Hagerty,Hagerty,H000601,Senator,TN
Bill,William,Hagerty,Hagerty,H000601,Senator,TN
Bill,William,Hagerty,Hagerty,H000601,Senator,TN
Bill,William,Hagerty,Hagerty,H000601,Senator,TN
Bill,William,Hagerty,Hagerty,H000601,Senator,TN
Abraham J.,Abraham,Hamadeh,Hamadeh,H001098,Representative,AZ
Abraham J.,Abraham,Hamadeh,Hamadeh,H001098,Representative,AZ
Abraham J.,Abraham,Hamadeh,Hamadeh,H001098,Representative,AZ
Abraham J.,Abraham,Hamadeh,Hamadeh,H001098,Representative,AZ
Abraham J.,Abraham,Hamadeh,Hamadeh,H001098,Representative,AZ
Josh,Josh,Harder,Harder,H001090,Representative,CA
Josh,Josh,Harder,Harder,H001090,Representative,CA
Josh,Josh,Harder,Harder,H001090,Representative,CA
Josh,Josh,Harder,Harder,H001090,Representative,CA
Josh,Josh,Harder,Harder,H001090,Representative,CA
Mike,Mike,Haridopolos,Haridopolos,H001099,Representative,FL
Mike,Mike,Haridopolos,Haridopolos,H001099,Representative,FL
Mike,Mike,Haridopolos,Haridopolos,H001099,Representative,FL
Mike,Mike,Haridopolos,Haridopolos,H001099,Representative,FL
Mike,Mike,Haridopolos,Haridopolos,H001099,Representative,FL
Pat,Pat,Harrigan,Harrigan,H001101,Representative,NC
Pat,Pat,Harrigan,Harrigan,H001101,Representative,NC
Pat,Pat,Harrigan,Harrigan,H001101,Representative,NC
Pat,Pat,Harrigan,Harrigan,H001101,Representative,NC
Pat,Pat,Harrigan,Harrigan,H001101,Representative,NC
Andy,Andy,Harris,Harris,H001052,Representative,MD
Mark,Mark,Harris,Harris,H001102,Representative,NC
Andy,Andy,Harris,Harris,H001052,Representative,MD
Mark,Mark,Harris,Harris,H001102,Representative,NC
Andy,Andy,Harris,Harris,H001052,Representative,MD
Mark,Mark,Harris,Harris,H001102,Representative,NC
Andy,Andy,Harris,Harris,H001052,Representative,MD
Mark,Mark,Harris,Harris,H001102,Representative,NC
Andy,Andy,Harris,Harris,H001052,Representative,MD
Mark,Mark,Harris,Harris,H001102,Representative,NC
Diana,Diana,Harshbarger,Harshbarger,H001086,Representative,TN
Diana,Diana,Harshbarger,Harshbarger,H001086,Representative,TN
Diana,Diana,Harshbarger,Harshbarger,H001086,Representative,TN
Diana,Diana,Harshbarger,Harshbarger,H001086,Representative,TN
Diana,Diana,Harshbarger,Harshbarger,H001086,Representative,TN
Margaret Wood,Margaret,Hassan,Hassan,H001076,Senator,NH
Margaret Wood,Margaret,Hassan,Hassan,H001076,Senator,NH
Margaret Wood,Margaret,Hassan,Hassan,H001076,Senator,NH
Margaret Wood,Margaret,Hassan,Hassan,H001076,Senator,NH
Margaret Wood,Margaret,Hassan,Hassan,H001076,Senator,NH
Josh,Joshua,Hawley,Hawley,H001089,Senator,MO
Josh,Joshua,Hawley,Hawley,H001089,Senator,MO
Josh,Joshua,Hawley,Hawley,H001089,Senator,MO
Josh,Joshua,Hawley,Hawley,H001089,Senator,MO
Josh,Joshua,Hawley,Hawley,H001089,Senator,MO
Jahana,Jahana,Hayes,Hayes,H001081,Representative,CT
Jahana,Jahana,Hayes,Hayes,H001081,Representative,CT
Jahana,Jahana,Hayes,Hayes,H001081,Representative,CT
Jahana,Jahana,Hayes,Hayes,H001081,Representative,CT
Jahana,Jahana,Hayes,Hayes,H001081,Representative,CT
Martin,Martin,Heinrich,Heinrich,H001046,Senator,NM
Martin,Martin,Heinrich,Heinrich,H001046,Senator,NM
Martin,Martin,Heinrich,Heinrich,H001046,Senator,NM
Martin,Martin,Heinrich,Heinrich,H001046,Senator,NM
Martin,Martin,Heinrich,Heinrich,H001046,Senator,NM
Kevin,Kevin,Hern,Hern,H001082,Representative,OK
Kevin,Kevin,Hern,Hern,H001082,Representative,OK
Kevin,Kevin,Hern,Hern,H001082,Representative,OK
Kevin,Kevin,Hern,Hern,H001082,Representative,OK
Kevin,Kevin,Hern,Hern,H001082,Representative,OK
Pablo Jose,Pablo,Hernández,Hernandez,H001103,Resident Commissioner,PR
Pablo Jose,Pablo,Hernández,Hernandez,H001103,Resident Commissioner,PR
Pablo Jose,Pablo,Hernández,Hernandez,H001103,Resident Commissioner,PR
Pablo Jose,Pablo,Hernández,Hernandez,H001103,Resident Commissioner,PR
Pablo Jose,Pablo,Hernández,Hernandez,H001103,Resident Commissioner,PR
John W.,John,Hickenlooper,Hickenlooper,H000273,Senator,CO
John W.,John,Hickenlooper,Hickenlooper,H000273,Senator,CO
John W.,John,Hickenlooper,Hickenlooper,H000273,Senator,CO
John W.,John,Hickenlooper,Hickenlooper,H000273,Senator,CO
John W.,John,Hickenlooper,Hickenlooper,H000273,Senator,CO
Clay,Clay,Higgins,Higgins,H001077,Representative,LA
Clay,Clay,Higgins,Higgins,H001077,Representative,LA
Clay,Clay,Higgins,Higgins,H001077,Representative,LA
Clay,Clay,Higgins,Higgins,H001077,Representative,LA
Clay,Clay,Higgins,Higgins,H001077,Representative,LA
J. French,French,Hill,Hill,H001072,Representative,AR
J. French,French,Hill,Hill,H001072,Representative,AR
J. French,French,Hill,Hill,H001072,Representative,AR
J. French,French,Hill,Hill,H001072,Representative,AR
J. French,French,Hill,Hill,H001072,Representative,AR
James A.,James,Himes,Himes,H001047,Representative,CT
James A.,James,Himes,Himes,H001047,Representative,CT
James A.,James,Himes,Himes,H001047,Representative,CT
James A.,James,Himes,Himes,H001047,Representative,CT
James A.,James,Himes,Himes,H001047,Representative,CT
Ashley,Ashley,Hinson,Hinson,H001091,Representative,IA
Ashley,Ashley,Hinson,Hinson,H001091,Representative,IA
Ashley,Ashley,Hinson,Hinson,H001091,Representative,IA
Ashley,Ashley,Hinson,Hinson,H001091,Representative,IA
Ashley,Ashley,Hinson,Hinson,H001091,Representative,IA
Mazie K.,Mazie,Hirono,Hirono,H001042,Senator,HI
Mazie K.,Mazie,Hirono,Hirono,H001042,Senator,HI
Mazie K.,Mazie,Hirono,Hirono,H001042,Senator,HI
Mazie K.,Mazie,Hirono,Hirono,H001042,Senator,HI
Mazie K.,Mazie,Hirono,Hirono,H001042,Senator,HI
John,John,Hoeven,Hoeven,H001061,Senator,ND
John,John,Hoeven,Hoeven,H001061,Senator,ND
John,John,Hoeven,Hoeven,H001061,Senator,ND
John,John,Hoeven,Hoeven,H001061,Senator,ND
John,John,Hoeven,Hoeven,H001061,Senator,ND
Steven,Steven,Horsford,Horsford,H001066,Representative,NV
Steven,Steven,Horsford,Horsford,H001066,Representative,NV
Steven,Steven,Horsford,Horsford,H001066,Representative,NV
Steven,Steven,Horsford,Horsford,H001066,Representative,NV
Steven,Steven,Horsford,Horsford,H001066,Representative,NV
Erin,Erin,Houchin,Houchin,H001093,Representative,IN
Erin,Erin,Houchin,Houchin,H001093,Representative,IN
Erin,Erin,Houchin,Houchin,H001093,Representative,IN
Erin,Erin,Houchin,Houchin,H001093,Representative,IN
Erin,Erin,Houchin,Houchin,H001093,Representative,IN
Chrissy,Christina,Houlahan,Houlahan,H001085,Representative,PA
Chrissy,Christina,Houlahan,Houlahan,H001085,Representative,PA
Chrissy,Christina,Houlahan,Houlahan,H001085,Representative,PA
Chrissy,Christina,Houlahan,Houlahan,H001085,Representative,PA
Chrissy,Christina,Houlahan,Houlahan,H001085,Representative,PA
Steny H.,Steny,Hoyer,Hoyer,H000874,Representative,MD
Steny H.,Steny,Hoyer,Hoyer,H000874,Representative,MD
Steny H.,Steny,Hoyer,Hoyer,H000874,Representative,MD
Steny H.,Steny,Hoyer,Hoyer,H000874,Representative,MD
Steny H.,Steny,Hoyer,Hoyer,H000874,Representative,MD
Val T.,Val,Hoyle,Hoyle,H001094,Representative,OR
Val T.,Val,Hoyle,Hoyle,H001094,Representative,OR
Val T.,Val,Hoyle,Hoyle,H001094,Representative,OR
Val T.,Val,Hoyle,Hoyle,H001094,Representative,OR
Val T.,Val,Hoyle,Hoyle,H001094,Representative,OR
Richard,Richard,Hudson,Hudson,H001067,Representative,NC
Richard,Richard,Hudson,Hudson,H001067,Representative,NC
Richard,Richard,Hudson,Hudson,H001067,Representative,NC
Richard,Richard,Hudson,Hudson,H001067,Representative,NC
Richard,Richard,Hudson,Hudson,H001067,Representative,NC
Jared,Jared,Huffman,Huffman,H001068,Representative,CA
Jared,Jared,Huffman,Huffman,H001068,Representative,CA
Jared,Jared,Huffman,Huffman,H001068,Representative,CA
Jared,Jared,Huffman,Huffman,H001068,Representative,CA
Jared,Jared,Huffman,Huffman,H001068,Representative,CA
Bill,Bill,Huizenga,Huizenga,H001058,Representative,MI
Bill,Bill,Huizenga,Huizenga,H001058,Representative,MI
Bill,Bill,Huizenga,Huizenga,H001058,Representative,MI
Bill,Bill,Huizenga,Huizenga,H001058,Representative,MI
Bill,Bill,Huizenga,Huizenga,H001058,Representative,MI
Wesley,Wesley,Hunt,Hunt,H001095,Representative,TX
Wesley,Wesley,Hunt,Hunt,H001095,Representative,TX
Wesley,Wesley,Hunt,Hunt,H001095,Representative,TX
Wesley,Wesley,Hunt,Hunt,H001095,Representative,TX
Wesley,Wesley,Hunt,Hunt,H001095,Representative,TX
Jeff,Jeff,Hurd,Hurd,H001100,Representative,CO
Jeff,Jeff,Hurd,Hurd,H001100,Representative,CO
Jeff,Jeff,Hurd,Hurd,H001100,Representative,CO
Jeff,Jeff,Hurd,Hurd,H001100,Representative,CO
Jeff,Jeff,Hurd,Hurd,H001100,Representative,CO
Jon,Jon,Husted,Husted,H001104,Senator,OH
Jon,Jon,Husted,Husted,H001104,Senator,OH
Jon,Jon,Husted,Husted,H001104,Senator,OH
Jon,Jon,Husted,Husted,H001104,Senator,OH
Jon,Jon,Husted,Husted,H001104,Senator,OH
Cindy,Cindy,Hyde-Smith,Hyde-Smith,H001079,Senator,MS
Cindy,Cindy,Hyde-Smith,Hyde-Smith,H001079,Senator,MS
Cindy,Cindy,Hyde-Smith,Hyde-Smith,H001079,Senator,MS
Cindy,Cindy,Hyde-Smith,Hyde-Smith,H001079,Senator,MS
Cindy,Cindy,Hyde-Smith,Hyde-Smith,H001079,Senator,MS
Darrell,Darrell,Issa,Issa,I000056,Representative,CA
Darrell,Darrell,Issa,Issa,I000056,Representative,CA
Darrell,Darrell,Issa,Issa,I000056,Representative,CA
Darrell,Darrell,Issa,Issa,I000056,Representative,CA
Darrell,Darrell,Issa,Issa,I000056,Representative,CA
Glenn,Glenn,Ivey,Ivey,I000058,Representative,MD
Glenn,Glenn,Ivey,Ivey,I000058,Representative,MD
Glenn,Glenn,Ivey,Ivey,I000058,Representative,MD
Glenn,Glenn,Ivey,Ivey,I000058,Representative,MD
Glenn,Glenn,Ivey,Ivey,I000058,Representative,MD
Brian,Brian,Jack,Jack,J000311,Representative,GA
Brian,Brian,Jack,Jack,J000311,Representative,GA
Brian,Brian,Jack,Jack,J000311,Representative,GA
Brian,Brian,Jack,Jack,J000311,Representative,GA
Brian,Brian,Jack,Jack,J000311,Representative,GA
Jonathan L.,Jonathan,Jackson,Jackson,J000309,Representative,IL
Ronny,Ronny,Jackson,Jackson,J000304,Representative,TX
Jonathan L.,Jonathan,Jackson,Jackson,J000309,Representative,IL
Ronny,Ronny,Jackson,Jackson,J000304,Representative,TX
Jonathan L.,Jonathan,Jackson,Jackson,J000309,Representative,IL
Ronny,Ronny,Jackson,Jackson,J000304,Representative,TX
Jonathan L.,Jonathan,Jackson,Jackson,J000309,Representative,IL
Ronny,Ronny,Jackson,Jackson,J000304,Representative,TX
Jonathan L.,Jonathan,Jackson,Jackson,J000309,Representative,IL
Ronny,Ronny,Jackson,Jackson,J000304,Representative,TX
Sara,Sara,Jacobs,Jacobs,J000305,Representative,CA
Sara,Sara,Jacobs,Jacobs,J000305,Representative,CA
Sara,Sara,Jacobs,Jacobs,J000305,Representative,CA
Sara,Sara,Jacobs,Jacobs,J000305,Representative,CA
Sara,Sara,Jacobs,Jacobs,J000305,Representative,CA
John,John,James,James,J000307,Representative,MI
John,John,James,James,J000307,Representative,MI
John,John,James,James,J000307,Representative,MI
John,John,James,James,J000307,Representative,MI
John,John,James,James,J000307,Representative,MI
Pramila,Pramila,Jayapal,Jayapal,J000298,Representative,WA
Pramila,Pramila,Jayapal,Jayapal,J000298,Representative,WA
Pramila,Pramila,Jayapal,Jayapal,J000298,Representative,WA
Pramila,Pramila,Jayapal,Jayapal,J000298,Representative,WA
Pramila,Pramila,Jayapal,Jayapal,J000298,Representative,WA
Hakeem S.,Hakeem,Jeffries,Jeffries,J000294,Representative,NY
Hakeem S.,Hakeem,Jeffries,Jeffries,J000294,Representative,NY
Hakeem S.,Hakeem,Jeffries,Jeffries,J000294,Representative,NY
Hakeem S.,Hakeem,Jeffries,Jeffries,J000294,Representative,NY
Hakeem S.,Hakeem,Jeffries,Jeffries,J000294,Representative,NY
Dusty,Dustin,Johnson,Johnson,J000301,Representative,SD
"Henry C. ""Hank""",Hank,Johnson,Johnson,J000288,Representative,GA
Julie,Julie,Johnson,Johnson,J000310,Representative,TX
Mike,Mike,Johnson,Johnson,J000299,Representative,LA
Ron,Ron,Johnson,Johnson,J000293,Senator,WI
Dusty,Dustin,Johnson,Johnson,J000301,Representative,SD
"Henry C. ""Hank""",Hank,Johnson,Johnson,J000288,Representative,GA
Julie,Julie,Johnson,Johnson,J000310,Representative,TX
Mike,Mike,Johnson,Johnson,J000299,Representative,LA
Ron,Ron,Johnson,Johnson,J000293,Senator,WI
Dusty,Dustin,Johnson,Johnson,J000301,Representative,SD
"Henry C. ""Hank""",Hank,Johnson,Johnson,J000288,Representative,GA
Julie,Julie,Johnson,Johnson,J000310,Representative,TX
Mike,Mike,Johnson,Johnson,J000299,Representative,LA
Ron,Ron,Johnson,Johnson,J000293,Senator,WI
Dusty,Dustin,Johnson,Johnson,J000301,Representative,SD
"Henry C. ""Hank""",Hank,Johnson,Johnson,J000288,Representative,GA
Julie,Julie,Johnson,Johnson,J000310,Representative,TX
Mike,Mike,Johnson,Johnson,J000299,Representative,LA
Ron,Ron,Johnson,Johnson,J000293,Senator,WI
Dusty,Dustin,Johnson,Johnson,J000301,Representative,SD
"Henry C. ""Hank""",Hank,Johnson,Johnson,J000288,Representative,GA
Julie,Julie,Johnson,Johnson,J000310,Representative,TX
Mike,Mike,Johnson,Johnson,J000299,Representative,LA
Ron,Ron,Johnson,Johnson,J000293,Senator,WI
Jim,Jim,Jordan,Jordan,J000289,Representative,OH
Jim,Jim,Jordan,Jordan,J000289,Representative,OH
Jim,Jim,Jordan,Jordan,J000289,Representative,OH
Jim,Jim,Jordan,Jordan,J000289,Representative,OH
Jim,Jim,Jordan,Jordan,J000289,Representative,OH
David P.,David,Joyce,Joyce,J000295,Representative,OH
John,John,Joyce,Joyce,J000302,Representative,PA
David P.,David,Joyce,Joyce,J000295,Representative,OH
John,John,Joyce,Joyce,J000302,Representative,PA
David P.,David,Joyce,Joyce,J000295,Representative,OH
John,John,Joyce,Joyce,J000302,Representative,PA
David P.,David,Joyce,Joyce,J000295,Representative,OH
John,John,Joyce,Joyce,J000302,Representative,PA
David P.,David,Joyce,Joyce,J000295,Representative,OH
John,John,Joyce,Joyce,J000302,Representative,PA
James C.,James,Justice,Justice,J000312,Senator,WV
James C.,James,Justice,Justice,J000312,Senator,WV
James C.,James,Justice,Justice,J000312,Senator,WV
James C.,James,Justice,Justice,J000312,Senator,WV
James C.,James,Justice,Justice,J000312,Senator,WV
Tim,Timothy,Kaine,Kaine,K000384,Senator,VA
Tim,Timothy,Kaine,Kaine,K000384,Senator,VA
Tim,Timothy,Kaine,Kaine,K000384,Senator,VA
Tim,Timothy,Kaine,Kaine,K000384,Senator,VA
Tim,Timothy,Kaine,Kaine,K000384,Senator,VA
Sydney,Sydney,Kamlager-Dove,Kamlager-Dove,K000400,Representative,CA
Sydney,Sydney,Kamlager-Dove,Kamlager-Dove,K000400,Representative,CA
Sydney,Sydney,Kamlager-Dove,Kamlager-Dove,K000400,Representative,CA
Sydney,Sydney,Kamlager-Dove,Kamlager-Dove,K000400,Representative,CA
Sydney,Sydney,Kamlager-Dove,Kamlager-Dove,K000400,Representative,CA
Marcy,Marcia,Kaptur,Kaptur,K000009,Representative,OH
Marcy,Marcia,Kaptur,Kaptur,K000009,Representative,OH
Marcy,Marcia,Kaptur,Kaptur,K000009,Representative,OH
Marcy,Marcia,Kaptur,Kaptur,K000009,Representative,OH
Marcy,Marcia,Kaptur,Kaptur,K000009,Representative,OH
Thomas H.,Thomas,Kean,Kean,K000398,Representative,NJ
Thomas H.,Thomas,Kean,Kean,K000398,Representative,NJ
Thomas H.,Thomas,Kean,Kean,K000398,Representative,NJ
Thomas H.,Thomas,Kean,Kean,K000398,Representative,NJ
Thomas H.,Thomas,Kean,Kean,K000398,Representative,NJ
William R.,William,Keating,Keating,K000375,Representative,MA
William R.,William,Keating,Keating,K000375,Representative,MA
William R.,William,Keating,Keating,K000375,Representative,MA
William R.,William,Keating,Keating,K000375,Representative,MA
William R.,William,Keating,Keating,K000375,Representative,MA
Mark,Mark,Kelly,Kelly,K000377,Senator,AZ
Mike,Mike,Kelly,Kelly,K000376,Representative,PA
Robin L.,Robin,Kelly,Kelly,K000385,Representative,IL
Trent,Trent,Kelly,Kelly,K000388,Representative,MS
Mark,Mark,Kelly,Kelly,K000377,Senator,AZ
Mike,Mike,Kelly,Kelly,K000376,Representative,PA
Robin L.,Robin,Kelly,Kelly,K000385,Representative,IL
Trent,Trent,Kelly,Kelly,K000388,Representative,MS
Mark,Mark,Kelly,Kelly,K000377,Senator,AZ
Mike,Mike,Kelly,Kelly,K000376,Representative,PA
Robin L.,Robin,Kelly,Kelly,K000385,Representative,IL
Trent,Trent,Kelly,Kelly,K000388,Representative,MS
Mark,Mark,Kelly,Kelly,K000377,Senator,AZ
Mike,Mike,Kelly,Kelly,K000376,Representative,PA
Robin L.,Robin,Kelly,Kelly,K000385,Representative,IL
Trent,Trent,Kelly,Kelly,K000388,Representative,MS
Mark,Mark,Kelly,Kelly,K000377,Senator,AZ
Mike,Mike,Kelly,Kelly,K000376,Representative,PA
Robin L.,Robin,Kelly,Kelly,K000385,Representative,IL
Trent,Trent,Kelly,Kelly,K000388,Representative,MS
John,John,Kennedy,Kennedy,K000393,Senator,LA
Mike,Mike,Kennedy,Kennedy,K000403,Representative,UT
Timothy M.,Timothy,Kennedy,Kennedy,K000402,Representative,NY
John,John,Kennedy,Kennedy,K000393,Senator,LA
Mike,Mike,Kennedy,Kennedy,K000403,Representative,UT
Timothy M.,Timothy,Kennedy,Kennedy,K000402,Representative,NY
John,John,Kennedy,Kennedy,K000393,Senator,LA
Mike,Mike,Kennedy,Kennedy,K000403,Representative,UT
Timothy M.,Timothy,Kennedy,Kennedy,K000402,Representative,NY
John,John,Kennedy,Kennedy,K000393,Senator,LA
Mike,Mike,Kennedy,Kennedy,K000403,Representative,UT
Timothy M.,Timothy,Kennedy,Kennedy,K000402,Representative,NY
John,John,Kennedy,Kennedy,K000393,Senator,LA
Mike,Mike,Kennedy,Kennedy,K000403,Representative,UT
Timothy M.,Timothy,Kennedy,Kennedy,K000402,Representative,NY
Ro,Ro,Khanna,Khanna,K000389,Representative,CA
Ro,Ro,Khanna,Khanna,K000389,Representative,CA
Ro,Ro,Khanna,Khanna,K000389,Representative,CA
Ro,Ro,Khanna,Khanna,K000389,Representative,CA
Ro,Ro,Khanna,Khanna,K000389,Representative,CA
Jennifer A.,Jennifer,Kiggans,Kiggans,K000399,Representative,VA
Jennifer A.,Jennifer,Kiggans,Kiggans,K000399,Representative,VA
Jennifer A.,Jennifer,Kiggans,Kiggans,K000399,Representative,VA
Jennifer A.,Jennifer,Kiggans,Kiggans,K000399,Representative,VA
Jennifer A.,Jennifer,Kiggans,Kiggans,K000399,Representative,VA
Kevin,Kevin,Kiley,Kiley,K000401,Representative,CA
Kevin,Kevin,Kiley,Kiley,K000401,Representative,CA
Kevin,Kevin,Kiley,Kiley,K000401,Representative,CA
Kevin,Kevin,Kiley,Kiley,K000401,Representative,CA
Kevin,Kevin,Kiley,Kiley,K000401,Representative,CA
Andy,Andy,Kim,Kim,K000394,Senator,NJ
Young,Young,Kim,Kim,K000397,Representative,CA
Andy,Andy,Kim,Kim,K000394,Senator,NJ
Young,Young,Kim,Kim,K000397,Representative,CA
Andy,Andy,Kim,Kim,K000394,Senator,NJ
Young,Young,Kim,Kim,K000397,Representative,CA
Andy,Andy,Kim,Kim,K000394,Senator,NJ
Young,Young,Kim,Kim,K000397,Representative,CA
Andy,Andy,Kim,Kim,K000394,Senator,NJ
Young,Young,Kim,Kim,K000397,Representative,CA
"Angus S., Jr.",Angus,King,King,K000383,Senator,ME
"Angus S., Jr.",Angus,King,King,K000383,Senator,ME
"Angus S., Jr.",Angus,King,King,K000383,Senator,ME
"Angus S., Jr.",Angus,King,King,K000383,Senator,ME
"Angus S., Jr.",Angus,King,King,K000383,Senator,ME
Kimberlyn,Kimberlyn,King-Hinds,King-Hinds,K000404,Delegate,MP
Kimberlyn,Kimberlyn,King-Hinds,King-Hinds,K000404,Delegate,MP
Kimberlyn,Kimberlyn,King-Hinds,King-Hinds,K000404,Delegate,MP
Kimberlyn,Kimberlyn,King-Hinds,King-Hinds,K000404,Delegate,MP
Kimberlyn,Kimberlyn,King-Hinds,King-Hinds,K000404,Delegate,MP
Amy,Amy,Klobuchar,Klobuchar,K000367,Senator,MN
Amy,Amy,Klobuchar,Klobuchar,K000367,Senator,MN
Amy,Amy,Klobuchar,Klobuchar,K000367,Senator,MN
Amy,Amy,Klobuchar,Klobuchar,K000367,Senator,MN
Amy,Amy,Klobuchar,Klobuchar,K000367,Senator,MN
Brad,Brad,Knott,Knott,K000405,Representative,NC
Brad,Brad,Knott,Knott,K000405,Representative,NC
Brad,Brad,Knott,Knott,K000405,Representative,NC
Brad,Brad,Knott,Knott,K000405,Representative,NC
Brad,Brad,Knott,Knott,K000405,Representative,NC
Raja,S.,Krishnamoorthi,Krishnamoorthi,K000391,Representative,IL
Raja,S.,Krishnamoorthi,Krishnamoorthi,K000391,Representative,IL
Raja,S.,Krishnamoorthi,Krishnamoorthi,K000391,Representative,IL
Raja,S.,Krishnamoorthi,Krishnamoorthi,K000391,Representative,IL
Raja,S.,Krishnamoorthi,Krishnamoorthi,K000391,Representative,IL
David,David,Kustoff,Kustoff,K000392,Representative,TN
David,David,Kustoff,Kustoff,K000392,Representative,TN
David,David,Kustoff,Kustoff,K000392,Representative,TN
David,David,Kustoff,Kustoff,K000392,Representative,TN
