givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,bioguideid,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
Lisa,McClain,C.,Lisa,McClain,C.,,M001136,Mrs.,,,1966,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""MI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MI"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
April,McClain Delaney,,April,McClain Delaney,,,M001232,,,,1964,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
Jennifer,McClellan,,Jennifer,McClellan,,,M001227,,,,1972,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""VA"",""parties"":[""Democrat""],""electionDate"":""2023-02-21"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""VA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Tom,McClintock,,Tom,McClintock,,,M001177,,,,1956,,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false}]"
Betty,McCollum,,Betty,McCollum,,,M001143,,,,1954,,"[{""position"":""Representative"",""congressNumber"":107,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MN"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false}]"
Addison,McConnell,Mitchell,Addison,McConnell,Mitchell,Mitch,M000355,,,,1942,,"[{""position"":""Senator"",""congressNumber"":99,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":100,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":101,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":102,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":103,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false}]"
David,McCormick,Harold,David,McCormick,Harold,,M001243,,,,1965,,"[{""position"":""Senator"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
Rich,McCormick,,Rich,McCormick,,,M001218,,,,1968,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false}]"
Kristen,McDonald Rivet,,Kristen,McDonald Rivet,,,M001237,,,,1970,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""MI"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Addison,McDowell,P.,Addison,McDowell,P.,,M001240,,,,1994,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
Morgan,McGarvey,,Morgan,McGarvey,,,M001220,,,,1979,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""KY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""KY"",""parties"":[""Democrat""],""electionCirca"":false}]"
James,McGovern,P.,James,McGovern,P.,,M000312,,,,1959,,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
John,McGuire,J.,John,McGuire,J.,,M001239,,III,,1968,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""VA"",""parties"":[""Republican""],""electionCirca"":false}]"
LaMonica,McIver,,LaMonica,McIver,,,M001229,,,,1986,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""2024-09-18"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Lucy,Mcbath,,Lucy,Mcbath,,,M001208,,,,1960,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""GA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Gregory,Meeks,W.,Gregory,Meeks,W.,,M001137,,,,1953,,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""NY"",""parties"":[""Democrat""],""electionDate"":""1998-02-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
Robert,Menendez,,Robert,Menendez,,,M001226,,,,1985,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""NJ"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Grace,Meng,,Grace,Meng,,,M001188,,,,1975,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
Jeff,Merkley,,Jeff,Merkley,,,M001176,,,,1956,,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""OR"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false}]"
Mark,Messmer,B.,Mark,Messmer,B.,,M001233,,,,1962,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""IN"",""parties"":[""Republican""],""electionCirca"":false}]"
Dan,Meuser,,Dan,Meuser,,,M001204,,,,1964,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
Kweisi,Mfume,,Kweisi,Mfume,,,M000687,,,,1948,,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MD"",""parties"":[""Democrat""],""electionDate"":""2020-04-28"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
Carol,Miller,,Carol,Miller,,,M001205,,,,1950,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""WV"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""WV"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""WV"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""WV"",""parties"":[""Republican""],""electionCirca"":false}]"
Mary,Miller,E.,Mary,Miller,E.,,M001211,Mrs.,,,1959,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Republican""],""electionCirca"":false}]"
Max,Miller,,Max,Miller,,,M001222,,,,1988,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
Mariannette,Miller-Meeks,,Mariannette,Miller-Meeks,,,M001215,Mrs.,,,1955,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""IA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IA"",""parties"":[""Republican""],""electionCirca"":false}]"
Cory,Mills,,Cory,Mills,,,M001216,,,,1980,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Dave,Min,,Dave,Min,,,M001241,,,,1976,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Ashley,Moody,Brooke,Ashley,Moody,Brooke,,M001244,,,,1975,,"[{""position"":""Senator"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
John,Moolenaar,,John,Moolenaar,,,M001194,,,,1961,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MI"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Barry,Moore,,Barry,Moore,,,M001212,Mr.,,,1966,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""AL"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Blake,Moore,D.,Blake,Moore,D.,,M001213,Mr.,,,1980,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""UT"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""UT"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Gwendolynne,Moore,S.,Gwendolynne,Moore,S.,Gwen,M001160,,,,1951,,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false}]"
Riley,Moore,M.,Riley,Moore,M.,,M001235,,,,1980,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""WV"",""parties"":[""Republican""],""electionCirca"":false}]"
Tim,Moore,,Tim,Moore,,,M001236,,,,1970,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
Jerry,Moran,,Jerry,Moran,,,M000934,,,,1954,,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""KS"",""parties"":[""Republican""],""electionCirca"":false}]"
Nathaniel,Moran,,Nathaniel,Moran,,,M001224,,,,1974,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Joseph,Morelle,,Joseph,Morelle,,,M001206,,,,1957,,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NY"",""parties"":[""Democrat""],""electionDate"":""2018-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NY"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
Bernardo,Moreno,,Bernardo,Moreno,,Bernie,M001242,,,,1967,,"[{""position"":""Senator"",""congressNumber"":119,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
Kelly,Morrison,,Kelly,Morrison,,,M001234,,,,1969,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""MN"",""parties"":[""Democrat""],""electionCirca"":false}]"
Jared,Moskowitz,,Jared,Moskowitz,,,M001217,,,,1980,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Seth,Moulton,,Seth,Moulton,,,M001196,,,,1978,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
James,Moylan,,James,Moylan,,,M001219,,,,1962,,"[{""position"":""Delegate"",""congressNumber"":118,""stateName"":""GU"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":119,""stateName"":""GU"",""parties"":[""Republican""],""electionCirca"":false}]"
Frank,Mrvan,J.,Frank,Mrvan,J.,,M001214,Mr.,,,1969,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""IN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IN"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IN"",""parties"":[""Democrat""],""electionCirca"":false}]"
Kevin,Mullin,,Kevin,Mullin,,,M001225,,,,1970,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Markwayne,Mullin,,Markwayne,Mullin,,,M001190,,,,1977,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false}]"
Lisa,Murkowski,,Lisa,Murkowski,,,M001153,,,,1957,,"[{""position"":""Senator"",""congressNumber"":107,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""AK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""AK"",""parties"":[""Republican""],""electionCirca"":false}]"
Christopher,Murphy,,Christopher,Murphy,,,M001169,,,,1973,,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""CT"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""CT"",""parties"":[""Democrat""],""electionCirca"":false}]"
