first_name,last_name,slug_name,slug_url,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,top_contributors,top_industries
Barry,Moore,barry-moore,https://www.opensecrets.org/members-of-congress/barry-moore/summary?cid=N00041295,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($56,575); Drummond Co ($15,000); Bailey-Harris Construction ($11,600); Alabama Peanut Producers Assn ($10,000); Alabama Power ($10,000)","Leadership PACs ($77,561); Republican/Conservative ($77,085); Retired ($76,395); Crop Production & Basic Processing ($74,100); Health Professionals ($31,550)"
Blake D.,Moore,blake-d-moore,https://www.opensecrets.org/members-of-congress/moore-blake/summary?cid=N00046598&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"National Assn of Realtors ($110,500); ES3 Inc ($69,600); Sorenson Assoc ($29,700); Dell Technologies ($25,000); Cicero Group (Utah) ($23,350)","Real Estate ($190,401); Insurance ($176,702); Securities & Investment ($154,700); Pharmaceuticals/Health Products ($144,100); Health Professionals ($127,868)"
Gwen,Moore,gwen-moore,https://www.opensecrets.org/members-of-congress/gwen-moore/summary?cid=N00026914,,,,,,,,,,,,,,,,,,,,,,,,,"US Venture Inc ($17,500); Carlyle Group ($15,500); Sentry Insurance ($15,000); Service Employees International Union ($15,000); American Institute of CPAs ($12,500)","Insurance ($166,514); Securities & Investment ($140,750); Casinos/Gambling ($73,900); Real Estate ($69,070); Commercial Banks ($53,475)"
Riley M.,Moore,riley-m-moore,https://www.opensecrets.org/members-of-congress/riley-moore/summary?cid=N00051965&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($27,250); Cleveland-Cliffs ($15,074); Spilman, Thomas & Battle ($14,450); Communicare Health Services ($13,200); Dead Run Group ($13,200)","Retired ($121,736); Leadership PACs ($106,100); Oil & Gas ($92,875); Mining ($79,937); Lawyers/Law Firms ($63,476)"
Tim,Moore,tim-moore,https://www.opensecrets.org/members-of-congress/tim-moore/industries?cid=N00053948&cycle=2024&recs=0&type=I,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry,Moran,jerry-moran,https://www.opensecrets.org/members-of-congress/jerry-moran/summary?cid=N00005282,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($96,300); DISH Network ($43,600); Kit Bond Strategies ($38,500); Brownstein, Hyatt et al ($36,850); Spirit Aerosystems ($36,850)","Securities & Investment ($585,208); Real Estate ($496,991); Leadership PACs ($447,872); Lobbyists ($406,669); Retired ($349,153)"
Nathaniel,Moran,nathaniel-moran,https://www.opensecrets.org/members-of-congress/nathaniel-moran/summary?cid=N00049775,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($29,600); Peltier Kia ($26,400); Drake ($19,800); Energy Weldfab Inc ($19,800); Citizens First Bank ($13,200)","Retired ($100,418); Leadership PACs ($63,300); Oil & Gas ($56,051); Automotive ($51,738); Pro-Israel ($37,900)"
Joseph D.,Morelle,joseph-d-morelle,https://www.opensecrets.org/members-of-congress/morelle-joseph-d/summary?cid=N00043207&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($99,870); University of Rochester ($41,263); L3Harris Technologies ($36,441); Constellation Brands ($21,600); Ostroff Assoc ($13,400)","Insurance ($121,063); Lobbyists ($116,195); Pro-Israel ($101,720); Securities & Investment ($92,550); Real Estate ($91,140)"
Bernie,Moreno,bernie-moreno,https://www.opensecrets.org/members-of-congress/bernie-moreno/summary?cid=N00048437,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($255,313); Club for Growth ($69,599); National Republican Senatorial Cmte ($52,800); Marshall Goldman Sales & Leasing ($46,200); Goldman Sachs ($46,100)","Retired ($3,870,150); Republican/Conservative ($1,945,144); Securities & Investment ($1,291,801); Real Estate ($918,332); Automotive ($750,144)"
Kelly,Morrison,kelly-morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared,Moskowitz,jared-moskowitz,https://www.opensecrets.org/members-of-congress/jared-moskowitz/summary?cid=N00050596,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($322,798); Lennar Corp ($30,375); Liftoff Campaigns ($26,000); Service Employees International Union ($15,010); Victory Wholesale Group ($13,990)","Pro-Israel ($354,598); Retired ($134,077); Lawyers/Law Firms ($97,911); Real Estate ($91,407); Securities & Investment ($84,722)"
Seth,Moulton,seth-moulton,https://www.opensecrets.org/members-of-congress/seth-moulton/summary?cid=N00035431,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($42,850); Brown Brothers Harriman & Co ($28,400); Bain Capital ($26,400); Berkshire Partners ($26,400); Fidelity Investments ($22,800)","Securities & Investment ($530,095); Retired ($360,000); Health Professionals ($93,410); Lawyers/Law Firms ($87,826); Real Estate ($64,772)"
James C.,Moylan,james-c-moylan,https://www.opensecrets.org/members-of-congress/moylan-james-c/summary?cid=N00050604&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Building Bridges Pac ($11,250); Innovation PAC ($10,000); Majority Cmte PAC ($10,000); American Revival Pac ($7,000); Y Tano Ta Partners ($6,600)","Leadership PACs ($63,250); Republican/Conservative ($20,000); Candidate Committees ($14,000); TV/Movies/Music ($6,100); Real Estate ($5,250)"
Frank J.,Mrvan,frank-j-mrvan,https://www.opensecrets.org/members-of-congress/mrvan-frank-jr/summary?cid=N00045905&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($41,823); Fair Shot PAC ($23,200); Kps Capital Partners ($22,200); Am General Corp ($20,800); Service Employees International Union ($15,030)","Leadership PACs ($267,893); Retired ($221,254); Securities & Investment ($201,678); Lawyers/Law Firms ($190,168); Health Professionals ($119,789)"
Kevin,Mullin,kevin-mullin,https://www.opensecrets.org/members-of-congress/kevin-mullin/summary?cid=N00049438,,,,,,,,,,,,,,,,,,,,,,,,,"Gilead Sciences ($21,000); Artichoke Joe'S ($16,500); Skyknight Capital ($13,200); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000)","Pharmaceuticals/Health Products ($126,726); Building Trade Unions ($47,500); Casinos/Gambling ($40,300); Lawyers/Law Firms ($31,849); Public Sector Unions ($30,503)"
Markwayne,Mullin,markwayne-mullin,https://www.opensecrets.org/members-of-congress/markwayne-mullin/summary?cid=N00033410,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($89,000); Hilliary Communications ($59,850); National Republican Senatorial Cmte ($50,000); Ameristate Bank ($34,700); Devon Energy ($30,000)","Oil & Gas ($481,016); Lobbyists ($296,155); Leadership PACs ($294,100); Retired ($254,712); Health Professionals ($243,134)"
Lisa,Murkowski,lisa-murkowski,https://www.opensecrets.org/members-of-congress/lisa-murkowski/summary?cid=N00026050,,,,,,,,,,,,,,,,,,,,,,,,,"ConocoPhillips ($77,300); American Israel Public Affairs Cmte ($59,500); KKR & Co ($54,205); National Republican Senatorial Cmte ($51,200); Trident Seafoods ($41,550)","Securities & Investment ($1,152,190); Retired ($852,989); Oil & Gas ($541,677); Leadership PACs ($467,933); Lawyers/Law Firms ($423,012)"
Christopher,Murphy,christopher-murphy,https://www.opensecrets.org/members-of-congress/murphy-christopher-s/summary?cid=N00027566&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Yale University ($104,475); Elliott Management ($82,700); Paul, Weiss et al ($68,991); Scott & Scott ($54,300); State of Connecticut ($49,137)","Retired ($2,991,871); Securities & Investment ($999,376); Lawyers/Law Firms ($965,739); Education ($522,369); Health Professionals ($409,201)"
Gregory F.,Murphy,gregory-f-murphy,https://www.opensecrets.org/members-of-congress/murphy-greg/summary?cid=N00044027&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($34,008); Ward & Smith ($21,150); Select Medical Corp ($16,600); East Carolina Anesthesia Assoc ($16,150); Bell Legal Group ($13,200)","Health Professionals ($288,928); Retired ($164,374); Pharmaceuticals/Health Products ($128,470); Real Estate ($81,440); Lawyers/Law Firms ($73,950)"
Patty,Murray,patty-murray,https://www.opensecrets.org/members-of-congress/patty-murray/summary?cid=N00007876,,,,,,,,,,,,,,,,,,,,,,,,,"University of Washington ($174,297); Microsoft Corp ($142,419); American Israel Public Affairs Cmte ($123,650); Amazon.com ($120,656); State of Washington ($62,183)","Retired ($3,411,936); Lawyers/Law Firms ($1,016,872); Health Professionals ($689,925); Real Estate ($665,674); Securities & Investment ($642,177)"
Jerrold,Nadler,jerrold-nadler,https://www.opensecrets.org/members-of-congress/jerrold-nadler/summary?cid=N00000939,,,,,,,,,,,,,,,,,,,,,,,,,"JStreetPAC ($30,850); Service Employees International Union ($20,000); Standard Motor Products ($16,200); Proskauer Rose ($13,700); Nederlander Organization ($13,200)","Lawyers/Law Firms ($121,584); TV/Movies/Music ($106,818); Real Estate ($77,239); Retired ($58,019); Misc Unions ($50,000)"
Richard E.,Neal,richard-e-neal,https://www.opensecrets.org/members-of-congress/neal-richard-e/summary?cid=N00000153&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($37,100); Blackstone Group ($26,400); Fidelity Investments ($23,850); NFP Corp ($19,500); Apollo Global Management ($16,600)","Insurance ($375,295); Securities & Investment ($251,500); Health Professionals ($200,067); Lobbyists ($199,350); Real Estate ($175,525)"
Joe,Neguse,joe-neguse,https://www.opensecrets.org/members-of-congress/neguse-joseph/summary?cid=N00041080&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($139,910); Holland & Hart ($31,225); Brownstein, Hyatt et al ($28,975); Elevations Credit Union ($25,625); Service Employees International Union ($20,000)","Retired ($190,651); Securities & Investment ($179,928); Pro-Israel ($152,860); Lawyers/Law Firms ($150,300); Real Estate ($128,718)"
Troy E.,Nehls,troy-e-nehls,https://www.opensecrets.org/members-of-congress/nehls-troy/summary?cid=N00046067&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Herzog Contracting ($30,600); House Freedom Fund ($22,200); Pure Play Orthopedics ($15,000); Kbr Builders ($10,000); National Auto Dealers Assn ($10,000)","Oil & Gas ($91,595); Retired ($82,198); Railroads ($68,700); General Contractors ($49,600); Republican/Conservative ($38,061)"
Dan,Newhouse,dan-newhouse,https://www.opensecrets.org/members-of-congress/dan-newhouse/summary?cid=N00036403,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($106,458); Melaleuca Inc ($26,400); Charles Schwab Corp ($16,500); Jane Street Capital ($14,200); Cumberland Development ($13,200)","Leadership PACs ($257,032); Retired ($191,462); Crop Production & Basic Processing ($140,713); Securities & Investment ($115,006); Lobbyists ($109,100)"
Donald,Norcross,donald-norcross,https://www.opensecrets.org/members-of-congress/norcross-don/summary?cid=N00036154&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($90,805); Cooper University Healthcare ($33,000); Western Extrusions ($29,300); Current Master Electric ($19,800); Conner, Strong & Buckelew ($18,300)","Lawyers/Law Firms ($161,750); Insurance ($112,200); Building Trade Unions ($109,400); Pro-Israel ($106,105); Securities & Investment ($90,850)"
Ralph,Norman,ralph-norman,https://www.opensecrets.org/members-of-congress/ralph-norman/summary?cid=N00027783,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($34,300); ACA International ($10,000); Manufactured Housing Institute ($10,000); National Apartment Assn ($10,000); National Assn of Insurance & Financial Advisors ($10,000)","Retired ($37,995); Republican/Conservative ($36,325); Real Estate ($26,171); Leadership PACs ($23,500); Home Builders ($17,000)"
Eleanor Holmes,Norton,eleanor-holmes-norton,https://www.opensecrets.org/members-of-congress/eleanor-holmes-norton/summary?cid=N00001692,,,,,,,,,,,,,,,,,,,,,,,,,"Donohoe Companies ($16,850); National Assn of Realtors ($10,500); International Brotherhood of Electrical Workers ($10,000); UNITE HERE ($10,000); Allied Pilots Assn ($9,500)","Transportation Unions ($43,500); Real Estate ($33,150); Public Sector Unions ($28,250); Industrial Unions ($15,000); Retired ($14,645)"
Zachary,Nunn,zachary-nunn,https://www.opensecrets.org/members-of-congress/summary?cid=N00048870,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($54,987); Apollo Global Management ($29,900); Marquis Energy ($24,100); Wells Fargo ($20,257); Ls2group ($16,600)","Retired ($793,121); Leadership PACs ($623,519); Securities & Investment ($600,858); Real Estate ($298,907); Insurance ($205,691)"
Jay,Obernolte,jay-obernolte,https://www.opensecrets.org/members-of-congress/jay-obernolte/summary?cid=N00045377,,,,,,,,,,,,,,,,,,,,,,,,,"Google Inc ($37,700); Mehlman Consulting ($14,850); Innovative Federal Strategies ($14,400); Apple Valley Communications ($13,200); Chandi Group Usa ($13,200)","Electronics Mfg & Equip ($129,950); Lobbyists ($112,900); Health Professionals ($94,775); Pharmaceuticals/Health Products ($91,500); Electric Utilities ($75,135)"
Alexandria,Ocasio-Cortez,alexandria-ocasio-cortez,https://www.opensecrets.org/members-of-congress/alexandria-ocasio-cortez/summary?cid=N00041162,,,,,,,,,,,,,,,,,,,,,,,,,"Google Inc ($34,206); New York City Dept of Education ($18,824); Kaiser Permanente ($16,927); City University of New York ($16,805); US Postal Service ($16,359)","Retired ($2,125,428); Education ($768,847); Health Professionals ($422,644); Civil Servants/Public Officials ($314,539); Electronics Mfg & Equip ($239,274)"
Andrew,Ogles,andrew-ogles,https://www.opensecrets.org/members-of-congress/ogles-andy/summary?cid=N00050943&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($48,600); Club for Growth ($25,025); Advance Financial ($13,200); Fisher Investments ($13,200); Middle Tennessee State University ($12,144)","Retired ($165,448); Republican/Conservative ($104,026); Leadership PACs ($70,671); Real Estate ($57,446); Candidate Committees ($44,000)"
Johnny,Olszewski,johnny-olszewski,https://www.opensecrets.org/members-of-congress/john-anthony-olszewski-jr/industries?cid=N00054814&cycle=2024&recs=0&type=I,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilhan,Omar,ilhan-omar,https://www.opensecrets.org/members-of-congress/ilhan-omar/summary?cid=N00043581,,,,,,,,,,,,,,,,,,,,,,,,,"NVIDIA Corp ($25,010); University of Minnesota ($20,513); HCA Inc ($15,135); Aim Next ($15,125); Amazon.com ($14,740)","Retired ($932,600); Health Professionals ($801,429); Education ($421,201); Electronics Mfg & Equip ($164,992); Civil Servants/Public Officials ($153,003)"
Robert F.,Onder,robert-f-onder,https://www.opensecrets.org/members-of-congress/robert-frank-onder-jr/summary?cid=N00030025&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($25,850); Bain & Co ($13,200); Dsm-Firmenich ($13,200); Mercy (Missouri) ($11,035); Diamond Pet Foods ($10,560)","Retired ($180,380); Leadership PACs ($76,600); Health Professionals ($55,776); Republican/Conservative ($52,268); Real Estate ($31,098)"
Jon,Ossoff,jon-ossoff,https://www.opensecrets.org/members-of-congress/ossoff-jon/summary?cid=N00040675&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Google Inc ($1,088,683); Apple Inc ($382,323); Microsoft Corp ($361,929); Amazon.com ($307,796); Meta ($280,567)","Democratic/Liberal ($20,840,423); Retired ($12,143,679); Education ($9,776,772); Lawyers/Law Firms ($7,153,460); Health Professionals ($5,387,605)"
Burgess,Owens,burgess-owens,https://www.opensecrets.org/members-of-congress/burgess-owens/summary?cid=N00045812,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($28,645); Cool Master Pro Llc ($19,800); Rail Management Corp ($13,200); Delta Air Lines ($10,013); American Bankers Assn ($10,000)","Retired ($227,450); Republican/Conservative ($47,522); Real Estate ($47,363); Pro-Israel ($46,462); Leadership PACs ($40,800)"
Alex,Padilla,alex-padilla,https://www.opensecrets.org/members-of-congress/alex-padilla/summary?cid=N00047888,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank,Pallone,frank-pallone,https://www.opensecrets.org/members-of-congress/pallone-frank-jr/summary?cid=N00000781&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Cox Enterprises ($38,000); NorPAC ($34,738); Pulse Vascular ($27,400); Saker ShopRites ($26,650); Google Inc ($25,850)","Health Professionals ($334,150); Pharmaceuticals/Health Products ($294,700); Lobbyists ($247,711); Electric Utilities ($184,000); Lawyers/Law Firms ($175,300)"
Gary J.,Palmer,gary-j-palmer,https://www.opensecrets.org/members-of-congress/palmer-gary/summary?cid=N00035691&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($33,250); Ard Contracting ($29,900); Harbert Management ($26,400); Pilot Catastrophe Services ($24,100); Drummond Co ($20,600)","Retired ($137,211); General Contractors ($112,600); Leadership PACs ($82,000); Real Estate ($67,807); Insurance ($66,603)"
Jimmy,Panetta,jimmy-panetta,https://www.opensecrets.org/members-of-congress/jimmy-panetta/summary?cid=N00038601,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($256,767); Apollo Global Management ($16,200); Rocket Companies ($13,200); Sean N Parker Foundation ($13,200); American Rental Assn ($12,500)","Pro-Israel ($281,371); Insurance ($206,585); Real Estate ($172,117); Securities & Investment ($146,760); Retired ($140,887)"
Chris,Pappas,chris-pappas,https://www.opensecrets.org/members-of-congress/chris-pappas/summary?cid=N00042161,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($315,442); Lone Pine Capital ($26,400); Fair Shot PAC ($23,200); Harvard University ($20,170); Service Employees International Union ($15,000)","Retired ($434,674); Leadership PACs ($413,906); Pro-Israel ($322,794); Securities & Investment ($245,924); Democratic/Liberal ($214,360)"
Jimmy,Patronis,jimmy-patronis,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rand,Paul,rand-paul,https://www.opensecrets.org/members-of-congress/rand-paul/summary?cid=N00030836,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($197,080); Club for Growth ($135,104); Huffines Communities ($49,800); G&J Pepsi-Cola Bottlers ($25,700); Suburban Collection ($22,400)","Retired ($5,648,609); Republican/Conservative ($3,422,259); Securities & Investment ($671,678); Health Professionals ($668,440); Real Estate ($627,804)"
