first_name,last_name,slug_name,slug_url,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,top_contributors,top_industries
James,Lankford,james-lankford,https://www.opensecrets.org/members-of-congress/james-lankford/summary?cid=N00031129,,,,,,,,,,,,,,,,,,,,,,,,,"Pro-Israel America PAC ($167,600); Williams Companies ($54,500); National Republican Senatorial Cmte ($51,200); NorPAC ($39,950); Apollo Global Management ($36,100)","Oil & Gas ($546,566); Securities & Investment ($462,687); Leadership PACs ($445,199); Retired ($443,980); Real Estate ($351,730)"
Rick,Larsen,rick-larsen,https://www.opensecrets.org/members-of-congress/rick-larsen/summary?cid=N00009759,,,,,,,,,,,,,,,,,,,,,,,,,"Southwest Airlines ($34,250); United Airlines ($30,500); American Israel Public Affairs Cmte ($27,800); Leidos Inc ($23,800); American Airlines ($16,500)","Air Transport ($326,110); Retired ($170,672); Transportation Unions ($155,507); Lobbyists ($90,900); Oil & Gas ($89,500)"
John B.,Larson,john-b-larson,https://www.opensecrets.org/members-of-congress/larson-john/summary?cid=N00000575&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Data-Mail Inc ($23,100); WEX Health ($23,000); Guardian Life Insurance ($19,500); American Israel Public Affairs Cmte ($18,700); Travelers Companies ($18,350)","Insurance ($227,850); Securities & Investment ($92,460); Health Professionals ($79,675); Real Estate ($67,236); Public Sector Unions ($65,500)"
George,Latimer,george-latimer,https://www.opensecrets.org/campaign-expenditures/vendor?cycle=2024&vendor=George+Latimer+for+Congress,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert E.,Latta,robert-e-latta,https://www.opensecrets.org/members-of-congress/bob-latta/summary?cid=N00012233,,,,,,,,,,,,,,,,,,,,,,,,,"Cooper Farms (Ohio) ($24,300); DISH Network ($23,325); Marathon Petroleum ($21,350); American Israel Public Affairs Cmte ($14,501); Google Inc ($14,100)","Oil & Gas ($144,400); Electric Utilities ($106,500); Lobbyists ($96,000); Telecom Services ($94,050); Health Professionals ($88,635)"
Michael,Lawler,michael-lawler,https://www.opensecrets.org/members-of-congress/mike-lawler/summary?cid=N00051208,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($392,669); Elliott Management ($43,050); Blackstone Group ($36,919); Apollo Global Management ($31,700); Fortress Investment Group ($29,700)","Securities & Investment ($1,042,843); Retired ($993,766); Leadership PACs ($832,600); Pro-Israel ($634,253); Real Estate ($474,642)"
Laurel M.,Lee,laurel-m-lee,https://www.opensecrets.org/members-of-congress/lee-laurel/summary?cid=N00051178&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($28,787); Ashley Furniture ($26,400); Dream Finders Homes ($19,800); Hospitality South ($19,800); Publix Super Markets ($17,625)","Leadership PACs ($230,550); Real Estate ($183,825); Retired ($159,698); Securities & Investment ($125,878); Lobbyists ($118,151)"
Mike,Lee,mike-lee,https://www.opensecrets.org/members-of-congress/mike-lee/summary?cid=N00031696,,,,,,,,,,,,,,,,,,,,,,,,,"Club for Growth ($193,345); Senate Conservatives Fund ($172,612); National Republican Senatorial Cmte ($51,200); Microsoft Corp ($50,970); Blackstone Group ($43,000)","Retired ($2,923,031); Republican/Conservative ($1,154,194); Securities & Investment ($684,098); Real Estate ($620,496); Leadership PACs ($509,600)"
Summer L.,Lee,summer-l-lee,https://www.opensecrets.org/members-of-congress/lee-summer/summary?cid=N00049757&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"University of Pittsburgh ($34,300); JStreetPAC ($34,182); Chaudhry Pulmonary Assoc ($25,218); University of Pittsburgh Medical Center ($23,465); Service Employees International Union ($17,425)","Health Professionals ($296,043); Retired ($281,379); Education ($170,372); Democratic/Liberal ($110,347); Lawyers/Law Firms ($90,154)"
Susie,Lee,susie-lee,https://www.opensecrets.org/members-of-congress/susie-lee/summary?cid=N00037247,,,,,,,,,,,,,,,,,,,,,,,,,"EMILY's List ($90,890); MGM Resorts International ($31,300); Digidems PAC ($30,900); Eo Solutions ($27,200); Wynn Resorts ($23,900)","Retired ($812,575); Securities & Investment ($533,492); Leadership PACs ($326,076); Lawyers/Law Firms ($275,327); Real Estate ($240,797)"
Teresa,Leger Fernandez,teresa-leger-fernandez,https://www.opensecrets.org/members-of-congress/teresa-leger-fernandez/summary?cid=N00044559,,,,,,,,,,,,,,,,,,,,,,,,,"McGinn, Montoya et al ($20,605); JStreetPAC ($19,350); Five & Dime General Stores ($16,218); Martinez, Hart et al ($13,000); American Federation of State/Cnty/Munic Employees ($10,000)","Retired ($376,498); Casinos/Gambling ($196,396); Lawyers/Law Firms ($114,681); Democratic/Liberal ($78,687); Securities & Investment ($72,492)"
Julia,Letlow,julia-letlow,https://www.opensecrets.org/members-of-congress/julia-letlow/summary?cid=N00047972,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($58,450); Radiance Technologies ($52,150); Mmr Group ($32,700); Cornerstone Government Affairs ($30,250); Cajun Industries ($21,800)","Lobbyists ($170,700); Health Professionals ($93,233); Misc Defense ($91,669); Hospitals/Nursing Homes ($76,825); Leadership PACs ($76,500)"
Mike,Levin,mike-levin,https://www.opensecrets.org/members-of-congress/mike-levin/summary?cid=N00040667,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($97,522); Google Inc ($26,150); University of California/San Diego ($24,956); JStreetPAC ($24,665); Fair Shot PAC ($23,200)","Retired ($701,152); Securities & Investment ($340,867); Leadership PACs ($303,204); Lawyers/Law Firms ($287,975); Democratic/Liberal ($200,080)"
Sam T.,Liccardo,sam-t-liccardo,https://www.opensecrets.org/members-of-congress/sam-t-liccardo/pacs?cid=N00054265&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted,Lieu,ted-lieu,https://www.opensecrets.org/members-of-congress/ted-lieu/summary?cid=N00035825,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($44,987); Cotchett, Pitre & McCarthy ($26,450); Seville Classics ($26,400); Google Inc ($19,445); Russ, August & Kabat ($16,850)","Lawyers/Law Firms ($200,885); Retired ($200,553); Real Estate ($159,463); TV/Movies/Music ($101,978); Securities & Investment ($91,160)"
Zoe,Lofgren,zoe-lofgren,https://www.opensecrets.org/members-of-congress/zoe-lofgren/summary?cid=N00007479,,,,,,,,,,,,,,,,,,,,,,,,,"Google Inc ($68,605); Fragomen, Del Rey et al ($49,945); Berry, Appleman & Leiden ($38,041); Cisco Systems ($35,150); Kleiner, Perkins et al ($29,700)","Retired ($296,210); Lawyers/Law Firms ($223,931); Electronics Mfg & Equip ($164,018); Securities & Investment ($131,841); Internet ($122,732)"
Barry,Loudermilk,barry-loudermilk,https://www.opensecrets.org/members-of-congress/barry-loudermilk/summary?cid=N00035347,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($43,100); Yancey Brothers ($13,200); America's Credit Unions ($11,500); National Apartment Assn ($11,500); AFLAC Inc ($10,000)","Commercial Banks ($81,300); Real Estate ($73,613); Leadership PACs ($53,500); Securities & Investment ($49,100); Insurance ($47,000)"
Frank D.,Lucas,frank-d-lucas,https://www.opensecrets.org/members-of-congress/lucas-frank-d/summary?cid=N00005559&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Ameristate Bank ($24,600); Andreessen Horowitz ($19,800); Hilliary Communications ($19,800); Devon Energy ($19,200); Syngenta Corp ($15,000)","Commercial Banks ($166,499); Crop Production & Basic Processing ($159,250); Agricultural Services/Products ($130,500); Securities & Investment ($116,600); Oil & Gas ($99,550)"
Ben Ray,Luján,ben-ray-lujan,https://www.opensecrets.org/members-of-congress/lujan-ben-ray/summary?cid=N00029562&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"National Assn of Broadcasters ($71,370); Democratic Senatorial Campaign Cmte ($49,600); University of New Mexico ($44,031); Akin, Gump et al ($29,567); Forbes Tate Partners ($26,100)","Retired ($1,511,698); Lawyers/Law Firms ($602,013); Health Professionals ($515,180); Securities & Investment ($469,075); Leadership PACs ($468,045)"
Cynthia M.,Lummis,cynthia-m-lummis,https://www.opensecrets.org/members-of-congress/lummis-cynthia/summary?cid=N00029788&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($146,748); Club for Growth ($139,288); Sinclair Companies ($32,900); Multicoin Capital ($21,900); Bluegrass Cmte ($20,000)","Leadership PACs ($482,000); Republican/Conservative ($378,107); Securities & Investment ($279,339); Retired ($220,129); Oil & Gas ($209,212)"
Anna Paulina,Luna,anna-paulina-luna,https://www.opensecrets.org/members-of-congress/anna-paulina-luna/summary?cid=N00045228,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($188,154); Club for Growth ($48,490); American Israel Public Affairs Cmte ($15,250); Senate Conservatives Fund ($13,600); Energy Transfer Partners ($13,250)","Retired ($747,868); Republican/Conservative ($517,133); Leadership PACs ($150,585); Real Estate ($122,166); Securities & Investment ($104,349)"
Morgan,Luttrell,morgan-luttrell,https://www.opensecrets.org/members-of-congress/morgan-luttrell/summary?cid=N00048776,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($23,600); CGX Energy ($13,200); National Cattlemen's Beef Assn ($13,000); Steely Lumber ($11,600); Koch Inc ($10,000)","Retired ($576,444); Oil & Gas ($98,456); Real Estate ($65,405); Health Professionals ($47,190); Pro-Israel ($41,425)"
Stephen F.,Lynch,stephen-f-lynch,https://www.opensecrets.org/members-of-congress/lynch-stephen/summary?cid=N00013855&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"National Development Inc ($13,000); Air Line Pilots Assn ($10,000); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000); Carpenters & Joiners Union ($10,000)","Real Estate ($98,100); Public Sector Unions ($55,500); Building Trade Unions ($47,000); Transportation Unions ($42,351); Lawyers/Law Firms ($32,750)"
Nancy,Mace,nancy-mace,https://www.opensecrets.org/members-of-congress/nancy-mace/summary?cid=N00035670,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($43,305); Club for Growth ($28,100); Oracle Corp ($19,900); Veterans Guardian VA Claim Consulting ($14,700); AQR Capital Management ($13,200)","Republican/Conservative ($484,687); Retired ($410,268); Securities & Investment ($208,355); Leadership PACs ($187,000); Real Estate ($98,861)"
Ryan,Mackenzie,ryan-mackenzie,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seth,Magaziner,seth-magaziner,https://www.opensecrets.org/members-of-congress/seth-magaziner/summary?cid=N00050458,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($29,100); Service Employees International Union ($20,000); Tree of Life Productions ($19,800); Cornish Assoc ($19,300); Pontefract Global Strategies ($16,150)","Retired ($172,242); Lawyers/Law Firms ($114,693); Securities & Investment ($103,343); Real Estate ($91,250); Leadership PACs ($90,115)"
Nicole,Malliotakis,nicole-malliotakis,https://www.opensecrets.org/members-of-congress/nicole-malliotakis/summary?cid=N00044040,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($85,400); Welsh, Carson et al ($28,300); Apollo Global Management ($26,448); Blackstone Group ($19,800); R&V Management ($15,200)","Retired ($383,755); Securities & Investment ($258,727); Real Estate ($203,110); Leadership PACs ($187,800); Pro-Israel ($136,869)"
Celeste,Maloy,celeste-maloy,https://www.opensecrets.org/members-of-congress/celeste-maloy/summary?cid=N00052817,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($43,508); Value in Electing Women PAC ($35,000); Intend Health Strategies ($26,400); E-PAC ($25,000); National Assn of Home Builders ($23,500)","Leadership PACs ($260,600); Retired ($127,086); Lobbyists ($108,630); Oil & Gas ($71,575); Republican/Conservative ($69,310)"
Tracey,Mann,tracey-mann,https://www.opensecrets.org/members-of-congress/tracey-mann/summary?cid=N00030743,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($33,607); Conestoga Energy Partners ($19,800); Blue Beacon International ($13,200); Demetree Salt LLC ($13,200); Downing Nelson Oil ($13,200)","Crop Production & Basic Processing ($193,520); Agricultural Services/Products ($105,988); Livestock ($86,150); Real Estate ($63,350); Oil & Gas ($59,850)"
John W.,Mannion,john-w-mannion,https://www.opensecrets.org/members-of-congress/john-mannion/summary?cid=N00053112&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Swing Left ($47,676); JStreetPAC ($46,950); Syracuse University ($42,303); AmeriPAC: The Fund for a Greater America ($24,325); Google Inc ($23,513)","Retired ($426,914); Democratic/Liberal ($253,738); Education ($192,691); Leadership PACs ($174,425); Lawyers/Law Firms ($151,641)"
Edward J.,Markey,edward-j-markey,https://www.opensecrets.org/members-of-congress/markey-ed/summary?cid=N00000270&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"WilmerHale LLP ($130,997); Harvard University ($86,061); Google Inc ($74,737); Apollo Global Management ($59,386); Commonwealth of Massachusetts ($57,806)","Retired ($1,358,186); Lawyers/Law Firms ($1,095,818); Education ($764,377); Securities & Investment ($728,352); Real Estate ($568,485)"
Roger,Marshall,roger-marshall,https://www.opensecrets.org/members-of-congress/marshall-roger/summary?cid=N00037034&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Nueterra Capital ($49,400); National Republican Senatorial Cmte ($44,600); McKee Foods ($28,900); Goldman Sachs ($27,100); Venture Corp (Kansas) ($26,400)","Health Professionals ($655,681); Retired ($605,415); Leadership PACs ($595,807); Securities & Investment ($429,146); Oil & Gas ($283,733)"
Thomas,Massie,thomas-massie,https://www.opensecrets.org/members-of-congress/thomas-massie/summary?cid=N00034041,,,,,,,,,,,,,,,,,,,,,,,,,"Morning Star Co ($13,200); Susquehanna International Group ($13,200); TA Assoc ($13,200); Masimo Corp ($10,600); National Auto Dealers Assn ($10,000)","Retired ($224,078); Republican/Conservative ($73,030); Securities & Investment ($62,580); Real Estate ($45,562); Lawyers/Law Firms ($38,557)"
Brian J.,Mast,brian-j-mast,https://www.opensecrets.org/members-of-congress/mast-brian/summary?cid=N00037269&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($197,661); NextGen Management ($26,400); Investments Ltd ($13,200); Trident Capital ($13,200); Carlyle Group ($11,500)","Retired ($831,251); Republican/Conservative ($464,012); Human Rights ($274,509); Pro-Israel ($259,069); Real Estate ($89,095)"
Doris O.,Matsui,doris-o-matsui,https://www.opensecrets.org/members-of-congress/matsui-doris/summary?cid=N00027459&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"DISH Network ($19,600); Granite Telecommunications ($13,200); University of California/Davis ($12,725); American Israel Public Affairs Cmte ($11,322); PG&E Corp ($10,499)","Health Professionals ($127,062); Telecom Services ($94,950); Lawyers/Law Firms ($75,522); Pharmaceuticals/Health Products ($74,800); Electric Utilities ($65,299)"
Lucy,McBath,lucy-mcbath,https://www.opensecrets.org/members-of-congress/lucy-mcbath/summary?cid=N00042813,,,,,,,,,,,,,,,,,,,,,,,,,"Delta Air Lines ($19,592); Goldman Sachs ($16,200); American Israel Public Affairs Cmte ($13,800); ARK Community Church (Massachusetts) ($13,200); Bain Capital ($13,200)","Retired ($361,633); Securities & Investment ($149,316); Real Estate ($140,599); Lawyers/Law Firms ($130,073); Health Professionals ($93,408)"
Sarah,McBride,sarah-mcbride,https://www.opensecrets.org/members-of-congress/sarah-mcbride/summary?cid=N00052698&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Young, Conaway et al ($69,994); University of Delaware ($35,396); Microsoft Corp ($33,892); American Israel Public Affairs Cmte ($32,260); Google Inc ($27,252)","Retired ($586,427); Lawyers/Law Firms ($391,215); Health Professionals ($139,583); Education ($134,482); Human Rights ($128,327)"
Michael T.,McCaul,michael-t-mccaul,https://www.opensecrets.org/members-of-congress/mccaul-michael/summary?cid=N00026460&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($418,859); Lockheed Martin ($19,510); Axxess Technology Solutions ($16,600); BGR Group ($14,500); Red Arts Capital ($14,200)","Pro-Israel ($488,315); Retired ($402,123); Securities & Investment ($197,103); Real Estate ($139,700); Lawyers/Law Firms ($84,352)"
Lisa C.,McClain,lisa-c-mcclain,https://www.opensecrets.org/members-of-congress/mcclain-lisa/summary?cid=N00045730&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Poet LLC ($23,200); Kratos Defense & Security Solutions ($18,000); American Israel Public Affairs Cmte ($16,050); Rdv Corp ($13,200); Todd Wenzel Automotive ($13,200)","Leadership PACs ($107,000); Retired ($104,585); Real Estate ($76,823); Securities & Investment ($65,555); Automotive ($53,980)"
April,McClain Delaney,april-mcclain-delaney,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer L.,McClellan,jennifer-l-mcclellan,https://www.opensecrets.org/members-of-congress/mcclellan-jennifer/summary?cid=N00051961&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Service Employees International Union ($25,000); American Israel Public Affairs Cmte ($23,550); Verizon Communications ($22,375); Dominion Energy ($22,000); McGuireWoods LLP ($21,918)","Lawyers/Law Firms ($171,172); Democratic/Liberal ($150,209); Retired ($144,837); Real Estate ($74,433); Civil Servants/Public Officials ($62,557)"
Tom,McClintock,tom-mcclintock,https://www.opensecrets.org/members-of-congress/tom-mcclintock/summary?cid=N00006863,,,,,,,,,,,,,,,,,,,,,,,,,"Quest Media & Supplies ($13,200); Technical Maintenance Support Inc ($10,700); Koch Inc ($10,000); Paynter Realty & Investments ($9,900); National Assn of Insurance & Financial Advisors ($9,500)","Retired ($211,186); Republican/Conservative ($102,154); Real Estate ($60,775); Casinos/Gambling ($31,800); Electronics Mfg & Equip ($30,050)"
Betty,McCollum,betty-mccollum,https://www.opensecrets.org/members-of-congress/betty-mccollum/summary?cid=N00012942,,,,,,,,,,,,,,,,,,,,,,,,,"Heartland Realty Investors ($40,600); Holland & Knight ($28,600); Eo Solutions ($26,400); Fillmore Ai ($26,400); Starkey Hearing Technologies ($22,300)","Misc Defense ($102,300); Retired ($102,030); Defense Aerospace ($99,500); Lawyers/Law Firms ($90,431); Casinos/Gambling ($82,650)"
Mitch,McConnell,mitch-mcconnell,https://www.opensecrets.org/members-of-congress/mcconnell-mitch/summary?cid=N00003389&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Kent Companies ($688,132); NorPAC ($163,575); Blackstone Group ($124,030); United Parcel Service ($110,109); Humana Inc ($68,838)","Retired ($23,917,823); Real Estate ($2,157,528); Securities & Investment ($1,977,602); Health Professionals ($1,737,142); Republican/Conservative ($1,211,200)"
David,McCormick,david-mccormick,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard,McCormick,richard-mccormick,https://www.opensecrets.org/members-of-congress/richard-mccormick/summary?cid=N00044520,,,,,,,,,,,,,,,,,,,,,,,,,"Cox Enterprises ($20,700); Mesa Capital Partners ($19,000); Insight Sourcing Group ($16,500); Home Depot ($15,000); First Virtual Group ($13,200)","Human Rights ($309,046); Retired ($302,574); Republican/Conservative ($280,670); Health Professionals ($130,285); Real Estate ($111,754)"
Kristen,McDonald Rivet,kristen-mcdonald-rivet,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addison P.,McDowell,addison-p-mcdowell,https://www.opensecrets.org/members-of-congress/addison-mcdowell/summary?cid=N00054055&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Veterans Guardian VA Claim Consulting ($42,900); Flow Automotive ($33,000); American Israel Public Affairs Cmte ($17,500); Kilpatrick, Townsend & Stockton ($16,130); Innovation PAC ($15,000)","Leadership PACs ($94,300); Retired ($83,965); Lobbyists ($63,265); Business Services ($56,462); Automotive ($55,475)"
Morgan,McGarvey,morgan-mcgarvey,https://www.opensecrets.org/members-of-congress/morgan-mcgarvey/summary?cid=N00049295,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($49,003); Brown-Forman Corp ($29,075); Kidz Club ($22,200); NorPAC ($20,810); Norton Healthcare ($16,775)","Lawyers/Law Firms ($138,661); Retired ($128,352); Democratic/Liberal ($93,837); Beer, Wine & Liquor ($75,249); Health Professionals ($73,828)"
James P.,McGovern,james-p-mcgovern,https://www.opensecrets.org/members-of-congress/mcgovern-james-p/summary?cid=N00000179&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"JStreetPAC ($13,800); King & Spalding ($12,100); Air Line Pilots Assn ($10,000); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000)","Retired ($79,282); Building Trade Unions ($74,500); Lobbyists ($62,150); Lawyers/Law Firms ($57,778); Public Sector Unions ($49,000)"
John J.,McGuire,john-j-mcguire,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMonica,McIver,lamonica-mciver,https://www.opensecrets.org/members-of-congress/mciver-lamonica/summary?cid=N00055172&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Service Employees International Union ($15,000); America's Credit Unions ($10,300); Laborers Union ($10,000); Purpose PAC ($10,000); Ashton Building Co ($9,900)","Leadership PACs ($51,000); Real Estate ($37,915); Lawyers/Law Firms ($35,178); Democratic/Liberal ($29,050); Building Trade Unions ($27,000)"
Gregory W.,Meeks,gregory-w-meeks,https://www.opensecrets.org/members-of-congress/meeks-gregory/summary?cid=N00001171&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($448,328); MetLife Inc ($48,550); Bank of New York Mellon ($36,800); JStreetPAC ($32,750); Apollo Global Management ($25,000)","Pro-Israel ($509,628); Securities & Investment ($420,053); Real Estate ($182,450); Insurance ($170,775); Commercial Banks ($159,800)"
Robert,Menendez,robert-menendez,https://www.opensecrets.org/members-of-congress/menendez-rob/summary?cid=N00049686&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($235,430); Lowenstein Sandler Llp ($35,050); Blackstone Group ($19,800); Ironstate Holdings ($19,200); Urby LLC ($16,600)","Pro-Israel ($256,118); Lawyers/Law Firms ($212,236); Lobbyists ($147,812); Real Estate ($145,050); Leadership PACs ($138,102)"
Grace,Meng,grace-meng,https://www.opensecrets.org/members-of-congress/grace-meng/summary?cid=N00034547,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($466,548); Deloitte LLP ($13,800); New York Life Insurance ($10,700); Comcast Corp ($10,500); National Assn of Realtors ($10,500)","Pro-Israel ($478,908); Securities & Investment ($77,104); Health Professionals ($68,622); Real Estate ($60,794); Lawyers/Law Firms ($57,563)"
Jeff,Merkley,jeff-merkley,https://www.opensecrets.org/members-of-congress/merkley-jeff/summary?cid=N00029303&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"League of Conservation Voters ($54,344); Oregon Health & Science University ($49,772); State of Oregon ($33,570); University of Oregon ($30,830); Oregon State University ($28,638)","Retired ($1,979,483); Democratic/Liberal ($588,182); Education ($355,229); Leadership PACs ($287,600); Lawyers/Law Firms ($243,005)"
Mark B.,Messmer,mark-b-messmer,https://www.opensecrets.org/officeholders/mark-b-messmer/summary?cycle=2023&id=6675248,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel,Meuser,daniel-meuser,https://www.opensecrets.org/members-of-congress/meuser-dan/summary?cid=N00029416&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Pride Mobility Products ($32,300); Pace-O-Matic Inc ($13,335); Robindale Energy Services ($13,200); Asher's Chocolates ($12,400); Matthew A Berger MD ($11,400)","Securities & Investment ($127,450); Commercial Banks ($119,550); Retired ($100,436); Insurance ($98,550); Lawyers/Law Firms ($68,457)"
Kweisi,Mfume,kweisi-mfume,https://www.opensecrets.org/members-of-congress/kweisi-mfume/summary?cid=N00001799,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($11,000); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000); Home Depot ($10,000); Machinists/Aerospace Workers Union ($10,000)","Public Sector Unions ($53,500); Pro-Israel ($30,750); Building Trade Unions ($30,000); Transportation Unions ($25,000); Misc Unions ($20,000)"
Carol D.,Miller,carol-d-miller,https://www.opensecrets.org/members-of-congress/miller-carol/summary?cid=N00041542&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Select Medical Corp ($23,300); American Israel Public Affairs Cmte ($22,000); Cole Automotive Group ($21,300); Duke Energy ($13,500); Koch Inc ($11,000)","Leadership PACs ($117,600); Insurance ($110,600); Health Professionals ($103,300); Lobbyists ($84,371); Hospitals/Nursing Homes ($76,600)"
Mary E.,Miller,mary-e-miller,https://www.opensecrets.org/members-of-congress/miller-mary/summary?cid=N00045703&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($45,775); Indeck Energy Services ($13,200); American Crystal Sugar ($10,000); National Auto Dealers Assn ($10,000); Structural Steel Fabrication ($9,800)","Retired ($233,145); Republican/Conservative ($201,188); Crop Production & Basic Processing ($59,138); Real Estate ($25,148); Leadership PACs ($22,500)"
Max L.,Miller,max-l-miller,https://www.opensecrets.org/members-of-congress/miller-max/summary?cid=N00048277&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Republican Jewish Coalition ($68,351); American Israel Public Affairs Cmte ($44,150); Preston Superstore ($26,400); Blackstone Group ($23,800); Boli Group ($21,000)","Pro-Israel ($242,355); Securities & Investment ($167,162); Real Estate ($156,855); Retired ($129,760); Leadership PACs ($107,400)"
Mariannette,Miller-Meeks,mmiller-meeks,https://www.opensecrets.org/members-of-congress/miller-meeks-mariannette/summary?cid=N00029495&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"New York Cancer & Blood Specialists ($50,883); DaVita Inc ($29,500); Poet LLC ($21,600); Consumer Technology Assn ($19,900); Sukup Manufacturing ($18,700)","Retired ($647,260); Leadership PACs ($542,173); Health Professionals ($396,708); Securities & Investment ($350,642); Real Estate ($219,271)"
Cory,Mills,cory-mills,https://www.opensecrets.org/members-of-congress/cory-mills/summary?cid=N00048179,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($23,350); Engineering & Computer Simulations ($18,404); Robinhood Markets ($11,750); Certified Financial Group ($10,000); Eye of the Tiger PAC ($10,000)","Retired ($165,053); Republican/Conservative ($148,124); Leadership PACs ($62,500); Real Estate ($45,991); Lobbyists ($42,270)"
Dave,Min,dave-min,https://www.opensecrets.org/members-of-congress/dave-min/summary?cid=N00040866&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"University of California/Irvine ($71,767); Million Dollar Baby Co ($32,998); WilmerHale Llp ($26,950); Google Inc ($25,617); AmeriPAC: The Fund for a Greater America ($24,325)","Retired ($991,487); Lawyers/Law Firms ($570,087); Democratic/Liberal ($395,998); Education ($326,278); Securities & Investment ($285,223)"
Ashley,Moody,ashley-moody,,,,,,,,,,,,,,,,,,,,,,,,,,,
John R.,Moolenaar,john-r-moolenaar,https://www.opensecrets.org/members-of-congress/moolenaar-john/summary?cid=N00036275&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Miller Energy Co ($26,899); Cadillac Casting ($26,200); Michigan Research Institute ($22,400); American Israel Public Affairs Cmte ($21,500); Ernst & Young ($18,500)","Retired ($141,655); Lobbyists ($108,690); Real Estate ($81,800); Misc Manufacturing & Distributing ($74,101); Securities & Investment ($68,125)"
