name_map_first,name_map_last,name_map_middle,name_map_nick,want_state,matched,score,matched_target_key,matched_index_key,bioguide_id_transferred
David,Kustoff,,,Tennessee,yes,100,david kustoff,david kustoff,K000392
David,Kustoff,,,Tennessee,yes,100,david kustoff,david kustoff,K000392
David,Kustoff,,,Tennessee,yes,100,david kustoff,david kustoff,K000392
Darin,LaHood,,,Illinois,yes,100,darin lahood,darin lahood,L000585
Darin,LaHood,,,Illinois,yes,100,darin lahood,darin lahood,L000585
Darin,LaHood,,,Illinois,yes,100,darin lahood,darin lahood,L000585
Darin,LaHood,,,Illinois,yes,100,darin lahood,darin lahood,L000585
Darin,LaHood,,,Illinois,yes,100,darin lahood,darin lahood,L000585
Nick,LaLota,,,New York,no,0,,,
Nick,LaLota,,,New York,no,0,,,
Nick,LaLota,,,New York,no,0,,,
Nick,LaLota,,,New York,no,0,,,
Nick,LaLota,,,New York,no,0,,,
Doug,LaMalfa,,,California,yes,100,doug lamalfa,doug lamalfa,L000578
Doug,LaMalfa,,,California,yes,100,doug lamalfa,doug lamalfa,L000578
Doug,LaMalfa,,,California,yes,100,doug lamalfa,doug lamalfa,L000578
Doug,LaMalfa,,,California,yes,100,doug lamalfa,doug lamalfa,L000578
Doug,LaMalfa,,,California,yes,100,doug lamalfa,doug lamalfa,L000578
Greg,Landsman,,,Ohio,yes,100,greg landsman,greg landsman,L000601
Greg,Landsman,,,Ohio,yes,100,greg landsman,greg landsman,L000601
Greg,Landsman,,,Ohio,yes,100,greg landsman,greg landsman,L000601
Greg,Landsman,,,Ohio,yes,100,greg landsman,greg landsman,L000601
Greg,Landsman,,,Ohio,yes,100,greg landsman,greg landsman,L000601
Nicholas A.,Langworthy,,,New York,yes,100,nicholas a  langworthy,nicholas a  langworthy,L000600
Nicholas A.,Langworthy,,,New York,yes,100,nicholas a  langworthy,nicholas a  langworthy,L000600
Nicholas A.,Langworthy,,,New York,yes,100,nicholas a  langworthy,nicholas a  langworthy,L000600
Nicholas A.,Langworthy,,,New York,yes,100,nicholas a  langworthy,nicholas a  langworthy,L000600
Nicholas A.,Langworthy,,,New York,yes,100,nicholas a  langworthy,nicholas a  langworthy,L000600
James,Lankford,,,Oklahoma,yes,100,james lankford,james lankford,L000575
James,Lankford,,,Oklahoma,yes,100,james lankford,james lankford,L000575
James,Lankford,,,Oklahoma,yes,100,james lankford,james lankford,L000575
James,Lankford,,,Oklahoma,yes,100,james lankford,james lankford,L000575
James,Lankford,,,Oklahoma,yes,100,james lankford,james lankford,L000575
Rick,Larsen,,,Washington,yes,100,dick larsen,dick larsen,L000560
Rick,Larsen,,,Washington,yes,100,dick larsen,dick larsen,L000560
Rick,Larsen,,,Washington,yes,100,dick larsen,dick larsen,L000560
Rick,Larsen,,,Washington,yes,100,dick larsen,dick larsen,L000560
Rick,Larsen,,,Washington,yes,100,dick larsen,dick larsen,L000560
John B.,Larson,,,Connecticut,yes,100,john b  larson,john b  larson,L000557
John B.,Larson,,,Connecticut,yes,100,john b  larson,john b  larson,L000557
John B.,Larson,,,Connecticut,yes,100,john b  larson,john b  larson,L000557
John B.,Larson,,,Connecticut,yes,100,john b  larson,john b  larson,L000557
John B.,Larson,,,Connecticut,yes,100,john b  larson,john b  larson,L000557
George,Latimer,,,New York,yes,100,george latimer,george latimer,L000606
George,Latimer,,,New York,yes,100,george latimer,george latimer,L000606
George,Latimer,,,New York,yes,100,george latimer,george latimer,L000606
George,Latimer,,,New York,yes,100,george latimer,george latimer,L000606
George,Latimer,,,New York,yes,100,george latimer,george latimer,L000606
Robert E.,Latta,,,Ohio,yes,100,robert e  latta,robert e  latta,L000566
Robert E.,Latta,,,Ohio,yes,100,robert e  latta,robert e  latta,L000566
Robert E.,Latta,,,Ohio,yes,100,robert e  latta,robert e  latta,L000566
Robert E.,Latta,,,Ohio,yes,100,robert e  latta,robert e  latta,L000566
Robert E.,Latta,,,Ohio,yes,100,robert e  latta,robert e  latta,L000566
Michael,Lawler,,,New York,yes,100,michael lawler,michael lawler,L000599
Michael,Lawler,,,New York,yes,100,michael lawler,michael lawler,L000599
Michael,Lawler,,,New York,yes,100,michael lawler,michael lawler,L000599
Michael,Lawler,,,New York,yes,100,michael lawler,michael lawler,L000599
Michael,Lawler,,,New York,yes,100,michael lawler,michael lawler,L000599
Laurel M.,Lee,,,Florida,yes,100,laurel m  lee,laurel lee,L000597
Mike,Lee,,,Utah,yes,100,michael lee,michael lee,L000577
Summer L.,Lee,,,Pennsylvania,yes,100,summer l  lee,summer lee,L000602
Susie,Lee,,,Nevada,yes,100,susie lee,susie lee,L000590
Laurel M.,Lee,,,Florida,yes,100,laurel m  lee,laurel lee,L000597
Mike,Lee,,,Utah,yes,100,michael lee,michael lee,L000577
Summer L.,Lee,,,Pennsylvania,yes,100,summer l  lee,summer lee,L000602
Susie,Lee,,,Nevada,yes,100,susie lee,susie lee,L000590
Laurel M.,Lee,,,Florida,yes,100,laurel m  lee,laurel lee,L000597
Mike,Lee,,,Utah,yes,100,michael lee,michael lee,L000577
Summer L.,Lee,,,Pennsylvania,yes,100,summer l  lee,summer lee,L000602
Susie,Lee,,,Nevada,yes,100,susie lee,susie lee,L000590
Laurel M.,Lee,,,Florida,yes,100,laurel m  lee,laurel lee,L000597
Mike,Lee,,,Utah,yes,100,michael lee,michael lee,L000577
Summer L.,Lee,,,Pennsylvania,yes,100,summer l  lee,summer lee,L000602
Susie,Lee,,,Nevada,yes,100,susie lee,susie lee,L000590
Laurel M.,Lee,,,Florida,yes,100,laurel m  lee,laurel lee,L000597
Mike,Lee,,,Utah,yes,100,michael lee,michael lee,L000577
Summer L.,Lee,,,Pennsylvania,yes,100,summer l  lee,summer lee,L000602
Susie,Lee,,,Nevada,yes,100,susie lee,susie lee,L000590
Teresa,Leger Fernandez,,,New Mexico,yes,100,teresa leger fernandez,teresa leger fernandez,L000273
Teresa,Leger Fernandez,,,New Mexico,yes,100,teresa leger fernandez,teresa leger fernandez,L000273
Teresa,Leger Fernandez,,,New Mexico,yes,100,teresa leger fernandez,teresa leger fernandez,L000273
Teresa,Leger Fernandez,,,New Mexico,yes,100,teresa leger fernandez,teresa leger fernandez,L000273
Teresa,Leger Fernandez,,,New Mexico,yes,100,teresa leger fernandez,teresa leger fernandez,L000273
Julia,Letlow,,,Louisiana,yes,100,julia letlow,julia letlow,L000595
Julia,Letlow,,,Louisiana,yes,100,julia letlow,julia letlow,L000595
Julia,Letlow,,,Louisiana,yes,100,julia letlow,julia letlow,L000595
Julia,Letlow,,,Louisiana,yes,100,julia letlow,julia letlow,L000595
Julia,Letlow,,,Louisiana,yes,100,julia letlow,julia letlow,L000595
Mike,Levin,,,California,yes,100,michael levin,michael levin,L000593
Mike,Levin,,,California,yes,100,michael levin,michael levin,L000593
Mike,Levin,,,California,yes,100,michael levin,michael levin,L000593
Mike,Levin,,,California,yes,100,michael levin,michael levin,L000593
Mike,Levin,,,California,yes,100,michael levin,michael levin,L000593
Sam T.,Liccardo,,,California,yes,100,sam t  liccardo,sam t  liccardo,L000607
Sam T.,Liccardo,,,California,yes,100,sam t  liccardo,sam t  liccardo,L000607
Sam T.,Liccardo,,,California,yes,100,sam t  liccardo,sam t  liccardo,L000607
Sam T.,Liccardo,,,California,yes,100,sam t  liccardo,sam t  liccardo,L000607
Sam T.,Liccardo,,,California,yes,100,sam t  liccardo,sam t  liccardo,L000607
Ted,Lieu,,,California,yes,100,ted lieu,ted lieu,L000582
Ted,Lieu,,,California,yes,100,ted lieu,ted lieu,L000582
Ted,Lieu,,,California,yes,100,ted lieu,ted lieu,L000582
Ted,Lieu,,,California,yes,100,ted lieu,ted lieu,L000582
Ted,Lieu,,,California,yes,100,ted lieu,ted lieu,L000582
Zoe,Lofgren,,,California,yes,100,zoe lofgren,zoe lofgren,L000397
Zoe,Lofgren,,,California,yes,100,zoe lofgren,zoe lofgren,L000397
Zoe,Lofgren,,,California,yes,100,zoe lofgren,zoe lofgren,L000397
Zoe,Lofgren,,,California,yes,100,zoe lofgren,zoe lofgren,L000397
Zoe,Lofgren,,,California,yes,100,zoe lofgren,zoe lofgren,L000397
Barry,Loudermilk,,,Georgia,yes,100,barry loudermilk,barry loudermilk,L000583
Barry,Loudermilk,,,Georgia,yes,100,barry loudermilk,barry loudermilk,L000583
Barry,Loudermilk,,,Georgia,yes,100,barry loudermilk,barry loudermilk,L000583
Barry,Loudermilk,,,Georgia,yes,100,barry loudermilk,barry loudermilk,L000583
Barry,Loudermilk,,,Georgia,yes,100,barry loudermilk,barry loudermilk,L000583
Frank D.,Lucas,,,Oklahoma,yes,100,frank d  lucas,frank d  lucas,L000491
Frank D.,Lucas,,,Oklahoma,yes,100,frank d  lucas,frank d  lucas,L000491
Frank D.,Lucas,,,Oklahoma,yes,100,frank d  lucas,frank d  lucas,L000491
Frank D.,Lucas,,,Oklahoma,yes,100,frank d  lucas,frank d  lucas,L000491
Frank D.,Lucas,,,Oklahoma,yes,100,frank d  lucas,frank d  lucas,L000491
Ben Ray,Luján,,,New Mexico,yes,100,ben ray lujan,ben ray lujan,L000570
Ben Ray,Luján,,,New Mexico,yes,100,ben ray lujan,ben ray lujan,L000570
Ben Ray,Luján,,,New Mexico,yes,100,ben ray lujan,ben ray lujan,L000570
Ben Ray,Luján,,,New Mexico,yes,100,ben ray lujan,ben ray lujan,L000570
Ben Ray,Luján,,,New Mexico,yes,100,ben ray lujan,ben ray lujan,L000570
Cynthia M.,Lummis,,,Wyoming,yes,100,cynthia m  lummis,cynthia m  lummis,L000571
Cynthia M.,Lummis,,,Wyoming,yes,100,cynthia m  lummis,cynthia m  lummis,L000571
Cynthia M.,Lummis,,,Wyoming,yes,100,cynthia m  lummis,cynthia m  lummis,L000571
Cynthia M.,Lummis,,,Wyoming,yes,100,cynthia m  lummis,cynthia m  lummis,L000571
Cynthia M.,Lummis,,,Wyoming,yes,100,cynthia m  lummis,cynthia m  lummis,L000571
Anna Paulina,Luna,,,Florida,yes,100,anna paulina luna,anna luna,L000596
Anna Paulina,Luna,,,Florida,yes,100,anna paulina luna,anna luna,L000596
Anna Paulina,Luna,,,Florida,yes,100,anna paulina luna,anna luna,L000596
Anna Paulina,Luna,,,Florida,yes,100,anna paulina luna,anna luna,L000596
Anna Paulina,Luna,,,Florida,yes,100,anna paulina luna,anna luna,L000596
Morgan,Luttrell,,,Texas,yes,100,morgan luttrell,morgan luttrell,L000603
Morgan,Luttrell,,,Texas,yes,100,morgan luttrell,morgan luttrell,L000603
Morgan,Luttrell,,,Texas,yes,100,morgan luttrell,morgan luttrell,L000603
Morgan,Luttrell,,,Texas,yes,100,morgan luttrell,morgan luttrell,L000603
Morgan,Luttrell,,,Texas,yes,100,morgan luttrell,morgan luttrell,L000603
Stephen F.,Lynch,,,Massachusetts,yes,100,stephen f  lynch,stephen f  lynch,L000562
Stephen F.,Lynch,,,Massachusetts,yes,100,stephen f  lynch,stephen f  lynch,L000562
Stephen F.,Lynch,,,Massachusetts,yes,100,stephen f  lynch,stephen f  lynch,L000562
Stephen F.,Lynch,,,Massachusetts,yes,100,stephen f  lynch,stephen f  lynch,L000562
Stephen F.,Lynch,,,Massachusetts,yes,100,stephen f  lynch,stephen f  lynch,L000562
Nancy,Mace,,,South Carolina,yes,100,nancy mace,nancy mace,M000194
Nancy,Mace,,,South Carolina,yes,100,nancy mace,nancy mace,M000194
Nancy,Mace,,,South Carolina,yes,100,nancy mace,nancy mace,M000194
Nancy,Mace,,,South Carolina,yes,100,nancy mace,nancy mace,M000194
Nancy,Mace,,,South Carolina,yes,100,nancy mace,nancy mace,M000194
Ryan,Mackenzie,,,Pennsylvania,yes,100,ryan mackenzie,ryan mackenzie,M001230
Ryan,Mackenzie,,,Pennsylvania,yes,100,ryan mackenzie,ryan mackenzie,M001230
Ryan,Mackenzie,,,Pennsylvania,yes,100,ryan mackenzie,ryan mackenzie,M001230
Ryan,Mackenzie,,,Pennsylvania,yes,100,ryan mackenzie,ryan mackenzie,M001230
Ryan,Mackenzie,,,Pennsylvania,yes,100,ryan mackenzie,ryan mackenzie,M001230
Seth,Magaziner,,,Rhode Island,yes,100,seth magaziner,seth magaziner,M001223
Seth,Magaziner,,,Rhode Island,yes,100,seth magaziner,seth magaziner,M001223
Seth,Magaziner,,,Rhode Island,yes,100,seth magaziner,seth magaziner,M001223
Seth,Magaziner,,,Rhode Island,yes,100,seth magaziner,seth magaziner,M001223
Seth,Magaziner,,,Rhode Island,yes,100,seth magaziner,seth magaziner,M001223
Nicole,Malliotakis,,,New York,yes,100,nicole malliotakis,nicole malliotakis,M000317
Nicole,Malliotakis,,,New York,yes,100,nicole malliotakis,nicole malliotakis,M000317
Nicole,Malliotakis,,,New York,yes,100,nicole malliotakis,nicole malliotakis,M000317
Nicole,Malliotakis,,,New York,yes,100,nicole malliotakis,nicole malliotakis,M000317
Nicole,Malliotakis,,,New York,yes,100,nicole malliotakis,nicole malliotakis,M000317
Celeste,Maloy,,,Utah,yes,100,celeste maloy,celeste maloy,M001228
Celeste,Maloy,,,Utah,yes,100,celeste maloy,celeste maloy,M001228
Celeste,Maloy,,,Utah,yes,100,celeste maloy,celeste maloy,M001228
Celeste,Maloy,,,Utah,yes,100,celeste maloy,celeste maloy,M001228
Celeste,Maloy,,,Utah,yes,100,celeste maloy,celeste maloy,M001228
Tracey,Mann,,,Kansas,yes,100,tracey mann,tracey mann,M000871
Tracey,Mann,,,Kansas,yes,100,tracey mann,tracey mann,M000871
Tracey,Mann,,,Kansas,yes,100,tracey mann,tracey mann,M000871
Tracey,Mann,,,Kansas,yes,100,tracey mann,tracey mann,M000871
Tracey,Mann,,,Kansas,yes,100,tracey mann,tracey mann,M000871
John W.,Mannion,,,New York,yes,100,john w  mannion,john w  mannion,M001231
John W.,Mannion,,,New York,yes,100,john w  mannion,john w  mannion,M001231
John W.,Mannion,,,New York,yes,100,john w  mannion,john w  mannion,M001231
John W.,Mannion,,,New York,yes,100,john w  mannion,john w  mannion,M001231
John W.,Mannion,,,New York,yes,100,john w  mannion,john w  mannion,M001231
Edward J.,Markey,,,Massachusetts,yes,100,edward j  markey,edward markey,M000133
Edward J.,Markey,,,Massachusetts,yes,100,edward j  markey,edward markey,M000133
Edward J.,Markey,,,Massachusetts,yes,100,edward j  markey,edward markey,M000133
Edward J.,Markey,,,Massachusetts,yes,100,edward j  markey,edward markey,M000133
Edward J.,Markey,,,Massachusetts,yes,100,edward j  markey,edward markey,M000133
Roger,Marshall,,,Kansas,yes,100,roger marshall,roger marshall,M001198
Roger,Marshall,,,Kansas,yes,100,roger marshall,roger marshall,M001198
Roger,Marshall,,,Kansas,yes,100,roger marshall,roger marshall,M001198
Roger,Marshall,,,Kansas,yes,100,roger marshall,roger marshall,M001198
Roger,Marshall,,,Kansas,yes,100,roger marshall,roger marshall,M001198
Thomas,Massie,,,Kentucky,yes,100,thomas massie,thomas massie,M001184
Thomas,Massie,,,Kentucky,yes,100,thomas massie,thomas massie,M001184
Thomas,Massie,,,Kentucky,yes,100,thomas massie,thomas massie,M001184
Thomas,Massie,,,Kentucky,yes,100,thomas massie,thomas massie,M001184
Thomas,Massie,,,Kentucky,yes,100,thomas massie,thomas massie,M001184
Brian J.,Mast,,,Florida,yes,100,brian j  mast,brian mast,M001199
Brian J.,Mast,,,Florida,yes,100,brian j  mast,brian mast,M001199
Brian J.,Mast,,,Florida,yes,100,brian j  mast,brian mast,M001199
Brian J.,Mast,,,Florida,yes,100,brian j  mast,brian mast,M001199
Brian J.,Mast,,,Florida,yes,100,brian j  mast,brian mast,M001199
Doris O.,Matsui,,,California,yes,100,doris o  matsui,doris matsui,M001163
Doris O.,Matsui,,,California,yes,100,doris o  matsui,doris matsui,M001163
Doris O.,Matsui,,,California,yes,100,doris o  matsui,doris matsui,M001163
Doris O.,Matsui,,,California,yes,100,doris o  matsui,doris matsui,M001163
Doris O.,Matsui,,,California,yes,100,doris o  matsui,doris matsui,M001163
Lucy,McBath,,,Georgia,yes,100,lucy mcbath,lucy mcbath,M001208
Lucy,McBath,,,Georgia,yes,100,lucy mcbath,lucy mcbath,M001208
Lucy,McBath,,,Georgia,yes,100,lucy mcbath,lucy mcbath,M001208
Lucy,McBath,,,Georgia,yes,100,lucy mcbath,lucy mcbath,M001208
Lucy,McBath,,,Georgia,yes,100,lucy mcbath,lucy mcbath,M001208
Sarah,McBride,,,Delaware,yes,100,sarah mcbride,sarah mcbride,M001238
Sarah,McBride,,,Delaware,yes,100,sarah mcbride,sarah mcbride,M001238
Sarah,McBride,,,Delaware,yes,100,sarah mcbride,sarah mcbride,M001238
Sarah,McBride,,,Delaware,yes,100,sarah mcbride,sarah mcbride,M001238
Sarah,McBride,,,Delaware,yes,100,sarah mcbride,sarah mcbride,M001238
Michael T.,McCaul,,,Texas,yes,100,michael t  mccaul,michael t  mccaul,M001157
Michael T.,McCaul,,,Texas,yes,100,michael t  mccaul,michael t  mccaul,M001157
Michael T.,McCaul,,,Texas,yes,100,michael t  mccaul,michael t  mccaul,M001157
Michael T.,McCaul,,,Texas,yes,100,michael t  mccaul,michael t  mccaul,M001157
Michael T.,McCaul,,,Texas,yes,100,michael t  mccaul,michael t  mccaul,M001157
Lisa C.,McClain,,,Michigan,yes,100,lisa c  mcclain,lisa c  mcclain,M001136
Lisa C.,McClain,,,Michigan,yes,100,lisa c  mcclain,lisa c  mcclain,M001136
Lisa C.,McClain,,,Michigan,yes,100,lisa c  mcclain,lisa c  mcclain,M001136
Lisa C.,McClain,,,Michigan,yes,100,lisa c  mcclain,lisa c  mcclain,M001136
Lisa C.,McClain,,,Michigan,yes,100,lisa c  mcclain,lisa c  mcclain,M001136
April,McClain Delaney,,,Maryland,yes,100,april mcclain delaney,april mcclain delaney,M001232
April,McClain Delaney,,,Maryland,yes,100,april mcclain delaney,april mcclain delaney,M001232
April,McClain Delaney,,,Maryland,yes,100,april mcclain delaney,april mcclain delaney,M001232
April,McClain Delaney,,,Maryland,yes,100,april mcclain delaney,april mcclain delaney,M001232
April,McClain Delaney,,,Maryland,yes,100,april mcclain delaney,april mcclain delaney,M001232
Jennifer L.,McClellan,,,Virginia,yes,100,jennifer l  mcclellan,jennifer mcclellan,M001227
Jennifer L.,McClellan,,,Virginia,yes,100,jennifer l  mcclellan,jennifer mcclellan,M001227
Jennifer L.,McClellan,,,Virginia,yes,100,jennifer l  mcclellan,jennifer mcclellan,M001227
Jennifer L.,McClellan,,,Virginia,yes,100,jennifer l  mcclellan,jennifer mcclellan,M001227
Jennifer L.,McClellan,,,Virginia,yes,100,jennifer l  mcclellan,jennifer mcclellan,M001227
Tom,McClintock,,,California,yes,100,thomas mcclintock,thomas mcclintock,M001177
Tom,McClintock,,,California,yes,100,thomas mcclintock,thomas mcclintock,M001177
Tom,McClintock,,,California,yes,100,thomas mcclintock,thomas mcclintock,M001177
Tom,McClintock,,,California,yes,100,thomas mcclintock,thomas mcclintock,M001177
Tom,McClintock,,,California,yes,100,thomas mcclintock,thomas mcclintock,M001177
Betty,McCollum,,,Minnesota,yes,100,betty mccollum,betty mccollum,M001143
Betty,McCollum,,,Minnesota,yes,100,betty mccollum,betty mccollum,M001143
Betty,McCollum,,,Minnesota,yes,100,betty mccollum,betty mccollum,M001143
Betty,McCollum,,,Minnesota,yes,100,betty mccollum,betty mccollum,M001143
Betty,McCollum,,,Minnesota,yes,100,betty mccollum,betty mccollum,M001143
Mitch,McConnell,,,Kentucky,yes,100,mitch mcconnell,mitch mcconnell,M000355
Mitch,McConnell,,,Kentucky,yes,100,mitch mcconnell,mitch mcconnell,M000355
Mitch,McConnell,,,Kentucky,yes,100,mitch mcconnell,mitch mcconnell,M000355
Mitch,McConnell,,,Kentucky,yes,100,mitch mcconnell,mitch mcconnell,M000355
Mitch,McConnell,,,Kentucky,yes,100,mitch mcconnell,mitch mcconnell,M000355
David,McCormick,,,Pennsylvania,yes,100,david mccormick,david mccormick,M001243
Richard,McCormick,,,Georgia,yes,100,dick mccormick,dick mccormick,M001218
David,McCormick,,,Pennsylvania,yes,100,david mccormick,david mccormick,M001243
Richard,McCormick,,,Georgia,yes,100,dick mccormick,dick mccormick,M001218
David,McCormick,,,Pennsylvania,yes,100,david mccormick,david mccormick,M001243
Richard,McCormick,,,Georgia,yes,100,dick mccormick,dick mccormick,M001218
David,McCormick,,,Pennsylvania,yes,100,david mccormick,david mccormick,M001243
Richard,McCormick,,,Georgia,yes,100,dick mccormick,dick mccormick,M001218
David,McCormick,,,Pennsylvania,yes,100,david mccormick,david mccormick,M001243
Richard,McCormick,,,Georgia,yes,100,dick mccormick,dick mccormick,M001218
Kristen,McDonald Rivet,,,Michigan,yes,100,kristen mcdonald rivet,kristen mcdonald rivet,M001237
Kristen,McDonald Rivet,,,Michigan,yes,100,kristen mcdonald rivet,kristen mcdonald rivet,M001237
Kristen,McDonald Rivet,,,Michigan,yes,100,kristen mcdonald rivet,kristen mcdonald rivet,M001237
Kristen,McDonald Rivet,,,Michigan,yes,100,kristen mcdonald rivet,kristen mcdonald rivet,M001237
Kristen,McDonald Rivet,,,Michigan,yes,100,kristen mcdonald rivet,kristen mcdonald rivet,M001237
Addison P.,McDowell,,,North Carolina,yes,100,addison p  mcdowell,addison p  mcdowell,M001240
Addison P.,McDowell,,,North Carolina,yes,100,addison p  mcdowell,addison p  mcdowell,M001240
Addison P.,McDowell,,,North Carolina,yes,100,addison p  mcdowell,addison p  mcdowell,M001240
Addison P.,McDowell,,,North Carolina,yes,100,addison p  mcdowell,addison p  mcdowell,M001240
Addison P.,McDowell,,,North Carolina,yes,100,addison p  mcdowell,addison p  mcdowell,M001240
Morgan,McGarvey,,,Kentucky,yes,100,morgan mcgarvey,morgan mcgarvey,M001220
Morgan,McGarvey,,,Kentucky,yes,100,morgan mcgarvey,morgan mcgarvey,M001220
Morgan,McGarvey,,,Kentucky,yes,100,morgan mcgarvey,morgan mcgarvey,M001220
Morgan,McGarvey,,,Kentucky,yes,100,morgan mcgarvey,morgan mcgarvey,M001220
Morgan,McGarvey,,,Kentucky,yes,100,morgan mcgarvey,morgan mcgarvey,M001220
James P.,McGovern,,,Massachusetts,yes,100,james p  mcgovern,james p  mcgovern,M000312
James P.,McGovern,,,Massachusetts,yes,100,james p  mcgovern,james p  mcgovern,M000312
James P.,McGovern,,,Massachusetts,yes,100,james p  mcgovern,james p  mcgovern,M000312
James P.,McGovern,,,Massachusetts,yes,100,james p  mcgovern,james p  mcgovern,M000312
James P.,McGovern,,,Massachusetts,yes,100,james p  mcgovern,james p  mcgovern,M000312
John J.,McGuire,,,Virginia,yes,100,john j  mcguire,john j  mcguire,M001239
John J.,McGuire,,,Virginia,yes,100,john j  mcguire,john j  mcguire,M001239
John J.,McGuire,,,Virginia,yes,100,john j  mcguire,john j  mcguire,M001239
John J.,McGuire,,,Virginia,yes,100,john j  mcguire,john j  mcguire,M001239
John J.,McGuire,,,Virginia,yes,100,john j  mcguire,john j  mcguire,M001239
LaMonica,McIver,,,New Jersey,yes,100,lamonica mciver,lamonica mciver,M001229
LaMonica,McIver,,,New Jersey,yes,100,lamonica mciver,lamonica mciver,M001229
LaMonica,McIver,,,New Jersey,yes,100,lamonica mciver,lamonica mciver,M001229
LaMonica,McIver,,,New Jersey,yes,100,lamonica mciver,lamonica mciver,M001229
LaMonica,McIver,,,New Jersey,yes,100,lamonica mciver,lamonica mciver,M001229
Gregory W.,Meeks,,,New York,yes,100,gregory w  meeks,gregory w  meeks,M001137
Gregory W.,Meeks,,,New York,yes,100,gregory w  meeks,gregory w  meeks,M001137
Gregory W.,Meeks,,,New York,yes,100,gregory w  meeks,gregory w  meeks,M001137
Gregory W.,Meeks,,,New York,yes,100,gregory w  meeks,gregory w  meeks,M001137
Gregory W.,Meeks,,,New York,yes,100,gregory w  meeks,gregory w  meeks,M001137
Robert,Menendez,,,New Jersey,yes,100,bert menendez,bert menendez,M001226
Robert,Menendez,,,New Jersey,yes,100,bert menendez,bert menendez,M001226
Robert,Menendez,,,New Jersey,yes,100,bert menendez,bert menendez,M001226
Robert,Menendez,,,New Jersey,yes,100,bert menendez,bert menendez,M001226
Robert,Menendez,,,New Jersey,yes,100,bert menendez,bert menendez,M001226
Grace,Meng,,,New York,yes,100,grace meng,grace meng,M001188
Grace,Meng,,,New York,yes,100,grace meng,grace meng,M001188
Grace,Meng,,,New York,yes,100,grace meng,grace meng,M001188
Grace,Meng,,,New York,yes,100,grace meng,grace meng,M001188
Grace,Meng,,,New York,yes,100,grace meng,grace meng,M001188
Jeff,Merkley,,,Oregon,yes,100,jeff merkley,jeff merkley,M001176
Jeff,Merkley,,,Oregon,yes,100,jeff merkley,jeff merkley,M001176
Jeff,Merkley,,,Oregon,yes,100,jeff merkley,jeff merkley,M001176
Jeff,Merkley,,,Oregon,yes,100,jeff merkley,jeff merkley,M001176
Jeff,Merkley,,,Oregon,yes,100,jeff merkley,jeff merkley,M001176
Mark B.,Messmer,,,Indiana,yes,100,mark b  messmer,mark b  messmer,M001233
Mark B.,Messmer,,,Indiana,yes,100,mark b  messmer,mark b  messmer,M001233
Mark B.,Messmer,,,Indiana,yes,100,mark b  messmer,mark b  messmer,M001233
Mark B.,Messmer,,,Indiana,yes,100,mark b  messmer,mark b  messmer,M001233
Mark B.,Messmer,,,Indiana,yes,100,mark b  messmer,mark b  messmer,M001233
Daniel,Meuser,,,Pennsylvania,yes,100,dan meuser,dan meuser,M001204
Daniel,Meuser,,,Pennsylvania,yes,100,dan meuser,dan meuser,M001204
Daniel,Meuser,,,Pennsylvania,yes,100,dan meuser,dan meuser,M001204
Daniel,Meuser,,,Pennsylvania,yes,100,dan meuser,dan meuser,M001204
Daniel,Meuser,,,Pennsylvania,yes,100,dan meuser,dan meuser,M001204
Kweisi,Mfume,,,Maryland,yes,100,kweisi mfume,kweisi mfume,M000687
Kweisi,Mfume,,,Maryland,yes,100,kweisi mfume,kweisi mfume,M000687
Kweisi,Mfume,,,Maryland,yes,100,kweisi mfume,kweisi mfume,M000687
Kweisi,Mfume,,,Maryland,yes,100,kweisi mfume,kweisi mfume,M000687
Kweisi,Mfume,,,Maryland,yes,100,kweisi mfume,kweisi mfume,M000687
Carol D.,Miller,,,West Virginia,yes,100,carol d  miller,carol miller,M001205
Mary E.,Miller,,,Illinois,yes,100,mary e  miller,mary e  miller,M001211
Max L.,Miller,,,Ohio,yes,100,max l  miller,max miller,M001222
Carol D.,Miller,,,West Virginia,yes,100,carol d  miller,carol miller,M001205
Mary E.,Miller,,,Illinois,yes,100,mary e  miller,mary e  miller,M001211
Max L.,Miller,,,Ohio,yes,100,max l  miller,max miller,M001222
Carol D.,Miller,,,West Virginia,yes,100,carol d  miller,carol miller,M001205
Mary E.,Miller,,,Illinois,yes,100,mary e  miller,mary e  miller,M001211
Max L.,Miller,,,Ohio,yes,100,max l  miller,max miller,M001222
Carol D.,Miller,,,West Virginia,yes,100,carol d  miller,carol miller,M001205
Mary E.,Miller,,,Illinois,yes,100,mary e  miller,mary e  miller,M001211
Max L.,Miller,,,Ohio,yes,100,max l  miller,max miller,M001222
Carol D.,Miller,,,West Virginia,yes,100,carol d  miller,carol miller,M001205
Mary E.,Miller,,,Illinois,yes,100,mary e  miller,mary e  miller,M001211
Max L.,Miller,,,Ohio,yes,100,max l  miller,max miller,M001222
Mariannette,Miller-Meeks,,,Iowa,yes,100,mariannette miller-meeks,mariannette miller-meeks,M001215
Mariannette,Miller-Meeks,,,Iowa,yes,100,mariannette miller-meeks,mariannette miller-meeks,M001215
Mariannette,Miller-Meeks,,,Iowa,yes,100,mariannette miller-meeks,mariannette miller-meeks,M001215
Mariannette,Miller-Meeks,,,Iowa,yes,100,mariannette miller-meeks,mariannette miller-meeks,M001215
