first_name,last_name,slug_name,slug_url
Suhas,Subramanyam,suhas-subramanyam,https://www.opensecrets.org/members-of-congress/suhas-subramanyam/summary?cid=N00054085&cycle=2024
Dan,Sullivan,dan-sullivan,https://www.opensecrets.org/members-of-congress/dan-sullivan/summary?cid=N00051393
Thomas R.,Suozzi,thomas-r-suozzi,https://www.opensecrets.org/members-of-congress/suozzi-tom/summary?cid=N00038742&cycle=2024
Eric,Swalwell,eric-swalwell,https://www.opensecrets.org/members-of-congress/eric-swalwell/summary?cid=N00033508
Emilia Strong,Sykes,emilia-strong-sykes,https://www.opensecrets.org/members-of-congress/sykes-emilia/summary?cid=N00050165&cycle=2024
Mark,Takano,mark-takano,https://www.opensecrets.org/members-of-congress/mark-takano/summary?cid=N00006701
David J.,Taylor,david-j-taylor,
Claudia,Tenney,claudia-tenney,https://www.opensecrets.org/members-of-congress/claudia-tenney/summary?cid=N00036351
Shri,Thanedar,shri-thanedar,https://www.opensecrets.org/members-of-congress/shri-thanedar/summary?cid=N00049602
Bennie G.,Thompson,bennie-g-thompson,https://www.opensecrets.org/members-of-congress/thompson-bennie-g/summary?cid=N00003288&cycle=2024
Glenn,Thompson,glenn-thompson,https://www.opensecrets.org/members-of-congress/glenn-thompson/summary?cid=N00029736
Mike,Thompson,mike-thompson,https://www.opensecrets.org/members-of-congress/mike-thompson/summary?cid=N00007419
John,Thune,john-thune,https://www.opensecrets.org/members-of-congress/john-thune/summary?cid=N00004572
Thomas P.,Tiffany,thomas-p-tiffany,https://www.opensecrets.org/members-of-congress/tiffany-tom/summary?cid=N00045307&cycle=2024
Thomas,Tillis,thomas-tillis,https://www.opensecrets.org/members-of-congress/tillis-thom/summary?cid=N00035492&cycle=2024
William R.,Timmons,william-r-timmons,https://www.opensecrets.org/members-of-congress/timmons-william/summary?cid=N00042715&cycle=2024
Dina,Titus,dina-titus,https://www.opensecrets.org/members-of-congress/dina-titus/summary?cid=N00030191
Rashida,Tlaib,rashida-tlaib,https://www.opensecrets.org/members-of-congress/rashida-tlaib/summary?cid=N00042649
Jill N.,Tokuda,jill-n-tokuda,https://www.opensecrets.org/members-of-congress/tokuda-jill/summary?cid=N00051049&cycle=2024
Paul,Tonko,paul-tonko,https://www.opensecrets.org/members-of-congress/paul-tonko/summary?cid=N00030196
Norma J.,Torres,norma-j-torres,https://www.opensecrets.org/members-of-congress/torres-norma/summary?cid=N00036107&cycle=2024
Ritchie,Torres,ritchie-torres,https://www.opensecrets.org/members-of-congress/ritchie-torres/summary?cid=N00044346
Lori,Trahan,lori-trahan,https://www.opensecrets.org/members-of-congress/lori-trahan/summary?cid=N00041808
Derek,Tran,derek-tran,https://www.opensecrets.org/campaign-expenditures/vendor?year=2024&vendor=Derek%20Tran%20for%20Congress
Tommy,Tuberville,tommy-tuberville,https://www.opensecrets.org/members-of-congress/tuberville-tommy/summary?cid=N00044434&cycle=2024
Michael R.,Turner,michael-r-turner,https://www.opensecrets.org/members-of-congress/turner-michael-r/summary?cid=N00025175&cycle=2024
Sylvester,Turner,sylvester-turner,
Lauren,Underwood,lauren-underwood,https://www.opensecrets.org/members-of-congress/underwood-lauren-a/summary?cid=N00041569&cycle=2024
David G.,Valadao,david-g-valadao,https://www.opensecrets.org/members-of-congress/valadao-david/summary?cid=N00033367&cycle=2024
Jefferson,Van Drew,jefferson-van-drew,https://www.opensecrets.org/members-of-congress/van-drew-jeff/summary?cid=N00042164&cycle=2024
Beth,Van Duyne,beth-van-duyne,https://www.opensecrets.org/members-of-congress/beth-van-duyne/summary?cid=N00045167
Chris,Van Hollen,chris-van-hollen,https://www.opensecrets.org/members-of-congress/chris-van-hollen/summary?cid=N00013820
Derrick,Van Orden,derrick-van-orden,https://www.opensecrets.org/members-of-congress/derrick-van-orden/summary?cid=N00046843
J. D.,Vance,j-d-vance,https://www.opensecrets.org/members-of-congress/vance-j-d/summary?cid=N00048832&cycle=2024
Juan,Vargas,juan-vargas,https://www.opensecrets.org/members-of-congress/juan-vargas/summary?cid=N00007021
Gabe,Vasquez,gabe-vasquez,https://www.opensecrets.org/members-of-congress/gabe-vasquez/summary?cid=N00049142
Marc A.,Veasey,marc-a-veasey,https://www.opensecrets.org/members-of-congress/veasey-marc/summary?cid=N00033839&cycle=2024
Nydia M.,Velázquez,nydia-m-velzquez,https://www.opensecrets.org/members-of-congress/velazquez-nydia/summary?cid=N00001102&cycle=2024
Eugene Simon,Vindman,eugene-simon-vindman,
Ann,Wagner,ann-wagner,https://www.opensecrets.org/members-of-congress/ann-wagner/summary?cid=N00033106
Tim,Walberg,tim-walberg,https://www.opensecrets.org/members-of-congress/tim-walberg/summary?cid=N00026368
Michael,Waltz,michael-waltz,https://www.opensecrets.org/members-of-congress/michael-waltz/summary?cid=N00042403
Mark R.,Warner,mark-r-warner,https://www.opensecrets.org/members-of-congress/warner-mark/summary?cid=N00002097&cycle=2024
Raphael G.,Warnock,raphael-g-warnock,https://www.opensecrets.org/members-of-congress/warnock-raphael/summary?cid=N00046489&cycle=2024
Elizabeth,Warren,elizabeth-warren,https://www.opensecrets.org/members-of-congress/warren-elizabeth/summary?cid=N00033492&cycle=2024
Debbie,Wasserman Schultz,debbie-wasserman-schultz,https://www.opensecrets.org/members-of-congress/debbie-wasserman-schultz/summary?cid=N00026106
Maxine,Waters,maxine-waters,https://www.opensecrets.org/members-of-congress/maxine-waters/summary?cid=N00006690
Bonnie,Watson Coleman,bonnie-watson-coleman,https://www.opensecrets.org/members-of-congress/bonnie-watson-coleman/summary?cid=N00036158
Randy K. Sr.,Weber,randy-k-sr-weber,https://www.opensecrets.org/members-of-congress/weber-randy/summary?cid=N00033539&cycle=2024
Daniel,Webster,daniel-webster,https://www.opensecrets.org/members-of-congress/daniel-webster/summary?cid=N00026335
Peter,Welch,peter-welch,https://www.opensecrets.org/members-of-congress/peter-welch/summary?cid=N00000515
Bruce,Westerman,bruce-westerman,https://www.opensecrets.org/members-of-congress/bruce-westerman/summary?cid=N00035527
Sheldon,Whitehouse,sheldon-whitehouse,https://www.opensecrets.org/members-of-congress/whitehouse-sheldon/summary?cid=N00027533&cycle=2024
George,Whitesides,george-whitesides,https://www.opensecrets.org/campaign-expenditures/vendor?cycle=2024&vendor=George+Whitesides+for+Congress
Roger F.,Wicker,roger-f-wicker,https://www.opensecrets.org/members-of-congress/wicker-roger/summary?cid=N00003280&cycle=2024
Tony,Wied,tony-wied,https://www.opensecrets.org/members-of-congress/tony-wied/summary?cid=N00055013&cycle=2024
Nikema,Williams,nikema-williams,https://www.opensecrets.org/members-of-congress/williams-nikema-natassha/summary?cid=N00047361&cycle=2024
Roger,Williams,roger-williams,https://www.opensecrets.org/members-of-congress/roger-williams/summary?cid=N00030602
Frederica S.,Wilson,frederica-s-wilson,https://www.opensecrets.org/members-of-congress/wilson-frederica/summary?cid=N00030650&cycle=2024
Joe,Wilson,joe-wilson,https://www.opensecrets.org/members-of-congress/joe-wilson/summary?cid=N00024809
Robert J.,Wittman,robert-j-wittman,https://www.opensecrets.org/members-of-congress/wittman-rob/summary?cid=N00029459&cycle=2024
Steve,Womack,steve-womack,https://www.opensecrets.org/members-of-congress/steve-womack/summary?cid=N00031857
Ron,Wyden,ron-wyden,https://www.opensecrets.org/members-of-congress/ron-wyden/summary?cid=N00007724
Rudy,Yakym,rudy-yakym,https://www.opensecrets.org/members-of-congress/rudy-yakym/summary?cid=N00051733
Todd,Young,todd-young,https://www.opensecrets.org/members-of-congress/todd-young/summary?cid=N00030670
Ryan K.,Zinke,ryan-k-zinke,https://www.opensecrets.org/members-of-congress/zinke-ryan/summary?cid=N00035616&cycle=2024
Debbie,Stabenow,dennie-stabenow,https://www.opensecrets.org/members-of-congress/debbie-stabenow/summary?cid=N00004118
